id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,edu_lit_7_t,edu_lit_7_f,edu_lit_7_m,edu_lit_15_t,edu_lit_15_f,edu_lit_15_m,edu_sec_15_t,edu_sec_15_f,edu_sec_15_m,edu_ter_15_t,edu_ter_15_f,edu_ter_15_m
3_6_87_0,2011,Rural,3,India,6,Haryana,87,Mewat,52,33.7,68.60000000000001,50.7,28.5,71.5,14.8,5.300000000000001,23.6,1.6,0,3.1
3_6_87_0,2011,Total,3,India,6,Haryana,87,Mewat,54.1,36.6,69.90000000000001,50.40000000000001,28.6,71,14.5,5.5,23,1.7,0,3.3
3_6_87_0,2011,Urban,3,India,6,Haryana,87,Mewat,69.40000000000001,57.7,80.10000000000001,46.7,29.4,65,11.6,7.2,16.3,2.4,0,4.9
3_6_88_0,2011,Rural,3,India,6,Haryana,88,Faridabad,73.2,60.1,84.7,66.7,48.6,81.7,29.1,18,38.40000000000001,9.4,6.5,11.7
3_6_88_0,2011,Total,3,India,6,Haryana,88,Faridabad,81.7,73.8,88.60000000000001,76.90000000000001,66.40000000000001,86.30000000000001,27.6,20.7,33.7,26,24.6,27.2
3_6_88_0,2011,Urban,3,India,6,Haryana,88,Faridabad,83.80000000000001,77.30000000000001,89.60000000000001,83.7,77.60000000000001,89.5,26.5,22.4,30.3,37.1,36,38.3
3_6_89_0,2011,Rural,3,India,6,Haryana,89,Palwal,66.7,49.8,81.60000000000001,58.7,38.6,76.60000000000001,22,11.7,31,5.5,3.3,7.4
3_6_89_0,2011,Total,3,India,6,Haryana,89,Palwal,69.3,54.2,82.7,63.6,47.5,78.60000000000001,21,13.1,28.4,13.8,12.3,15.2
3_6_89_0,2011,Urban,3,India,6,Haryana,89,Palwal,77.80000000000001,68.5,86.2,65.2,53.5,77.2,19,14.8,23.3,19.8,18,21.6
3_7_90_0,2011,Rural,3,India,7,NCT Of Delhi,90,North West,79.60000000000001,70.7,87.2,77.2,69.8,85.2,51,42.6,60,.9,.7000000000000001,1.1
3_7_90_0,2011,Total,3,India,7,NCT Of Delhi,90,North West,84.40000000000001,78.40000000000001,89.7,87.10000000000001,79.60000000000001,93.60000000000001,31.4,29.5,33,27.8,25.4,29.8
3_7_90_0,2011,Urban,3,India,7,NCT Of Delhi,90,North West,84.7,78.90000000000001,89.80000000000001,87.40000000000001,79.90000000000001,93.80000000000001,30.8,29.1,32.3,28.5,26.2,30.5
3_7_91_0,2011,Rural,3,India,7,NCT Of Delhi,91,North,86.2,78.30000000000001,93,,,,,,,,,
3_7_91_0,2011,Total,3,India,7,NCT Of Delhi,91,North,86.90000000000001,82.2,90.90000000000001,92.80000000000001,83.60000000000001,100,37.6,36.4,38.6,46.40000000000001,30.9,58.5
3_7_91_0,2011,Urban,3,India,7,NCT Of Delhi,91,North,86.90000000000001,82.30000000000001,90.90000000000001,92.80000000000001,83.60000000000001,100,37.6,36.4,38.6,46.40000000000001,30.9,58.5
3_7_92_0,2011,Rural,3,India,7,NCT Of Delhi,92,North East,79.7,72,86.2,97.2,91.90000000000001,100,61.8,72.3,56.3,28.8,0,43.7
3_7_92_0,2011,Total,3,India,7,NCT Of Delhi,92,North East,83.10000000000001,76.7,88.80000000000001,86.2,79.2,92.90000000000001,48.7,45.7,51.5,17.8,15,20.6
3_7_92_0,2011,Urban,3,India,7,NCT Of Delhi,92,North East,83.10000000000001,76.7,88.80000000000001,85.90000000000001,79,92.7,48.40000000000001,45.3,51.3,17.6,15.3,19.9
3_7_93_0,2011,Rural,3,India,7,NCT Of Delhi,93,East,94.60000000000001,92.7,96.30000000000001,,,,,,,,,
3_7_93_0,2011,Total,3,India,7,NCT Of Delhi,93,East,89.30000000000001,85,93.10000000000001,92.7,91.7,93.90000000000001,40,41.2,38.6,26,23.3,29.2
3_7_93_0,2011,Urban,3,India,7,NCT Of Delhi,93,East,89.30000000000001,85,93.10000000000001,92.7,91.7,93.90000000000001,40,41.2,38.6,26,23.3,29.2
3_7_94_0,2011,Rural,3,India,7,NCT Of Delhi,94,New Delhi,,,,,,,,,,,,
3_7_94_0,2011,Total,3,India,7,NCT Of Delhi,94,New Delhi,88.30000000000001,83.60000000000001,92.2,89.5,81.80000000000001,100,73.7,63.6,87.5,10.5,9.1,12.5
3_7_94_0,2011,Urban,3,India,7,NCT Of Delhi,94,New Delhi,88.30000000000001,83.60000000000001,92.2,89.5,81.80000000000001,100,73.7,63.6,87.5,10.5,9.1,12.5
3_7_95_0,2011,Rural,3,India,7,NCT Of Delhi,95,Central,,,,96.2,95.40000000000001,96.90000000000001,6.7,4.3,9.1,2.9,1,4.7
3_7_95_0,2011,Total,3,India,7,NCT Of Delhi,95,Central,85.10000000000001,82.5,87.5,90.40000000000001,85,95.40000000000001,45.3,39.90000000000001,50.1,18.8,14.2,22.7
3_7_95_0,2011,Urban,3,India,7,NCT Of Delhi,95,Central,85.10000000000001,82.5,87.5,91.7,87.40000000000001,96,46.40000000000001,44.3,49.7,18.2,14.8,21.5
3_7_96_0,2011,Rural,3,India,7,NCT Of Delhi,96,West,81,71,90.40000000000001,,,,,,,,,
3_7_96_0,2011,Total,3,India,7,NCT Of Delhi,96,West,87,82.40000000000001,91,88.60000000000001,81.60000000000001,92.90000000000001,34.5,19.6,43.7,.6000000000000001,0,1
3_7_96_0,2011,Urban,3,India,7,NCT Of Delhi,96,West,87,82.40000000000001,91,88.60000000000001,81.60000000000001,92.90000000000001,34.5,19.6,43.7,.6000000000000001,0,1
3_7_97_0,2011,Rural,3,India,7,NCT Of Delhi,97,South West,85,76,92.7,80.80000000000001,76.80000000000001,84.7,33.6,21.5,45.6,14.3,5.2,23.3
3_7_97_0,2011,Total,3,India,7,NCT Of Delhi,97,South West,88.30000000000001,82.5,93.10000000000001,88.60000000000001,86.10000000000001,90.2,40.7,38.5,42.1,10.5,7.600000000000001,12.3
3_7_97_0,2011,Urban,3,India,7,NCT Of Delhi,97,South West,88.5,82.90000000000001,93.2,94.7,98.30000000000001,93.2,46.2,60.7,40.1,7.600000000000001,10.8,6.2
3_7_98_0,2011,Rural,3,India,7,NCT Of Delhi,98,South,78.30000000000001,68.8,85.5,99.80000000000001,99.60000000000001,100,44.3,33.1,54.40000000000001,39.5,49.40000000000001,30.7
3_7_98_0,2011,Total,3,India,7,NCT Of Delhi,98,South,86.60000000000001,80.60000000000001,91.7,93.60000000000001,92.10000000000001,94.90000000000001,42.90000000000001,35.3,49.40000000000001,26.4,28.5,24.6
3_7_98_0,2011,Urban,3,India,7,NCT Of Delhi,98,South,86.60000000000001,80.60000000000001,91.80000000000001,87.5,84.40000000000001,90.10000000000001,41.40000000000001,37.7,44.6,13.4,6.7,18.8
3_8_100_0,2011,Rural,3,India,8,Rajasthan,100,Hanumangarh,65.10000000000001,53.1,75.90000000000001,73,65.2,80.90000000000001,17.3,6.800000000000001,27.7,5.300000000000001,6.5,4.2
3_8_100_0,2011,Total,3,India,8,Rajasthan,100,Hanumangarh,67.10000000000001,55.8,77.40000000000001,70.90000000000001,63.6,77.80000000000001,18.5,8.5,28,5.9,5.9,5.9
3_8_100_0,2011,Urban,3,India,8,Rajasthan,100,Hanumangarh,75.40000000000001,66.8,83.30000000000001,63.7,58,68.40000000000001,22.5,14.7,29,7.7,3.8,11.1
3_8_101_0,2011,Rural,3,India,8,Rajasthan,101,Bikaner,58.1,44.3,70.60000000000001,57.3,38.8,73.2,7.4,2,12,.3,.4,.2
3_8_101_0,2011,Total,3,India,8,Rajasthan,101,Bikaner,65.10000000000001,53.2,75.90000000000001,66.3,51.6,78.7,14.7,9.200000000000001,19.5,7.9,8,7.7
3_8_101_0,2011,Urban,3,India,8,Rajasthan,101,Bikaner,78,69.5,85.7,83.7,76.90000000000001,89.30000000000001,28.9,23.2,33.7,22.5,23.1,22
3_8_102_0,2011,Rural,3,India,8,Rajasthan,102,Churu,64.40000000000001,51.1,76.90000000000001,51.8,34.6,68.3,17.2,8,26.1,1,.5,1.5
3_8_102_0,2011,Total,3,India,8,Rajasthan,102,Churu,66.8,54,78.80000000000001,55.90000000000001,39.40000000000001,71.90000000000001,17.6,10,25.1,3,1.4,4.5
3_8_102_0,2011,Urban,3,India,8,Rajasthan,102,Churu,72.60000000000001,61.3,83.40000000000001,67.5,52.7,82.30000000000001,18.8,15.6,21.9,8.6,4,13.2
3_8_103_0,2011,Rural,3,India,8,Rajasthan,103,Jhunjhunun,73.40000000000001,59.8,86.80000000000001,63.90000000000001,47.5,81.10000000000001,21.7,13.4,30.4,7.100000000000001,3.4,10.9
3_8_103_0,2011,Total,3,India,8,Rajasthan,103,Jhunjhunun,74.10000000000001,61,86.90000000000001,66.5,50.5,83.10000000000001,22.6,13.2,32.4,7.300000000000001,4.2,10.5
3_8_103_0,2011,Urban,3,India,8,Rajasthan,103,Jhunjhunun,76.5,65,87.40000000000001,81.10000000000001,68,94.30000000000001,27.7,11.9,43.6,8.6,8.700000000000001,8.5
3_8_104_0,2011,Rural,3,India,8,Rajasthan,104,Alwar,67.90000000000001,52.2,82.10000000000001,57.8,33.9,80.30000000000001,22.6,13.9,30.8,6.7,4.2,9.1
3_8_104_0,2011,Total,3,India,8,Rajasthan,104,Alwar,70.7,56.3,83.7,60.90000000000001,40.1,81,22.1,15.4,28.5,10,6.2,13.5
3_8_104_0,2011,Urban,3,India,8,Rajasthan,104,Alwar,83.40000000000001,74.7,91,77.5,70.8,85,19.3,22.8,15.5,27.1,16.1,39.2
3_8_105_0,2011,Rural,3,India,8,Rajasthan,105,Bharatpur,67.90000000000001,50.5,83.10000000000001,57.90000000000001,37.3,78.5,20.5,9,31.9,1.2,.2,2.2
3_8_105_0,2011,Total,3,India,8,Rajasthan,105,Bharatpur,70.10000000000001,54.2,84.10000000000001,60.5,41.40000000000001,79.60000000000001,20.4,9.700000000000001,31.1,3,1.4,4.5
3_8_105_0,2011,Urban,3,India,8,Rajasthan,105,Bharatpur,79,68.8,88.10000000000001,78.7,70,87.60000000000001,20,14.4,25.7,15.3,9.9,21
3_8_106_0,2011,Rural,3,India,8,Rajasthan,106,Dhaulpur,68.10000000000001,52.40000000000001,81.2,48.8,22.6,77.40000000000001,15.6,4.3,28,3.3,.4,6.4
3_8_106_0,2011,Total,3,India,8,Rajasthan,106,Dhaulpur,69.10000000000001,54.7,81.2,51.40000000000001,28.4,76.80000000000001,16.2,5.7,27.8,3.9,1.6,6.300000000000001
3_8_106_0,2011,Urban,3,India,8,Rajasthan,106,Dhaulpur,72.7,62.90000000000001,81.30000000000001,65.7,59,73.5,19.8,13.5,27.1,7.2,8,6.300000000000001
3_8_107_0,2011,Rural,3,India,8,Rajasthan,107,Karauli,65,46.5,80.90000000000001,64.7,39.6,84.30000000000001,18.3,8.4,26.1,11.1,6,15
3_8_107_0,2011,Total,3,India,8,Rajasthan,107,Karauli,66.2,48.6,81.40000000000001,67.40000000000001,43.90000000000001,85.60000000000001,19.5,11.4,25.8,11.2,6.5,14.8
3_8_107_0,2011,Urban,3,India,8,Rajasthan,107,Karauli,72.8,60,84.10000000000001,79.10000000000001,62.90000000000001,91.10000000000001,24.5,24.9,24.3,11.6,8.5,13.9
3_8_108_0,2011,Rural,3,India,8,Rajasthan,108,Sawai Madhopur,61.90000000000001,42.40000000000001,79.40000000000001,55,31.3,75.40000000000001,18.9,9.700000000000001,26.8,7.7,.7000000000000001,13.7
3_8_108_0,2011,Total,3,India,8,Rajasthan,108,Sawai Madhopur,65.40000000000001,47.5,81.5,57.8,36.1,76.3,19.9,10.8,27.7,9.9,3.2,15.6
3_8_108_0,2011,Urban,3,India,8,Rajasthan,108,Sawai Madhopur,79,67.2,89.80000000000001,73,63.2,80.60000000000001,25.7,17.2,32.3,22,17.8,25.4
3_8_109_0,2011,Rural,3,India,8,Rajasthan,109,Dausa,66.3,49.40000000000001,81.80000000000001,59.2,38.90000000000001,77.60000000000001,20.9,10.6,30.2,2.4,2.6,2.3
3_8_109_0,2011,Total,3,India,8,Rajasthan,109,Dausa,68.2,51.90000000000001,83,62,41.8,79.7,22.3,11.5,31.7,4.7,3.6,5.600000000000001
3_8_109_0,2011,Urban,3,India,8,Rajasthan,109,Dausa,80.7,69.40000000000001,91,86.40000000000001,71.8,96,34.7,21.3,43.6,24.7,14.3,31.6
3_8_110_0,2011,Rural,3,India,8,Rajasthan,110,Jaipur,67.60000000000001,51.7,82.5,60.8,39.7,79.80000000000001,26.4,14.9,36.8,3.2,1,5.100000000000001
3_8_110_0,2011,Total,3,India,8,Rajasthan,110,Jaipur,75.5,64,86.10000000000001,74.40000000000001,58,88.10000000000001,26.7,17,34.7,15.3,12.1,17.9
3_8_110_0,2011,Urban,3,India,8,Rajasthan,110,Jaipur,82.5,75.10000000000001,89.2,84.40000000000001,72.40000000000001,93.90000000000001,26.9,18.7,33.3,24.2,20.8,26.9
3_8_111_0,2011,Rural,3,India,8,Rajasthan,111,Sikar,70.8,56.40000000000001,84.90000000000001,64.90000000000001,50.6,82.10000000000001,19.7,13.1,27.7,6.300000000000001,3.9,9.300000000000001
3_8_111_0,2011,Total,3,India,8,Rajasthan,111,Sikar,71.90000000000001,58.2,85.10000000000001,63.5,50.90000000000001,77.60000000000001,18.8,12.7,25.7,7.800000000000001,4.2,11.8
3_8_111_0,2011,Urban,3,India,8,Rajasthan,111,Sikar,75.40000000000001,64.3,85.80000000000001,59.7,52.1,66.7,16.4,11.2,21.1,11.9,5.4,17.9
3_8_112_0,2011,Rural,3,India,8,Rajasthan,112,Nagaur,60.90000000000001,45.2,76,54.5,32.7,74.40000000000001,17.2,5.4,27.9,3.8,3.9,3.7
3_8_112_0,2011,Total,3,India,8,Rajasthan,112,Nagaur,62.8,47.8,77.2,55.6,34,75.10000000000001,17.4,6.300000000000001,27.4,4.2,4.100000000000001,4.2
3_8_112_0,2011,Urban,3,India,8,Rajasthan,112,Nagaur,70.60000000000001,58.8,81.90000000000001,62.90000000000001,43.1,79.30000000000001,18.8,12.8,23.8,6.800000000000001,5.7,7.600000000000001
3_8_113_0,2011,Rural,3,India,8,Rajasthan,113,Jodhpur,58.5,41.2,74.60000000000001,43.2,25.4,62.2,10.3,4.4,16.6,1.7,.2,3.3
3_8_113_0,2011,Total,3,India,8,Rajasthan,113,Jodhpur,65.90000000000001,51.8,79,50.3,32.8,68.2,14.9,8.700000000000001,21.3,3.3,2.3,4.4
3_8_113_0,2011,Urban,3,India,8,Rajasthan,113,Jodhpur,79.40000000000001,71.3,86.7,60.1,43.40000000000001,75.90000000000001,21.3,14.9,27.4,5.600000000000001,5.4,5.800000000000001
3_8_114_0,2011,Rural,3,India,8,Rajasthan,114,Jaisalmer,53.8,35.5,69.40000000000001,35.2,17.7,53.6,8.1,1.5,15.1,1.4,0,2.8
3_8_114_0,2011,Total,3,India,8,Rajasthan,114,Jaisalmer,57.2,39.7,72,42.40000000000001,23.7,61.1,9.300000000000001,2,16.6,1.5,.3,2.7
3_8_114_0,2011,Urban,3,India,8,Rajasthan,114,Jaisalmer,78,66.2,87.40000000000001,74.5,54.3,91,14.6,4.600000000000001,22.8,2.2,2.1,2.2
3_8_115_0,2011,Rural,3,India,8,Rajasthan,115,Barmer,54.8,38.6,69.40000000000001,46.3,25.3,65.7,7.100000000000001,4.2,9.800000000000001,2.2,0,4.3
3_8_115_0,2011,Total,3,India,8,Rajasthan,115,Barmer,56.5,40.6,70.90000000000001,47.90000000000001,27.1,66.90000000000001,9.1,4.7,13,2.4,.1,4.5
3_8_115_0,2011,Urban,3,India,8,Rajasthan,115,Barmer,78.2,66.60000000000001,88.60000000000001,68.7,53.90000000000001,79.80000000000001,34.2,12.9,50.1,4.5,2,6.300000000000001
3_8_116_0,2011,Rural,3,India,8,Rajasthan,116,Jalor,53.3,36.8,69.40000000000001,40.40000000000001,28,55.3,14.8,10.6,19.8,3.5,3.7,3.2
3_8_116_0,2011,Total,3,India,8,Rajasthan,116,Jalor,54.90000000000001,38.5,70.7,43.7,31.2,58.7,16,11.6,21.3,3.8,3.9,3.6
3_8_116_0,2011,Urban,3,India,8,Rajasthan,116,Jalor,71.10000000000001,56.90000000000001,84.2,80,66.7,96,29.4,22.3,37.7,7.100000000000001,6.5,7.800000000000001
3_8_117_0,2011,Rural,3,India,8,Rajasthan,117,Sirohi,49,32.7,64.60000000000001,29.7,15,45,1.2,.9,1.5,.2,.2,.2
3_8_117_0,2011,Total,3,India,8,Rajasthan,117,Sirohi,55.3,39.7,70,33.8,18.5,49.1,3.4,2.1,4.800000000000001,.9,.6000000000000001,1.2
3_8_117_0,2011,Urban,3,India,8,Rajasthan,117,Sirohi,78.7,66.90000000000001,89.30000000000001,69.90000000000001,55.7,80.30000000000001,23.7,15.6,29.7,7.2,4.800000000000001,9.1
3_8_118_0,2011,Rural,3,India,8,Rajasthan,118,Pali,58.40000000000001,43.5,73.60000000000001,50.5,39.1,63,12.4,8.6,16.4,4.2,0,8.9
3_8_118_0,2011,Total,3,India,8,Rajasthan,118,Pali,62.40000000000001,48,76.80000000000001,57.7,46,70.40000000000001,15.7,12.2,19.5,6.2,1.7,11.1
3_8_118_0,2011,Urban,3,India,8,Rajasthan,118,Pali,75.8,63.90000000000001,87.10000000000001,79.7,67.3,93.2,26.1,23.5,28.9,12.2,6.9,18
3_8_119_0,2011,Rural,3,India,8,Rajasthan,119,Ajmer,59.1,41.3,76.5,48.2,30.5,64.8,11.9,6.800000000000001,16.7,3,1.1,4.9
3_8_119_0,2011,Total,3,India,8,Rajasthan,119,Ajmer,69.3,55.7,82.40000000000001,58.8,46.3,70.7,15,12.5,17.3,9.1,9.800000000000001,8.5
3_8_119_0,2011,Urban,3,India,8,Rajasthan,119,Ajmer,83.90000000000001,76.5,90.80000000000001,75.8,71.2,80.2,19.8,21.6,18.2,18.8,23.6,14.3
3_8_120_0,2011,Rural,3,India,8,Rajasthan,120,Tonk,58,39.7,75.5,46.2,28.2,67.40000000000001,16.3,6.9,27.3,3.8,.1,8
3_8_120_0,2011,Total,3,India,8,Rajasthan,120,Tonk,61.6,45.40000000000001,77.10000000000001,51.40000000000001,33.1,72.3,19.4,9.1,31.2,4.9,1.7,8.5
3_8_120_0,2011,Urban,3,India,8,Rajasthan,120,Tonk,73.8,64.8,82.90000000000001,76.5,58.6,94.90000000000001,34.5,20.5,48.8,10.4,9.800000000000001,11
3_8_121_0,2011,Rural,3,India,8,Rajasthan,121,Bundi,57.3,41.2,72.3,47.2,32.3,60.8,9.9,8.6,11.2,3.6,0,7
3_8_121_0,2011,Total,3,India,8,Rajasthan,121,Bundi,61.5,46.6,75.40000000000001,50.7,36.5,63.7,11.7,9.300000000000001,13.8,4.4,1.2,7.2
3_8_121_0,2011,Urban,3,India,8,Rajasthan,121,Bundi,77.90000000000001,67.40000000000001,87.7,72.90000000000001,62.90000000000001,82.30000000000001,22.7,13.8,30.9,9.1,9.1,9.1
3_8_122_0,2011,Rural,3,India,8,Rajasthan,122,Bhilwara,56,40.6,71.3,38.90000000000001,18.2,57.1,3.3,3.3,3.4,3.1,1.3,4.600000000000001
3_8_122_0,2011,Total,3,India,8,Rajasthan,122,Bhilwara,61.40000000000001,47.2,75.3,47,29.1,62.90000000000001,8.200000000000001,7.300000000000001,9,8.4,7.2,9.5
3_8_122_0,2011,Urban,3,India,8,Rajasthan,122,Bhilwara,80.7,71.8,89,88.7,82.30000000000001,95,33.5,27.2,39.6,36.3,35.9,36.7
3_8_123_0,2011,Rural,3,India,8,Rajasthan,123,Rajsamand,59.5,43.3,75.90000000000001,39,15.4,63,6.300000000000001,.4,12.4,.5,.4,.7000000000000001
3_8_123_0,2011,Total,3,India,8,Rajasthan,123,Rajsamand,63.1,48,78.40000000000001,44.40000000000001,21.6,66.7,9.5,2.9,15.9,2.7,2.1,3.3
3_8_123_0,2011,Urban,3,India,8,Rajasthan,123,Rajsamand,81.90000000000001,72.3,91.10000000000001,81.90000000000001,72,89.40000000000001,31.4,23.6,37.3,18.1,16.1,19.6
3_8_124_0,2011,Rural,3,India,8,Rajasthan,124,Dungarpur,57.6,44,71.5,38.1,25.8,56.8,5.7,4.600000000000001,7.5,.6000000000000001,.1,1.5
3_8_124_0,2011,Total,3,India,8,Rajasthan,124,Dungarpur,59.5,46.2,72.90000000000001,43.2,30.4,62,8,6.800000000000001,9.9,3,1.2,5.600000000000001
3_8_124_0,2011,Urban,3,India,8,Rajasthan,124,Dungarpur,84.40000000000001,77.10000000000001,91.40000000000001,86.90000000000001,76.5,98.10000000000001,27.8,28.3,27.2,22.6,11.8,34.3
3_8_125_0,2011,Rural,3,India,8,Rajasthan,125,Banswara,54,40.1,67.7,35.7,24,45.8,9.600000000000001,6.5,12.4,3.4,2.6,4
3_8_125_0,2011,Total,3,India,8,Rajasthan,125,Banswara,56.3,43.1,69.5,39.7,28.7,49.3,11.3,8.1,14.2,6,4.800000000000001,7
3_8_125_0,2011,Urban,3,India,8,Rajasthan,125,Banswara,85.2,79.30000000000001,91,91.10000000000001,84.80000000000001,97.2,33.5,27.5,39.5,40,30.6,49.3
3_8_126_0,2011,Rural,3,India,8,Rajasthan,126,Chittaurgarh,56.8,40.2,73.3,61.40000000000001,38.40000000000001,85,12.8,8.9,16.8,4.3,2,6.600000000000001
3_8_126_0,2011,Total,3,India,8,Rajasthan,126,Chittaurgarh,61.7,46.5,76.60000000000001,65.40000000000001,44.3,86.7,16.2,12.9,19.5,8.6,5.300000000000001,11.8
3_8_126_0,2011,Urban,3,India,8,Rajasthan,126,Chittaurgarh,82.7,74.3,90.80000000000001,88.10000000000001,80,95.40000000000001,35.2,37.2,33.4,32.9,25.4,39.7
3_8_127_0,2011,Rural,3,India,8,Rajasthan,127,Kota,68.60000000000001,54,82.2,46.6,17.1,69.2,3.5,0,6.2,3.2,.5,5.2
3_8_127_0,2011,Total,3,India,8,Rajasthan,127,Kota,76.60000000000001,65.90000000000001,86.30000000000001,61.40000000000001,43.40000000000001,76.5,12.9,10.7,14.7,20.6,16.2,24.2
3_8_127_0,2011,Urban,3,India,8,Rajasthan,127,Kota,81.7,73.7,88.90000000000001,77.60000000000001,69.3,85.2,23.1,21.3,24.7,39.6,31.7,46.90000000000001
3_8_128_0,2011,Rural,3,India,8,Rajasthan,128,Baran,63.6,47.8,78.40000000000001,60,40.7,76.60000000000001,16.1,5.4,25.3,8.4,4.7,11.6
3_8_128_0,2011,Total,3,India,8,Rajasthan,128,Baran,66.7,52,80.40000000000001,63,45,78.30000000000001,16.9,7.5,24.9,9.300000000000001,6.5,11.6
3_8_128_0,2011,Urban,3,India,8,Rajasthan,128,Baran,78,67.5,87.80000000000001,78.5,68.3,86.7,21,18.7,22.9,13.7,16.3,11.5
3_8_129_0,2011,Rural,3,India,8,Rajasthan,129,Jhalawar,57.6,41.5,73,43.5,29.8,58.1,8,2.1,14.3,.6000000000000001,.3,.9
3_8_129_0,2011,Total,3,India,8,Rajasthan,129,Jhalawar,61.5,46.5,75.8,52.5,38.2,67,13.4,8.9,18,3.4,1.8,5.100000000000001
3_8_129_0,2011,Urban,3,India,8,Rajasthan,129,Jhalawar,81.10000000000001,72.10000000000001,89.5,85.60000000000001,72.7,96.80000000000001,33.4,36.6,30.6,13.8,7.600000000000001,19.1
3_8_130_0,2011,Rural,3,India,8,Rajasthan,130,Udaipur,54.90000000000001,39.8,69.60000000000001,41.7,17.9,65.10000000000001,8.5,3.1,13.9,2.7,1.7,3.7
3_8_130_0,2011,Total,3,India,8,Rajasthan,130,Udaipur,61.8,48.40000000000001,74.7,48.5,26.8,69.7,11.5,7.2,15.8,7.100000000000001,5.100000000000001,9.1
3_8_130_0,2011,Urban,3,India,8,Rajasthan,130,Udaipur,87.5,81.2,93.40000000000001,89.80000000000001,81.40000000000001,97.90000000000001,29.7,32.5,27,34.1,26.2,41.7
3_8_131_0,2011,Rural,3,India,8,Rajasthan,131,Pratapgarh,53.2,39,67.3,46.3,26.8,65.3,10.3,6.100000000000001,14.4,3.4,2.1,4.800000000000001
3_8_131_0,2011,Total,3,India,8,Rajasthan,131,Pratapgarh,56,42.40000000000001,69.5,51.2,33.3,68.60000000000001,13,9.4,16.5,7.2,5.100000000000001,9.300000000000001
3_8_131_0,2011,Urban,3,India,8,Rajasthan,131,Pratapgarh,84.80000000000001,77.10000000000001,92.2,89.7,82.10000000000001,96.90000000000001,32.8,32.4,33.3,35.7,27.4,43.5
3_8_99_0,2011,Rural,3,India,8,Rajasthan,99,Ganganagar,66.2,55.3,75.90000000000001,68.90000000000001,55.7,80.40000000000001,27.7,18,36.2,8.200000000000001,5.5,10.6
3_8_99_0,2011,Total,3,India,8,Rajasthan,99,Ganganagar,69.60000000000001,59.7,78.5,71.8,60.1,82.10000000000001,28.4,21.8,34.2,11.8,7.7,15.4
3_8_99_0,2011,Urban,3,India,8,Rajasthan,99,Ganganagar,78.7,71.3,85.30000000000001,80.7,73.5,87.10000000000001,30.5,33.1,28.2,22.7,14.5,30.1
3_9_132_0,2011,Rural,3,India,9,Uttar Pradesh,132,Saharanpur,68.60000000000001,58.40000000000001,77.80000000000001,53,43.5,60.8,21.6,16.7,25.6,6.2,2.2,9.4
3_9_132_0,2011,Total,3,India,9,Uttar Pradesh,132,Saharanpur,70.5,61.7,78.30000000000001,57.40000000000001,47.7,65.3,23.5,16.5,29.3,7.9,5.4,9.9
3_9_132_0,2011,Urban,3,India,9,Uttar Pradesh,132,Saharanpur,74.5,69.10000000000001,79.30000000000001,79.90000000000001,70.2,87.10000000000001,33.5,15.3,47,16.6,22.6,12.2
3_9_133_0,2011,Rural,3,India,9,Uttar Pradesh,133,Muzaffarnagar,68.3,56.7,78.7,53.8,42.5,63.6,15.6,14.7,16.4,3,1.5,4.2
3_9_133_0,2011,Total,3,India,9,Uttar Pradesh,133,Muzaffarnagar,69.10000000000001,58.7,78.40000000000001,58.7,48.7,67.60000000000001,17,16.7,17.2,9.200000000000001,7,11.2
3_9_133_0,2011,Urban,3,India,9,Uttar Pradesh,133,Muzaffarnagar,71,63.5,77.80000000000001,81.40000000000001,76.2,86.2,23.3,25.3,21.3,37.9,31.1,44.3
3_9_134_0,2011,Rural,3,India,9,Uttar Pradesh,134,Bijnor,68.5,58.40000000000001,77.90000000000001,59.6,43.90000000000001,74.90000000000001,18.6,11.5,25.5,7.4,6.600000000000001,8.300000000000001
3_9_134_0,2011,Total,3,India,9,Uttar Pradesh,134,Bijnor,68.5,59.7,76.60000000000001,61.8,47.6,75.2,20.1,13.4,26.4,8.700000000000001,8.9,8.6
3_9_134_0,2011,Urban,3,India,9,Uttar Pradesh,134,Bijnor,68.3,63.7,72.60000000000001,69.10000000000001,60.90000000000001,76,25,19.8,29.4,13,17.1,9.5
3_9_135_0,2011,Rural,3,India,9,Uttar Pradesh,135,Moradabad,53.40000000000001,42.2,63.5,45.40000000000001,31.1,59.1,13.3,10.4,16,3.3,.4,6
3_9_135_0,2011,Total,3,India,9,Uttar Pradesh,135,Moradabad,56.8,47.90000000000001,64.8,48.90000000000001,35.2,61.5,15.7,12.6,18.5,5.800000000000001,2.9,8.5
3_9_135_0,2011,Urban,3,India,9,Uttar Pradesh,135,Moradabad,63.40000000000001,58.8,67.5,57.7,46.3,67.10000000000001,21.6,18.7,24.1,12.1,9.800000000000001,14
3_9_136_0,2011,Rural,3,India,9,Uttar Pradesh,136,Rampur,52.40000000000001,42,61.8,51.1,30.6,66.2,12.4,10.5,13.7,1.3,.4,1.9
3_9_136_0,2011,Total,3,India,9,Uttar Pradesh,136,Rampur,53.3,44.40000000000001,61.40000000000001,47.1,30.8,59,10.3,8.9,11.4,1.3,.8,1.8
3_9_136_0,2011,Urban,3,India,9,Uttar Pradesh,136,Rampur,56,51.40000000000001,60.2,34.1,31.3,36,3.8,3.3,4.100000000000001,1.6,1.9,1.3
