id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ap,at,cm,nd
3_8_124_0,2011,Total,3,India,8,Rajasthan,124,Dungarpur,6.800000000000001,.3,95,153
3_8_125_0,2011,Total,3,India,8,Rajasthan,125,Banswara,8.200000000000001,.29,93.60000000000001,156
3_8_126_0,2011,Total,3,India,8,Rajasthan,126,Chittaurgarh,13.8,.28,94.30000000000001,200
3_8_127_0,2011,Total,3,India,8,Rajasthan,127,Kota,10.2,.4,95.10000000000001,219
3_8_128_0,2011,Total,3,India,8,Rajasthan,128,Baran,8.5,.38,95.80000000000001,178
3_8_129_0,2011,Total,3,India,8,Rajasthan,129,Jhalawar,5.100000000000001,.39,94.2,153
3_8_130_0,2011,Total,3,India,8,Rajasthan,130,Udaipur,17.4,.23,92.90000000000001,159
3_8_131_0,2011,Total,3,India,8,Rajasthan,131,Pratapgarh,10.4,.24,93.7,151
3_8_99_0,2011,Total,3,India,8,Rajasthan,99,Ganganagar,1.6,.51,96.60000000000001,195
3_9_132_0,2011,Total,3,India,9,Uttar Pradesh,132,Saharanpur,16.5,.52,102,238
3_9_133_0,2011,Total,3,India,9,Uttar Pradesh,133,Muzaffarnagar,12.3,.6,99.90000000000001,263
3_9_134_0,2011,Total,3,India,9,Uttar Pradesh,134,Bijnor,16.2,.53,103,195
3_9_135_0,2011,Total,3,India,9,Uttar Pradesh,135,Moradabad,16.5,.59,101,236
3_9_136_0,2011,Total,3,India,9,Uttar Pradesh,136,Rampur,21.3,.5700000000000001,101,208
3_9_137_0,2011,Total,3,India,9,Uttar Pradesh,137,Jyotiba Phule Nagar,14.3,.6,101,299
3_9_138_0,2011,Total,3,India,9,Uttar Pradesh,138,Meerut,13.5,.64,101,315
3_9_139_0,2011,Total,3,India,9,Uttar Pradesh,139,Baghpat,13,.67,101,364
3_9_140_0,2011,Total,3,India,9,Uttar Pradesh,140,Ghaziabad,12.5,.66,102,498
3_9_141_0,2011,Total,3,India,9,Uttar Pradesh,141,Gautam Buddha Nagar,8.6,.71,102,583
3_9_142_0,2011,Total,3,India,9,Uttar Pradesh,142,Bulandshahr,15,.6800000000000001,102,437
3_9_143_0,2011,Total,3,India,9,Uttar Pradesh,143,Aligarh,13.8,.6800000000000001,98.5,306
3_9_144_0,2011,Total,3,India,9,Uttar Pradesh,144,Mahamaya Nagar,10.4,.67,96.7,254
3_9_145_0,2011,Total,3,India,9,Uttar Pradesh,145,Mathura,11.1,.62,97.80000000000001,256
3_9_146_0,2011,Total,3,India,9,Uttar Pradesh,146,Agra,9.1,.6,96.7,228
3_9_147_0,2011,Total,3,India,9,Uttar Pradesh,147,Firozabad,10.4,.66,96.5,243
3_9_148_0,2011,Total,3,India,9,Uttar Pradesh,148,Mainpuri,12.1,.7000000000000001,98.60000000000001,223
3_9_149_0,2011,Total,3,India,9,Uttar Pradesh,149,Budaun,20.3,.65,100,253
3_9_150_0,2011,Total,3,India,9,Uttar Pradesh,150,Bareilly,20.2,.59,100,215
3_9_151_0,2011,Total,3,India,9,Uttar Pradesh,151,Pilibhit,25,.52,103,186
3_9_152_0,2011,Total,3,India,9,Uttar Pradesh,152,Shahjahanpur,22.6,.61,102,219
3_9_153_0,2011,Total,3,India,9,Uttar Pradesh,153,Kheri,21.6,.58,105,193
3_9_154_0,2011,Total,3,India,9,Uttar Pradesh,154,Sitapur,16.2,.6800000000000001,101,188
3_9_155_0,2011,Total,3,India,9,Uttar Pradesh,155,Hardoi,19.2,.67,101,211
3_9_156_0,2011,Total,3,India,9,Uttar Pradesh,156,Unnao,18.4,.6900000000000001,101,214
3_9_157_0,2011,Total,3,India,9,Uttar Pradesh,157,Lucknow,19.7,.7000000000000001,101,211
3_9_158_0,2011,Total,3,India,9,Uttar Pradesh,158,Rae Bareli,18.2,.6800000000000001,101,215
3_9_159_0,2011,Total,3,India,9,Uttar Pradesh,159,Farrukhabad,15.3,.6900000000000001,100,222
3_9_160_0,2011,Total,3,India,9,Uttar Pradesh,160,Kannauj,13.5,.6800000000000001,99.60000000000001,212
3_9_161_0,2011,Total,3,India,9,Uttar Pradesh,161,Etawah,10.9,.66,98.5,201
3_9_162_0,2011,Total,3,India,9,Uttar Pradesh,162,Auraiya,11,.66,99,216
3_9_163_0,2011,Total,3,India,9,Uttar Pradesh,163,Kanpur Dehat,12.4,.61,99.30000000000001,220
3_9_164_0,2011,Total,3,India,9,Uttar Pradesh,164,Kanpur Nagar,13,.6800000000000001,101,213
3_9_165_0,2011,Total,3,India,9,Uttar Pradesh,165,Jalaun,6.7,.59,99.2,185
3_9_166_0,2011,Total,3,India,9,Uttar Pradesh,166,Jhansi,10.2,.51,98.80000000000001,176
3_9_167_0,2011,Total,3,India,9,Uttar Pradesh,167,Lalitpur,19.3,.37,99.30000000000001,150
3_9_168_0,2011,Total,3,India,9,Uttar Pradesh,168,Hamirpur,5.800000000000001,.58,100,183
3_9_169_0,2011,Total,3,India,9,Uttar Pradesh,169,Mahoba,5.800000000000001,.52,100,171
3_9_170_0,2011,Total,3,India,9,Uttar Pradesh,170,Banda,6.800000000000001,.59,101,182
3_9_171_0,2011,Total,3,India,9,Uttar Pradesh,171,Chitrakoot,12.6,.54,101,187
3_9_172_0,2011,Total,3,India,9,Uttar Pradesh,172,Fatehpur,10.8,.67,101,212
3_9_173_0,2011,Total,3,India,9,Uttar Pradesh,173,Pratapgarh,19.9,.6900000000000001,102,238
3_9_174_0,2011,Total,3,India,9,Uttar Pradesh,174,Kaushambi,13.2,.66,101,223
3_9_175_0,2011,Total,3,India,9,Uttar Pradesh,175,Allahabad,16.8,.6800000000000001,103,224
3_9_176_0,2011,Total,3,India,9,Uttar Pradesh,176,Bara Banki,22.2,.7000000000000001,101,196
3_9_177_0,2011,Total,3,India,9,Uttar Pradesh,177,Faizabad,24,.6900000000000001,103,211
3_9_178_0,2011,Total,3,India,9,Uttar Pradesh,178,Ambedkar Nagar,24.9,.71,104,217
3_9_179_0,2011,Total,3,India,9,Uttar Pradesh,179,Sultanpur,24.9,.7000000000000001,103,211
3_9_180_0,2011,Total,3,India,9,Uttar Pradesh,180,Bahraich,20.5,.6,101,152
3_9_181_0,2011,Total,3,India,9,Uttar Pradesh,181,Shrawasti,29.6,.49,101,128
3_9_182_0,2011,Total,3,India,9,Uttar Pradesh,182,Balrampur,26.9,.53,106,129
3_9_183_0,2011,Total,3,India,9,Uttar Pradesh,183,Gonda,23.8,.67,102,169
3_9_184_0,2011,Total,3,India,9,Uttar Pradesh,184,Siddharthnagar,21.1,.61,105,135
3_9_185_0,2011,Total,3,India,9,Uttar Pradesh,185,Basti,22.8,.67,104,203
3_9_186_0,2011,Total,3,India,9,Uttar Pradesh,186,Sant Kabir Nagar,21.8,.6900000000000001,104,197
3_9_187_0,2011,Total,3,India,9,Uttar Pradesh,187,Mahrajganj,27.8,.58,103,135
3_9_188_0,2011,Total,3,India,9,Uttar Pradesh,188,Gorakhpur,26.4,.6800000000000001,104,200
3_9_189_0,2011,Total,3,India,9,Uttar Pradesh,189,Kushinagar,17.4,.6800000000000001,102,175
3_9_190_0,2011,Total,3,India,9,Uttar Pradesh,190,Deoria,26.5,.67,104,197
3_9_191_0,2011,Total,3,India,9,Uttar Pradesh,191,Azamgarh,23,.74,105,205
3_9_192_0,2011,Total,3,India,9,Uttar Pradesh,192,Mau,25.8,.72,106,199
3_9_193_0,2011,Total,3,India,9,Uttar Pradesh,193,Ballia,26.5,.73,104,200
3_9_194_0,2011,Total,3,India,9,Uttar Pradesh,194,Jaunpur,20.3,.7000000000000001,105,214
3_9_195_0,2011,Total,3,India,9,Uttar Pradesh,195,Ghazipur,23.6,.74,108,208
3_9_196_0,2011,Total,3,India,9,Uttar Pradesh,196,Chandauli,27.4,.63,107,226
3_9_197_0,2011,Total,3,India,9,Uttar Pradesh,197,Varanasi,17.7,.72,106,230
3_9_198_0,2011,Total,3,India,9,Uttar Pradesh,198,Sant Ravidas Nagar (Bhadohi),18.6,.71,105,224
3_9_199_0,2011,Total,3,India,9,Uttar Pradesh,199,Mirzapur,18.5,.6,106,210
3_9_200_0,2011,Total,3,India,9,Uttar Pradesh,200,Sonbhadra,21.9,.44,106,454
3_9_201_0,2011,Total,3,India,9,Uttar Pradesh,201,Etah,13.4,.6800000000000001,97.10000000000001,238
3_9_202_0,2011,Total,3,India,9,Uttar Pradesh,202,Kanshiram Nagar,16.5,.6900000000000001,97.30000000000001,240
