id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ap,at,cm,nd
3_13_266_0,2011,Total,3,India,13,Nagaland,266,Phek,82.7,.13,109,72.10000000000001
3_13_267_0,2011,Total,3,India,13,Nagaland,267,Tuensang,95.60000000000001,.13,119,78.90000000000001
3_13_268_0,2011,Total,3,India,13,Nagaland,268,Longleng,77.10000000000001,.26,122,88.80000000000001
3_13_269_0,2011,Total,3,India,13,Nagaland,269,Kiphire,93.10000000000001,.11,109,73.2
3_13_270_0,2011,Total,3,India,13,Nagaland,270,Kohima,74,.21,108,78.90000000000001
3_13_271_0,2011,Total,3,India,13,Nagaland,271,Peren,76.40000000000001,.24,101,104
3_14_272_0,2011,Total,3,India,14,Manipur,272,Senapati,73.5,.13,105,92.30000000000001
3_14_273_0,2011,Total,3,India,14,Manipur,273,Tamenglong,73.40000000000001,.17,99.10000000000001,117
3_14_274_0,2011,Total,3,India,14,Manipur,274,Churachandpur,60.3,.17,97.40000000000001,117
3_14_275_0,2011,Total,3,India,14,Manipur,275,Bishnupur,45.40000000000001,.24,97.40000000000001,102
3_14_276_0,2011,Total,3,India,14,Manipur,276,Thoubal,19.8,.3,99.80000000000001,98
3_14_277_0,2011,Total,3,India,14,Manipur,277,Imphal West,53,.22,97.60000000000001,107
3_14_278_0,2011,Total,3,India,14,Manipur,278,Imphal East,50.6,.24,100,108
3_14_279_0,2011,Total,3,India,14,Manipur,279,Ukhrul,67.10000000000001,.13,107,84.5
3_14_280_0,2011,Total,3,India,14,Manipur,280,Chandel,42.1,.19,102,92.60000000000001
3_15_281_0,2011,Total,3,India,15,Mizoram,281,Mamit,64.8,.22,89.80000000000001,140
3_15_282_0,2011,Total,3,India,15,Mizoram,282,Kolasib,59.7,.24,92.40000000000001,132
3_15_283_0,2011,Total,3,India,15,Mizoram,283,Aizawl,67.2,.19,91.60000000000001,128
3_15_284_0,2011,Total,3,India,15,Mizoram,284,Champhai,54.3,.13,98.60000000000001,127
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,55.6,.15,92,130
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,58.5,.18,91.10000000000001,131
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,54.5,.18,92.60000000000001,134
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,62.7,.15,95.2,132
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,41.2,.43,92.80000000000001,186
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,50.8,.39,92.5,159
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,56.1,.31,92.10000000000001,153
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,47.40000000000001,.28,92.2,144
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,52.6,.44,104,133
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,61.1,.36,104,124
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,68.60000000000001,.32,104,138
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,60,.27,103,112
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,60.8,.36,105,114
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,55.3,.19,103,115
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,69.60000000000001,.22,103,117
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,58.3,.37,117,138
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,35.5,.51,112,134
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,30.1,.5,114,131
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,27.7,.48,115,132
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,23.4,.47,114,119
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,32,.43,112,115
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,52.3,.31,115,109
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,43.3,.28,120,85.7
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,52.5,.23,117,80.80000000000001
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,57.8,.23,115,82.10000000000001
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,29.9,.3,116,89.2
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,23.4,.35,119,99.2
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,20.5,.38,121,92.2
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,33.4,.35,116,96.5
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,66,.3,110,108
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,75.3,.25,102,106
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,41.8,.3,95.7,127
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,23.3,.37,93.10000000000001,139
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,25.2,.32,93.10000000000001,135
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,47.40000000000001,.45,118,138
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,64.90000000000001,.3,118,135
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,24.5,.49,109,124
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,33.5,.45,113,130
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,17.2,.48,112,125
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,50.6,.34,113,125
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,25.3,.44,113,120
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,50.7,.34,113,118
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,83.40000000000001,.23,142,140
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,70.90000000000001,.36,119,157
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,42,.49,116,143
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,42,.59,112,186
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,21.3,.6800000000000001,105,197
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,27.7,.6800000000000001,105,250
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,17,.65,102,289
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,17.5,.58,106,333
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,19.2,.61,105,312
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,21,.63,99.10000000000001,235
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,21.5,.64,101,236
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,21.9,.63,102,275
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,20.6,.55,108,326
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,18.7,.51,111,284
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,20.7,.64,102,321
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,20.3,.65,101,348
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,11.4,.6800000000000001,99.30000000000001,220
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,21.6,.5600000000000001,104,241
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,18.2,.64,101,251
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,65,.17,99.7,76.10000000000001
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,56.90000000000001,.32,100,89.80000000000001
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,57.6,.21,100,78.7
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,40.2,.32,99.60000000000001,101
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,45.7,.29,99.2,88.30000000000001
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,57.8,.24,100,93.80000000000001
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,65.3,.25,99.40000000000001,86.5
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,60.90000000000001,.17,101,91.40000000000001
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,57.90000000000001,.21,100,106
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,86.30000000000001,.14,100,67.7
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,23.5,.21,103,146
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,37.3,.32,99.5,87.60000000000001
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,37.8,.2,99.30000000000001,121
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,16.8,.35,101,205
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,15.1,.37,103,217
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),15.5,.3,100,42.6
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),15.5,.3,100,42.6
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,19.9,.26,100,40.7
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,39.90000000000001,.21,99.30000000000001,109
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,13.5,.24,99.2,128
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,28.5,.25,104,182
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,40.5,.26,100,82.90000000000001
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,50.2,.18,100,77.30000000000001
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,35.8,.37,106,292
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,37.4,.4,103,198
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,40.6,.46,101,196
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,17.9,.45,105,208
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,16.8,.48,106,208
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,26.3,.59,105,275
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,31.4,.62,106,309
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,28.7,.5,105,320
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,24.4,.49,112,323
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,27.1,.46,110,321
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,32.2,.28,108,195
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,20.2,.47,107,268
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,35.3,.47,103,235
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,44.6,.3,108,199
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,27.9,.39,104,206
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,26.9,.43,107,262
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,25.9,.47,105,242
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,21,.49,108,271
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,22.6,.39,107,222
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,18.3,.35,107,200
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,19.8,.27,108,193
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,31.7,.32,109,202
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,26.2,.37,107,215
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,24.3,.45,107,256
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,26.9,.4,107,227
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,23.6,.43,106,344
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,30.5,.39,107,260
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,39.40000000000001,.38,107,253
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,29.4,.38,108,249
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,34.2,.36,107,211
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,33.9,.4,106,188
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,30.3,.54,103,201
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,14,.5600000000000001,103,173
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,16.1,.54,101,150
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,27.8,.46,101,165
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,37.2,.43,106,217
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,25.8,.48,103,197
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,30.8,.43,108,324
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,36.5,.4,108,330
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,47.3,.36,107,185
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,33.7,.42,104,189
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,25.3,.47,98.7,179
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,49.90000000000001,.35,104,155
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,69.10000000000001,.28,102,139
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,59.7,.26,108,151
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,25.6,.4,109,186
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,22.2,.43,108,190
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,17.3,.36,110,168
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,39,.3,111,161
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,23.6,.33,110,144
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,57.3,.26,107,137
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,28.2,.27,112,140
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,35.2,.23,112,133
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,62.40000000000001,.27,111,128
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,26.7,.28,107,264
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,22.6,.33,108,295
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,16.3,.28,108,214
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,24.5,.37,107,313
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,29.9,.36,109,359
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,16.8,.43,109,381
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,25.6,.33,109,268
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,35.6,.27,109,198
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,41.90000000000001,.3,112,197
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,19.8,.37,112,245
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,30.5,.35,111,255
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,27.4,.36,110,229
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,37.9,.34,113,168
3_22_413_0,2011,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,53,.26,113,154
3_22_414_0,2011,Total,3,India,22,Chhattisgarh,414,Bastar,41.5,.25,112,135
3_22_415_0,2011,Total,3,India,22,Chhattisgarh,415,Narayanpur,71.5,.24,111,142
3_22_416_0,2011,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,71.60000000000001,.26,110,140
3_22_417_0,2011,Total,3,India,22,Chhattisgarh,417,Bijapur,71.2,.28,110,148
3_23_418_0,2011,Total,3,India,23,Madhya Pradesh,418,Sheopur,15,.36,96.7,152
3_23_419_0,2011,Total,3,India,23,Madhya Pradesh,419,Morena,7.9,.47,95.60000000000001,169
3_23_420_0,2011,Total,3,India,23,Madhya Pradesh,420,Bhind,5.7,.59,97.10000000000001,183
3_23_421_0,2011,Total,3,India,23,Madhya Pradesh,421,Gwalior,14.2,.44,97,170
3_23_422_0,2011,Total,3,India,23,Madhya Pradesh,422,Datia,8.6,.51,97.5,175
3_23_423_0,2011,Total,3,India,23,Madhya Pradesh,423,Shivpuri,23.2,.3,98,149
3_23_424_0,2011,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,17.4,.4,98.60000000000001,161
3_23_425_0,2011,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,18.7,.39,99.30000000000001,156
3_23_426_0,2011,Total,3,India,23,Madhya Pradesh,426,Panna,19.4,.35,103,172
3_23_427_0,2011,Total,3,India,23,Madhya Pradesh,427,Sagar,10.6,.34,102,153
3_23_428_0,2011,Total,3,India,23,Madhya Pradesh,428,Damoh,17.1,.32,104,157
3_23_429_0,2011,Total,3,India,23,Madhya Pradesh,429,Satna,16.6,.39,104,215
3_23_430_0,2011,Total,3,India,23,Madhya Pradesh,430,Rewa,12.4,.46,105,208
3_23_431_0,2011,Total,3,India,23,Madhya Pradesh,431,Umaria,22,.35,106,188
3_23_432_0,2011,Total,3,India,23,Madhya Pradesh,432,Neemuch,12.7,.26,93.80000000000001,175
3_23_433_0,2011,Total,3,India,23,Madhya Pradesh,433,Mandsaur,4.4,.36,93.80000000000001,156
3_23_434_0,2011,Total,3,India,23,Madhya Pradesh,434,Ratlam,.8,.32,93.80000000000001,151
3_23_435_0,2011,Total,3,India,23,Madhya Pradesh,435,Ujjain,2.4,.36,94.30000000000001,158
3_23_436_0,2011,Total,3,India,23,Madhya Pradesh,436,Shajapur,1.2,.35,95.2,145
3_23_437_0,2011,Total,3,India,23,Madhya Pradesh,437,Dewas,7.600000000000001,.35,99.60000000000001,159
3_23_438_0,2011,Total,3,India,23,Madhya Pradesh,438,Dhar,3.2,.34,97.60000000000001,163
3_23_439_0,2011,Total,3,India,23,Madhya Pradesh,439,Indore,3.5,.38,99,181
3_23_440_0,2011,Total,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),3.1,.38,102,165
3_23_441_0,2011,Total,3,India,23,Madhya Pradesh,441,Barwani,1.1,.34,102,156
3_23_442_0,2011,Total,3,India,23,Madhya Pradesh,442,Rajgarh,1.9,.37,95.90000000000001,141
3_23_443_0,2011,Total,3,India,23,Madhya Pradesh,443,Vidisha,4.5,.36,99.60000000000001,145
3_23_444_0,2011,Total,3,India,23,Madhya Pradesh,444,Bhopal,6.2,.37,99.30000000000001,153
3_23_445_0,2011,Total,3,India,23,Madhya Pradesh,445,Sehore,10.5,.34,101,156
3_23_446_0,2011,Total,3,India,23,Madhya Pradesh,446,Raisen,10.4,.35,103,156
3_23_447_0,2011,Total,3,India,23,Madhya Pradesh,447,Betul,17.9,.28,107,160
3_23_448_0,2011,Total,3,India,23,Madhya Pradesh,448,Harda,23.4,.38,104,155
3_23_449_0,2011,Total,3,India,23,Madhya Pradesh,449,Hoshangabad,24.9,.35,106,158
3_23_450_0,2011,Total,3,India,23,Madhya Pradesh,450,Katni,16.1,.33,105,178
3_23_451_0,2011,Total,3,India,23,Madhya Pradesh,451,Jabalpur,10.1,.35,106,156
3_23_452_0,2011,Total,3,India,23,Madhya Pradesh,452,Narsimhapur,7.2,.37,107,160
3_23_453_0,2011,Total,3,India,23,Madhya Pradesh,453,Dindori,9.700000000000001,.24,108,179
3_23_454_0,2011,Total,3,India,23,Madhya Pradesh,454,Mandla,12.6,.26,109,157
3_23_455_0,2011,Total,3,India,23,Madhya Pradesh,455,Chhindwara,15.7,.26,108,159
3_23_456_0,2011,Total,3,India,23,Madhya Pradesh,456,Seoni,11.1,.3,108,154
3_23_457_0,2011,Total,3,India,23,Madhya Pradesh,457,Balaghat,45.5,.26,110,159
3_23_458_0,2011,Total,3,India,23,Madhya Pradesh,458,Guna,7.600000000000001,.34,97.10000000000001,149
