id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,hs_good_t,hs_good_slm,hous_slm,bmas_ins_t,bmas_ins_slm
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,48.1,,,20.7,
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,51.7,44.2,1.4,4.600000000000001,9.600000000000001
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,45.6,,,60,
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,52.6,,,35.4,
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,60.1,64.8,1,8.5,16
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,34.7,,,93.40000000000001,
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,37.7,,,87,
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,59.40000000000001,56.6,26.6,40.6,58.40000000000001
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,43.2,,,81.90000000000001,
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,58.7,,,43.3,
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,71.90000000000001,53,5.300000000000001,10.4,19.1
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,30.9,,,93.7,
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,33.5,,,88.40000000000001,
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,54.5,48.8,7.2,46.6,34.9
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,39.8,,,89.80000000000001,
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,40.90000000000001,,,85.5,
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,54.40000000000001,45.2,9.9,30.3,36.3
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,48.2,,,70.5,
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,50.7,,,61.2,
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,63.90000000000001,58.6,5.600000000000001,12.5,4.7
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,46.1,,,30.5,
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,50.8,,,18.8,
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,56.7,,0,4.4,
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,30.1,,,85.30000000000001,
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,32.1,,,82.5,
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,61.5,39.90000000000001,13.8,40.2,58.90000000000001
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,32.5,,,65.60000000000001,
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,35.5,,,60.5,
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,63.2,34.3,10.3,13.3,22.5
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,42,,,85.5,
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,51.3,,,55.8,
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,64,48.90000000000001,6,14.9,25.2
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,38.8,,,95.40000000000001,
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,40.6,,,92,
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,58.8,10.8,7.4,55.90000000000001,87.2
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,33.8,,,94.90000000000001,
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,35.2,,,91.90000000000001,
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,56.6,69.3,7,47.90000000000001,61.7
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,37.5,,,96,
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,38.7,,,93.80000000000001,
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,55.90000000000001,43.5,8.1,64,87.80000000000001
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,45.1,,,93.5,
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,47,,,85.7,
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,58,33.5,7.300000000000001,40.40000000000001,45.90000000000001
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,42.90000000000001,,,85,
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,47,,,67.5,
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,59.90000000000001,50.40000000000001,13.9,11.9,18.9
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,24.6,,,87.90000000000001,
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,26.8,,,84.80000000000001,
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,48.5,43,29.1,53.2,57
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,22.6,,,80.60000000000001,
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,32.5,,,55.90000000000001,
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,48.90000000000001,33.6,34.3,15.4,22.9
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,22.6,,,86.10000000000001,
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,31.3,,,72.5,
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,53.6,46.6,21.8,37.6,44.6
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,11.5,,,83.5,
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,13,,,81.80000000000001,
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,32.2,22.1,30.3,60.40000000000001,79.2
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,18.3,,,88.60000000000001,
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,28.7,,,67.7,
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,48.7,34.4,35.6,27.6,37.4
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,21.4,,,70.7,
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,24.5,,,66.8,
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,43.5,31.9,26.2,43,51.5
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,18.9,,,78.5,
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,21,,,75.60000000000001,
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,48.1,41.3,17,39,42.1
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,26.3,,,55,
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,28.9,,,53,
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,50.6,38,13.6,36.5,41.7
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,26.7,,,56.2,
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,28.2,,,55.3,
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,39.90000000000001,30.8,13,48.2,50.7
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,35.5,,,53.90000000000001,
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,36,,,53.3,
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,46.5,37.2,32.2,41,46.3
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,35.6,,,62.1,
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,36,,,58.8,
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,39.1,16.7,22,30.7,37.6
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,34.9,,,64,
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,40.40000000000001,,,53.8,
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,57,48.1,22,23.5,31.4
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,27.6,,,59.8,
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,29.2,,,58.40000000000001,
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,50.1,43.2,21.2,40.3,43.3
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,22.9,,,75.5,
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,25.5,,,72.60000000000001,
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,50.6,29.8,11.6,42.7,63.6
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,23.6,,,64.5,
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,28.5,,,56.8,
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,54.6,41.6,12.4,15,10.4
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,23.5,,,62,
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,25.1,,,61,
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,43.90000000000001,,0,49.3,
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,29,,,64.90000000000001,
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,43.5,,,44.5,
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,58.3,28.8,15.1,23.6,46.6
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,24.7,,,55.5,
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,28,,,52.1,
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,47.8,38.6,31.7,31.4,39.7
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,28.9,,,72.40000000000001,
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,34.2,,,64.3,
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,55,55.7,11.5,32.9,28.8
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,27.1,,,84,
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,30.5,,,78.40000000000001,
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,54.40000000000001,39.7,16.1,38.7,64.5
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,24.5,,,82.40000000000001,
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,26.7,,,78.30000000000001,
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,47.1,37.6,11.9,39.40000000000001,49.6
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,20.3,,,86.7,
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,21,,,85.2,
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,38.5,18.4,36.4,49.5,64.7
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,18.8,,,88.60000000000001,
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,19.9,,,86.90000000000001,
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,32.8,24.3,27.4,66.40000000000001,79.5
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,24.4,,,91.7,
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,26.7,,,87.80000000000001,
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,46.2,43,25,53.90000000000001,59.7
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,22.3,,,91.60000000000001,
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,23.2,,,89.90000000000001,
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,40.90000000000001,38.7,33.5,58.40000000000001,63
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,20.2,,,93.2,
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,21.9,,,90.30000000000001,
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,45.3,42.3,36.2,50.1,58
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,24.6,,,87.2,
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,29.9,,,79,
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,59.90000000000001,42.3,24.8,33,53.7
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,26.4,,,84.7,
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,27.7,,,82,
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,43.7,30.3,13.9,47.2,52.40000000000001
3_21_398_0,2011,Rural,3,India,21,Odisha,398,Koraput,28.9,,,81.80000000000001,
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,33.2,,,72.90000000000001,
3_21_398_0,2011,Urban,3,India,21,Odisha,398,Koraput,55.5,40.8,15.7,26.5,45.8
3_21_399_0,2011,Rural,3,India,21,Odisha,399,Malkangiri,25.2,,,79.80000000000001,
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,26.9,,,76.7,
3_21_399_0,2011,Urban,3,India,21,Odisha,399,Malkangiri,45.90000000000001,47.1,22.7,41.5,64
3_22_400_0,2011,Rural,3,India,22,Chhattisgarh,400,Koriya,47.3,,,94.30000000000001,
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,51.40000000000001,,,75.3,
3_22_400_0,2011,Urban,3,India,22,Chhattisgarh,400,Koriya,61.1,62.6,23.9,29.5,26.4
3_22_401_0,2011,Rural,3,India,22,Chhattisgarh,401,Surguja,48.90000000000001,,,96.2,
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,50.7,,,91.5,
3_22_401_0,2011,Urban,3,India,22,Chhattisgarh,401,Surguja,68.90000000000001,65,10.9,44.6,53.90000000000001
3_22_402_0,2011,Rural,3,India,22,Chhattisgarh,402,Jashpur,56.3,,,96.90000000000001,
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,56.7,,,94.30000000000001,
3_22_402_0,2011,Urban,3,India,22,Chhattisgarh,402,Jashpur,61,53.6,5.800000000000001,65.2,76.7
3_22_403_0,2011,Rural,3,India,22,Chhattisgarh,403,Raigarh,37.8,,,89.10000000000001,
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,40.90000000000001,,,83.80000000000001,
3_22_403_0,2011,Urban,3,India,22,Chhattisgarh,403,Raigarh,59.2,52.1,26.4,52.3,64.40000000000001
3_22_404_0,2011,Rural,3,India,22,Chhattisgarh,404,Korba,42.40000000000001,,,89.2,
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,51.5,,,68.40000000000001,
3_22_404_0,2011,Urban,3,India,22,Chhattisgarh,404,Korba,68.7,56.6,40.6,29.3,40.3
3_22_405_0,2011,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,35.4,,,87,
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,37.5,,,84.2,
3_22_405_0,2011,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,52.3,41.6,24.5,64.60000000000001,78
3_22_406_0,2011,Rural,3,India,22,Chhattisgarh,406,Bilaspur,35.7,,,92.7,
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,41.40000000000001,,,81.5,
3_22_406_0,2011,Urban,3,India,22,Chhattisgarh,406,Bilaspur,60.90000000000001,50.3,24.2,43.6,56.5
3_22_407_0,2011,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,32.9,,,95,
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,35.5,,,91.80000000000001,
3_22_407_0,2011,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,58.2,55.5,29.1,64.40000000000001,66
3_22_408_0,2011,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,48.90000000000001,,,94.10000000000001,
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,51.90000000000001,,,86,
3_22_408_0,2011,Urban,3,India,22,Chhattisgarh,408,Rajnandgaon,64.7,63.1,42.90000000000001,50.40000000000001,59.8
3_22_409_0,2011,Rural,3,India,22,Chhattisgarh,409,Durg,42.5,,,92.10000000000001,
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,52.6,,,66.3,
3_22_409_0,2011,Urban,3,India,22,Chhattisgarh,409,Durg,68.2,61.40000000000001,32.1,26.1,30.3
3_22_410_0,2011,Rural,3,India,22,Chhattisgarh,410,Raipur,37,,,88.5,
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,47.40000000000001,,,71.8,
3_22_410_0,2011,Urban,3,India,22,Chhattisgarh,410,Raipur,67,59.8,30.9,40.3,49.1
3_22_411_0,2011,Rural,3,India,22,Chhattisgarh,411,Mahasamund,35.4,,,89.5,
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,37.4,,,86.30000000000001,
3_22_411_0,2011,Urban,3,India,22,Chhattisgarh,411,Mahasamund,54.7,46.2,47,59,65.8
3_22_412_0,2011,Rural,3,India,22,Chhattisgarh,412,Dhamtari,40.7,,,93.7,
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,43.8,,,86.90000000000001,
3_22_412_0,2011,Urban,3,India,22,Chhattisgarh,412,Dhamtari,57.40000000000001,52.5,33.2,57.8,54.2
3_22_413_0,2011,Rural,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,50.5,,,93.5,
3_22_413_0,2011,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,51.40000000000001,,,89.40000000000001,
3_22_413_0,2011,Urban,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,58.90000000000001,57.40000000000001,10,55,37.6
3_22_414_0,2011,Rural,3,India,22,Chhattisgarh,414,Bastar,44.5,,,95,
3_22_414_0,2011,Total,3,India,22,Chhattisgarh,414,Bastar,46.8,,,88.7,
3_22_414_0,2011,Urban,3,India,22,Chhattisgarh,414,Bastar,61.8,56.8,22,48.6,50.40000000000001
3_22_415_0,2011,Rural,3,India,22,Chhattisgarh,415,Narayanpur,37.9,,,92.10000000000001,
3_22_415_0,2011,Total,3,India,22,Chhattisgarh,415,Narayanpur,38.7,,,87.40000000000001,
3_22_415_0,2011,Urban,3,India,22,Chhattisgarh,415,Narayanpur,42.5,34.2,23.7,63.6,88.40000000000001
3_22_416_0,2011,Rural,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,46.6,,,89.2,
3_22_416_0,2011,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,49.5,,,81.40000000000001,
3_22_416_0,2011,Urban,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,61.8,58.8,32.6,48.1,48.90000000000001
3_22_417_0,2011,Rural,3,India,22,Chhattisgarh,417,Bijapur,39.3,,,87,
3_22_417_0,2011,Total,3,India,22,Chhattisgarh,417,Bijapur,38.90000000000001,,,84.7,
3_22_417_0,2011,Urban,3,India,22,Chhattisgarh,417,Bijapur,35.8,38.7,25.9,67.40000000000001,65.8
3_23_418_0,2011,Rural,3,India,23,Madhya Pradesh,418,Sheopur,34.3,,,75.40000000000001,
3_23_418_0,2011,Total,3,India,23,Madhya Pradesh,418,Sheopur,37.4,,,70.7,
3_23_418_0,2011,Urban,3,India,23,Madhya Pradesh,418,Sheopur,56.2,54.8,50.8,41.5,39.5
3_23_419_0,2011,Rural,3,India,23,Madhya Pradesh,419,Morena,41.3,,,88.5,
3_23_419_0,2011,Total,3,India,23,Madhya Pradesh,419,Morena,45.7,,,79,
3_23_419_0,2011,Urban,3,India,23,Madhya Pradesh,419,Morena,62.2,58.1,23.2,43.7,54.90000000000001
3_23_420_0,2011,Rural,3,India,23,Madhya Pradesh,420,Bhind,43.8,,,93.60000000000001,
3_23_420_0,2011,Total,3,India,23,Madhya Pradesh,420,Bhind,46.90000000000001,,,84.7,
3_23_420_0,2011,Urban,3,India,23,Madhya Pradesh,420,Bhind,56.8,52.5,23.1,56.2,70.8
3_23_421_0,2011,Rural,3,India,23,Madhya Pradesh,421,Gwalior,47.3,,,82.5,
3_23_421_0,2011,Total,3,India,23,Madhya Pradesh,421,Gwalior,61.8,,,45.8,
3_23_421_0,2011,Urban,3,India,23,Madhya Pradesh,421,Gwalior,71.10000000000001,63.40000000000001,27.2,22.3,31
3_23_422_0,2011,Rural,3,India,23,Madhya Pradesh,422,Datia,50.6,,,91.40000000000001,
3_23_422_0,2011,Total,3,India,23,Madhya Pradesh,422,Datia,53,,,82.40000000000001,
3_23_422_0,2011,Urban,3,India,23,Madhya Pradesh,422,Datia,62.2,45.8,10.7,47.90000000000001,71.90000000000001
3_23_423_0,2011,Rural,3,India,23,Madhya Pradesh,423,Shivpuri,41.5,,,78.40000000000001,
3_23_423_0,2011,Total,3,India,23,Madhya Pradesh,423,Shivpuri,45.1,,,72.10000000000001,
3_23_423_0,2011,Urban,3,India,23,Madhya Pradesh,423,Shivpuri,65.7,63.8,17.7,36.5,41.7
3_23_424_0,2011,Rural,3,India,23,Madhya Pradesh,424,Tikamgarh,52.40000000000001,,,92.5,
3_23_424_0,2011,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,54.2,,,87.2,
3_23_424_0,2011,Urban,3,India,23,Madhya Pradesh,424,Tikamgarh,64.40000000000001,57.40000000000001,44.2,57.5,64.2
3_23_425_0,2011,Rural,3,India,23,Madhya Pradesh,425,Chhatarpur,52.1,,,93.60000000000001,
3_23_425_0,2011,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,55.40000000000001,,,85.40000000000001,
3_23_425_0,2011,Urban,3,India,23,Madhya Pradesh,425,Chhatarpur,69.3,59.5,12.3,50.90000000000001,74.40000000000001
3_23_426_0,2011,Rural,3,India,23,Madhya Pradesh,426,Panna,49.5,,,93.30000000000001,
3_23_426_0,2011,Total,3,India,23,Madhya Pradesh,426,Panna,50.8,,,89.30000000000001,
3_23_426_0,2011,Urban,3,India,23,Madhya Pradesh,426,Panna,61.7,56.5,57.8,55.40000000000001,54.8
3_23_427_0,2011,Rural,3,India,23,Madhya Pradesh,427,Sagar,43.7,,,93.30000000000001,
3_23_427_0,2011,Total,3,India,23,Madhya Pradesh,427,Sagar,49.3,,,81.5,
3_23_427_0,2011,Urban,3,India,23,Madhya Pradesh,427,Sagar,65.40000000000001,58,19,48,68.8
3_23_428_0,2011,Rural,3,India,23,Madhya Pradesh,428,Damoh,40.90000000000001,,,93.90000000000001,
3_23_428_0,2011,Total,3,India,23,Madhya Pradesh,428,Damoh,44.6,,,87.7,
3_23_428_0,2011,Urban,3,India,23,Madhya Pradesh,428,Damoh,62.90000000000001,61.3,26.2,56.8,67.3
3_23_429_0,2011,Rural,3,India,23,Madhya Pradesh,429,Satna,58.6,,,93.10000000000001,
3_23_429_0,2011,Total,3,India,23,Madhya Pradesh,429,Satna,61.5,,,84.2,
3_23_429_0,2011,Urban,3,India,23,Madhya Pradesh,429,Satna,74.3,61.8,16.6,45,72.5
3_23_430_0,2011,Rural,3,India,23,Madhya Pradesh,430,Rewa,63.2,,,93.7,
3_23_430_0,2011,Total,3,India,23,Madhya Pradesh,430,Rewa,64.90000000000001,,,87.7,
3_23_430_0,2011,Urban,3,India,23,Madhya Pradesh,430,Rewa,75.7,68.3,29.1,48.90000000000001,69.7
3_23_431_0,2011,Rural,3,India,23,Madhya Pradesh,431,Umaria,48.6,,,95.10000000000001,
3_23_431_0,2011,Total,3,India,23,Madhya Pradesh,431,Umaria,52,,,87.40000000000001,
3_23_431_0,2011,Urban,3,India,23,Madhya Pradesh,431,Umaria,69.60000000000001,63.7,24.5,46.7,62
3_23_432_0,2011,Rural,3,India,23,Madhya Pradesh,432,Neemuch,50.90000000000001,,,79.5,
3_23_432_0,2011,Total,3,India,23,Madhya Pradesh,432,Neemuch,56.1,,,67.40000000000001,
3_23_432_0,2011,Urban,3,India,23,Madhya Pradesh,432,Neemuch,71,66.7,32.9,32.8,38.7
3_23_433_0,2011,Rural,3,India,23,Madhya Pradesh,433,Mandsaur,48,,,88.10000000000001,
3_23_433_0,2011,Total,3,India,23,Madhya Pradesh,433,Mandsaur,52,,,77,
3_23_433_0,2011,Urban,3,India,23,Madhya Pradesh,433,Mandsaur,68.8,54,16.5,30.8,43.40000000000001
3_23_434_0,2011,Rural,3,India,23,Madhya Pradesh,434,Ratlam,38.8,,,92.40000000000001,
3_23_434_0,2011,Total,3,India,23,Madhya Pradesh,434,Ratlam,47.8,,,73,
3_23_434_0,2011,Urban,3,India,23,Madhya Pradesh,434,Ratlam,71,57.6,33.9,23.2,43.90000000000001
3_23_435_0,2011,Rural,3,India,23,Madhya Pradesh,435,Ujjain,41.3,,,90.2,
3_23_435_0,2011,Total,3,India,23,Madhya Pradesh,435,Ujjain,51.5,,,63.40000000000001,
3_23_435_0,2011,Urban,3,India,23,Madhya Pradesh,435,Ujjain,68,53.8,24.3,20.1,39.3
3_23_436_0,2011,Rural,3,India,23,Madhya Pradesh,436,Shajapur,38.90000000000001,,,94.30000000000001,
3_23_436_0,2011,Total,3,India,23,Madhya Pradesh,436,Shajapur,43.8,,,85.90000000000001,
3_23_436_0,2011,Urban,3,India,23,Madhya Pradesh,436,Shajapur,65.5,64.8,51.2,48.6,51.40000000000001
3_23_437_0,2011,Rural,3,India,23,Madhya Pradesh,437,Dewas,44.7,,,88.40000000000001,
3_23_437_0,2011,Total,3,India,23,Madhya Pradesh,437,Dewas,50.8,,,74.10000000000001,
3_23_437_0,2011,Urban,3,India,23,Madhya Pradesh,437,Dewas,66.90000000000001,59.2,27.6,36.6,51.6
3_23_438_0,2011,Rural,3,India,23,Madhya Pradesh,438,Dhar,38.8,,,89.10000000000001,
3_23_438_0,2011,Total,3,India,23,Madhya Pradesh,438,Dhar,44,,,77.2,
3_23_438_0,2011,Urban,3,India,23,Madhya Pradesh,438,Dhar,66.3,55.5,32.7,26.6,39.1
3_23_439_0,2011,Rural,3,India,23,Madhya Pradesh,439,Indore,54.1,,,70.3,
3_23_439_0,2011,Total,3,India,23,Madhya Pradesh,439,Indore,69,,,25.6,
3_23_439_0,2011,Urban,3,India,23,Madhya Pradesh,439,Indore,74,63.8,23.9,10.8,17.2
3_23_440_0,2011,Rural,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),36.8,,,90,
3_23_440_0,2011,Total,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),41.5,,,81.30000000000001,
3_23_440_0,2011,Urban,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),67.3,60.6,28.9,34,43.5
3_23_441_0,2011,Rural,3,India,23,Madhya Pradesh,441,Barwani,34.7,,,92.7,
3_23_441_0,2011,Total,3,India,23,Madhya Pradesh,441,Barwani,38.40000000000001,,,83.80000000000001,
3_23_441_0,2011,Urban,3,India,23,Madhya Pradesh,441,Barwani,58.6,46.3,43,35.3,50.7
3_23_442_0,2011,Rural,3,India,23,Madhya Pradesh,442,Rajgarh,33.1,,,95.2,
