id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,elev,rough,irr_all,ac_irr,irr_gw,irr_sw,lcrt
3_10_225_0,2011,Total,3,India,10,Bihar,225,Banka,125,59.8,24.7,24.7,7.7,17,86.10000000000001
3_10_226_0,2011,Total,3,India,10,Bihar,226,Munger,77.60000000000001,64.60000000000001,24.9,24.9,15.7,9.200000000000001,82.40000000000001
3_10_227_0,2011,Total,3,India,10,Bihar,227,Lakhisarai,68.60000000000001,59.5,29.2,29.2,14,15.2,85.80000000000001
3_10_228_0,2011,Total,3,India,10,Bihar,228,Sheikhpura,52.3,6.600000000000001,43.8,43.8,33.4,10.5,100
3_10_229_0,2011,Total,3,India,10,Bihar,229,Nalanda,59.3,22.2,48.5,48.5,42.1,6.300000000000001,100
3_10_230_0,2011,Total,3,India,10,Bihar,230,Patna,53.6,7.9,37.9,37.9,25.7,12.2,100
3_10_231_0,2011,Total,3,India,10,Bihar,231,Bhojpur,66.7,9.200000000000001,56.2,56.2,20,36.2,100
3_10_232_0,2011,Total,3,India,10,Bihar,232,Buxar,68.10000000000001,5.9,69.10000000000001,69.10000000000001,23.2,45.90000000000001,95.80000000000001
3_10_233_0,2011,Total,3,India,10,Bihar,233,Kaimur (Bhabua),194,157,40.2,40.2,17.2,22.9,51.5
3_10_234_0,2011,Total,3,India,10,Bihar,234,Rohtas,151,120,58.6,58.6,14.3,44.3,90
3_10_235_0,2011,Total,3,India,10,Bihar,235,Aurangabad,119,40.5,50.6,50.6,19.5,31.1,97.30000000000001
3_10_236_0,2011,Total,3,India,10,Bihar,236,Gaya,145,54.90000000000001,28.5,28.5,13.2,15.3,89
3_10_237_0,2011,Total,3,India,10,Bihar,237,Nawada,134,77.30000000000001,34.3,34.3,19.7,14.6,82.5
3_10_238_0,2011,Total,3,India,10,Bihar,238,Jamui,181,86.90000000000001,10.6,10.6,3.1,7.5,62.8
3_10_239_0,2011,Total,3,India,10,Bihar,239,Jehanabad,71.2,8.5,37,37,23.1,14,100
3_10_240_0,2011,Total,3,India,10,Bihar,240,Arwal,77.5,4.600000000000001,73,73,42.5,30.4,100
3_11_241_0,2011,Total,3,India,11,Sikkim,241,North  District,4209,1245,.3,.3,0,.3,0
3_11_242_0,2011,Total,3,India,11,Sikkim,242,West District,2697,1295,2.5,2.5,0,2.5,0
3_11_243_0,2011,Total,3,India,11,Sikkim,243,South District,1715,957,4.600000000000001,4.5,0,4.600000000000001,17.4
3_11_244_0,2011,Total,3,India,11,Sikkim,244,East District,2153,1103,4.7,4.7,0,4.7,0
3_12_245_1,2011,Total,3,India,12,India/China  1,245,Tawang,3740,1000,.8,.8,0,.8,0
3_12_246_1,2011,Total,3,India,12,India/China  1,246,West Kameng,2178,1055,.1,.1,0,.1,.4
3_12_247_1,2011,Total,3,India,12,India/China  1,247,East Kameng,1742,1189,.5,.5,.1,.4,5.5
3_12_248_1,2011,Total,3,India,12,India/China  1,248,Papum Pare,1160,788,1.2,1.2,.1,1.1,18.8
3_12_248_0,2011,Total,3,India,12,Arunachal Pradesh,248,Papum Pare,1160,788,1.2,1.2,.1,1.1,18.8
3_12_249_1,2011,Total,3,India,12,India/China  1,249,Upper Subansiri,2350,1234,.3,.2,0,.2,0
3_12_250_0,2011,Total,3,India,12,Arunachal Pradesh,250,West Siang,1814,1204,.9,.6000000000000001,.3,.6000000000000001,1.4
3_12_250_1,2011,Total,3,India,12,India/China  1,250,West Siang,1814,1204,.9,.6000000000000001,.3,.6000000000000001,1.4
3_12_251_1,2011,Total,3,India,12,India/China  1,251,East Siang,710,547,4.9,3.4,.6000000000000001,4.2,6.7
3_12_251_0,2011,Total,3,India,12,Arunachal Pradesh,251,East Siang,710,547,4.9,3.4,.6000000000000001,4.2,6.7
3_12_252_1,2011,Total,3,India,12,India/China  1,252,Upper Siang,2211,1075,.7000000000000001,.6000000000000001,0,.7000000000000001,0
3_12_253_0,2011,Total,3,India,12,Arunachal Pradesh,253,Changlang,1153,861,1,.6000000000000001,.1,1,0
3_12_254_0,2011,Total,3,India,12,Arunachal Pradesh,254,Tirap,903,528,.8,.1,0,.8,0
3_12_255_1,2011,Total,3,India,12,India/China  1,255,Lower Subansiri,1396,541,2.6,1.8,0,2.6,.1
3_12_256_1,2011,Total,3,India,12,India/China  1,256,Kurung Kumey,2355,1198,.3,.2,0,.3,0
3_12_257_1,2011,Total,3,India,12,India/China  1,257,Dibang Valley,3037,947,.4,.4,0,.4,0
3_12_258_1,2011,Total,3,India,12,India/China  1,258,Lower Dibang Valley,1465,1150,.1,0,0,.1,0
3_12_258_0,2011,Total,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,1465,1150,.1,0,0,.1,0
3_12_259_0,2011,Total,3,India,12,Arunachal Pradesh,259,Lohit,967,978,.5,.4,0,.5,0
3_12_259_1,2011,Total,3,India,12,India/China  1,259,Lohit,967,978,.5,.4,0,.5,0
3_12_260_1,2011,Total,3,India,12,India/China  1,260,Anjaw,2881,994,.1,.1,0,.1,5.7
3_12_260_0,2011,Total,3,India,12,Arunachal Pradesh,260,Anjaw,2881,994,.1,.1,0,.1,5.7
3_13_261_0,2011,Total,3,India,13,Nagaland,261,Mon,759,512,2.6,1.2,0,2.6,0
3_13_262_0,2011,Total,3,India,13,Nagaland,262,Mokokchung,591,298,2.4,1.7,.1,2.3,0
3_13_263_0,2011,Total,3,India,13,Nagaland,263,Zunheboto,1211,444,7,3.8,0,7,0
3_13_264_0,2011,Total,3,India,13,Nagaland,264,Wokha,511,290,1.7,1.7,.4,1.3,0
3_13_265_0,2011,Total,3,India,13,Nagaland,265,Dimapur,355,204,23,20.3,1.8,21.2,0
3_13_266_0,2011,Total,3,India,13,Nagaland,266,Phek,1406,435,6.2,3.7,0,6.2,0
3_13_267_0,2011,Total,3,India,13,Nagaland,267,Tuensang,1501,492,4.4,2.5,0,4.4,0
3_13_268_0,2011,Total,3,India,13,Nagaland,268,Longleng,679,322,4,2.5,0,4,0
3_13_269_0,2011,Total,3,India,13,Nagaland,269,Kiphire,1486,560,7,4,0,7,0
3_13_270_0,2011,Total,3,India,13,Nagaland,270,Kohima,1218,504,1.8,1.1,0,1.8,0
3_13_271_0,2011,Total,3,India,13,Nagaland,271,Peren,790,420,6,3.5,0,6,0
3_14_272_0,2011,Total,3,India,14,Manipur,272,Senapati,1353,410,1.3,1.3,0,1.3,0
3_14_273_0,2011,Total,3,India,14,Manipur,273,Tamenglong,852,470,.1,.1,0,.1,0
3_14_274_0,2011,Total,3,India,14,Manipur,274,Churachandpur,787,361,.2,.2,0,.2,0
3_14_275_0,2011,Total,3,India,14,Manipur,275,Bishnupur,780,19.8,10.3,9.200000000000001,0,10.3,0
3_14_276_0,2011,Total,3,India,14,Manipur,276,Thoubal,788,35.9,29.1,27.8,0,29.1,0
3_14_277_0,2011,Total,3,India,14,Manipur,277,Imphal West,814,89.10000000000001,21.3,20.1,0,21.3,0
3_14_278_0,2011,Total,3,India,14,Manipur,278,Imphal East,564,351,5.100000000000001,5.100000000000001,0,5.100000000000001,0
3_14_279_0,2011,Total,3,India,14,Manipur,279,Ukhrul,1212,447,.3,.3,0,.3,0
3_14_280_0,2011,Total,3,India,14,Manipur,280,Chandel,917,363,2,2,0,2,0
3_15_281_0,2011,Total,3,India,15,Mizoram,281,Mamit,378,233,0,0,0,0,0
3_15_282_0,2011,Total,3,India,15,Mizoram,282,Kolasib,302,215,.2,.2,0,.2,0
3_15_283_0,2011,Total,3,India,15,Mizoram,283,Aizawl,641,299,.2,.2,0,.2,0
3_15_284_0,2011,Total,3,India,15,Mizoram,284,Champhai,1055,285,.8,.5,0,.8,0
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,860,270,.8,.8,0,.8,0
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,509,291,.1,.1,0,.1,0
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,441,340,.4,.4,0,.4,0
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,767,408,.2,.2,0,.2,0
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,62.2,44.6,11,11,3.8,7.2,0
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,67.60000000000001,39.90000000000001,7,7,1.3,5.800000000000001,0
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,132,61.5,2.5,2.5,.3,2.1,0
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,120,113,4.100000000000001,4.100000000000001,1.4,2.7,0
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,189,201,2.5,2.5,.4,2.1,46.8
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,346,191,1.6,1.6,0,1.5,.2
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,260,234,1.5,1.5,.5,1,9.800000000000001
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,933,455,.9,.9,0,.9,0
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,614,264,6.800000000000001,6.800000000000001,.2,6.600000000000001,0
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,1113,555,2.8,2.8,0,2.8,0
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,932,332,1.8,1.8,0,1.8,0
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,79.2,52.5,5.9,5.9,2.9,3,49
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,31.3,6.4,7.600000000000001,7.5,4.600000000000001,3,25.1
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,49.90000000000001,34,6.4,6.4,3,3.4,9.1
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,42,4.5,4,4,2.9,1.1,59.90000000000001
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,67.40000000000001,42.5,7.300000000000001,7.300000000000001,3.3,4,0
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,93.7,69.90000000000001,4.5,4.5,2.7,1.7,0
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,91.2,33.2,1.6,1.6,.9,.6000000000000001,46.6
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,97.30000000000001,26.2,1.1,1.1,.8,.3,56.5
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,122,75.10000000000001,1.1,1.1,.8,.3,46.8
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,144,33.9,4.5,3.9,1.4,3.2,0
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,113,22.6,3.2,3.1,1.9,1.4,0
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,105,20.2,5.100000000000001,4.100000000000001,2.8,2.4,0
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,98.5,27.8,1.8,1.8,1,.8,0
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,105,26.6,3.9,3.9,2.2,1.7,0
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,393,255,1.7,1.7,.8,.9,0
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,544,348,.2,.2,.1,.2,0
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,138,209,1.2,1.2,0,1.2,0
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,44.5,32.6,1.9,1.9,.8,1,0
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,72.3,71.8,.4,.4,.1,.3,0
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,55.7,41.7,3.2,3.2,1.9,1.2,69.3
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,112,62.3,4.800000000000001,4.800000000000001,2.6,2.3,5.2
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,110,144,5.100000000000001,5.100000000000001,2.7,2.4,0
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,134,105,5.7,5.7,2.9,2.8,0
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,49.2,5.4,.2,.2,.1,.1,24.3
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,78.40000000000001,34.1,8.1,8.1,5.2,2.9,37.9
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,60.3,9.4,5,5,2.3,2.7,0
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,121,57.90000000000001,10.8,10.8,3.9,6.9,4
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,918,771,6.300000000000001,6.300000000000001,2.3,3.9,8.1
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,126,118,14.1,13.5,8.300000000000001,5.800000000000001,35.6
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,47.2,10.8,44.40000000000001,24,40.40000000000001,4.100000000000001,43.3
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,46.1,15.9,48.2,44.6,45.7,2.4,70.60000000000001
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,28.9,2.8,43.7,38.40000000000001,28.2,15.5,32.9
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,28.1,4.600000000000001,43.3,43.2,35.9,7.5,75.40000000000001
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,21.6,5,52.40000000000001,52.1,45.7,6.7,68.40000000000001
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,52.90000000000001,23.2,55.3,55.2,14.5,40.8,23.8
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,44.6,36.1,61.5,59.40000000000001,28.1,33.5,62
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,13.3,3.3,75.2,69.90000000000001,72.90000000000001,2.4,28.9
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,5.9,3.7,33.5,33.5,31,2.5,19.9
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,13.2,5.5,66.2,60.8,39.8,26.4,51.7
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,95.30000000000001,39.90000000000001,40.3,32.3,13.6,26.7,24.3
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,227,73.7,8.300000000000001,8.200000000000001,.7000000000000001,7.600000000000001,10.8
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,6.300000000000001,2.6,30.8,30.7,5.4,25.4,44.7
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,7.2,2.8,3.2,3.2,.5,2.6,64.10000000000001
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,3.4,1.9,11.2,11.2,4.800000000000001,6.300000000000001,.6000000000000001
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,47.8,40.7,49.6,38.6,29.2,20.3,37.2
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,5.100000000000001,1.9,3.5,2.8,1.9,1.6,16.4
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,2456,607,7.5,7,.1,7.5,31.2
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,2097,685,18.4,18.4,.1,18.2,27.2
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,2949,823,11.9,11.9,0,11.8,13.7
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,1996,566,31.4,31.4,.2,31.2,44.5
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,2227,516,35,34.9,.2,34.7,67.90000000000001
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,2809,884,16.7,15.5,.1,16.7,36
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,2828,860,16.8,16.1,.1,16.7,20.4
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,2405,721,1.6,1.1,0,1.5,0
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,2131,706,1.4,1.2,.1,1.3,7.7
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,3720,940,.5,.5,0,.5,.3
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,1512,781,4.2,2.7,.1,4,10.2
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,2385,836,21.7,21.7,1,20.6,50.90000000000001
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,1650,921,1.7,1.7,.1,1.6,2.3
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,395,135,26.7,26.7,4.9,21.7,35.1
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,392,86.30000000000001,16.3,15.8,3.3,13.1,51.7
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),4915,664,.2,.2,0,.2,12.9
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),4915,664,.2,.2,0,.2,12.9
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,4588,627,.7000000000000001,.7000000000000001,0,.7000000000000001,3.1
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,2094,905,.8,.8,.2,.6000000000000001,0
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,1153,609,.7000000000000001,.7000000000000001,.1,.6000000000000001,32.5
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,1013,771,13.6,7.9,1.8,11.8,18.5
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,2191,667,16.8,15.7,.1,16.7,30.5
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,3086,851,3,3,0,3,13.1
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,318,121,3.6,3.6,1.1,2.4,38.3
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,406,116,4,4,2,2.1,80.30000000000001
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,332,70.5,3,3,1.6,1.4,35.4
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,318,64.90000000000001,3.3,3.3,1.9,1.5,52.3
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,236,32.1,6,6,2.4,3.7,84.2
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,137,79.60000000000001,3.6,3.6,1.8,1.8,62.2
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,89.7,69.60000000000001,6.100000000000001,6.100000000000001,2.9,3.2,34.4
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,94.90000000000001,71,11.2,11.2,2.5,8.700000000000001,59.8
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,210,57,.8,.8,.4,.4,33.8
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,298,107,4.800000000000001,4.800000000000001,2.1,2.7,13.7
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,712,113,3,3,2.7,.3,0
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,177,92.2,3,2.9,1.5,1.5,5.5
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,266,67.60000000000001,9.5,9.5,3.5,6,57
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,519,164,3.3,3.3,1.2,2.1,12.1
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,467,95.7,3.4,3.4,2.4,.9,63.8
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,387,72.7,3.3,3.3,2.3,.9,23.2
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,169,48.90000000000001,4.9,4.9,2.7,2.3,78.80000000000001
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,175,40.7,4.100000000000001,4,2,2.1,36.1
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,528,166,5,5,3.7,1.3,16.1
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,527,98.7,1,1,.7000000000000001,.3,9.700000000000001
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,675,126,1.1,1.1,.7000000000000001,.3,0
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,417,88.60000000000001,.9,.9,.7000000000000001,.2,0
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,381,107,1.5,1.5,.1,1.4,17.3
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,240,107,2.9,2.9,.5,2.3,14.7
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,228,87,19.4,18.9,3.6,15.8,0
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,222,27.9,5.2,5.2,1.1,4.100000000000001,0
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,252,88.7,6.5,6.5,.7000000000000001,5.800000000000001,0
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,261,131,2.9,2.9,.4,2.5,7.9
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,319,133,2.9,2.9,1,1.9,2.6
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,378,195,4,4,.5,3.5,16.8
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,309,260,7.100000000000001,7.100000000000001,.9,6.2,16.4
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,32.7,66.10000000000001,9.700000000000001,9.600000000000001,5.7,3.9,6.300000000000001
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,9.600000000000001,9,26.7,26.7,3,23.7,.2
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,4.2,2.2,18.5,18.5,1,17.5,.3
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,7.100000000000001,4.3,38.1,38.1,2.4,35.7,0
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,63.6,78.80000000000001,16.9,16.9,2.3,14.6,39.90000000000001
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,49.7,76.7,9.5,9.5,2.5,7,36.3
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,113,77.5,4,4,.7000000000000001,3.3,1.7
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,212,131,2.7,2.7,.7000000000000001,2,1.3
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,179,127,3.3,3.3,.8,2.4,13.5
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,58.7,77.7,8.9,8.9,1.6,7.300000000000001,50.1
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,6.4,3.9,19.8,19.8,3,16.8,4.3
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,148,159,21.3,21.3,1.7,19.6,15.2
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,511,253,8.800000000000001,8.800000000000001,1,7.7,0
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,628,177,.8,.8,.1,.7000000000000001,0
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,212,129,8.300000000000001,8.300000000000001,.7000000000000001,7.5,0
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,141,28.2,22.3,22.3,2.5,19.8,0
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,238,65,7.600000000000001,7.600000000000001,1.5,6.100000000000001,0
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,374,145,7.4,6.7,.9,6.5,0
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,376,205,7.9,7.800000000000001,.5,7.4,0
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,480,253,5.5,5.5,.5,5,0
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,595,81.30000000000001,1.1,1.1,.3,.8,0
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,758,217,5.300000000000001,5.300000000000001,.5,4.9,0
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,329,214,2.6,2.3,.3,2.4,0
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,598,117,.8,.8,.2,.6000000000000001,0
