id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,road_lng_t,road_lng_h,road_lng_r,road_lng_o,road_int_t,road_int_h,road_int_r,road_int_o,station_nmb_t,station_nmb_r,station_nmb_m,station_den_t,station_den_r,station_den_m
3_27_508_0,2011,Rural,3,India,27,Maharashtra,508,Gadchiroli,735,554,179,1.3,51.6,38.90000000000001,12.6,.1,0,0,0,0,0,0
3_27_508_0,2011,Total,3,India,27,Maharashtra,508,Gadchiroli,763,579,183,1.3,53.3,40.5,12.8,.1,0,0,0,0,0,0
3_27_508_0,2011,Urban,3,India,27,Maharashtra,508,Gadchiroli,28.5,25.4,3.1,0,373,331,41.1,0,0,0,0,0,0,0
3_27_509_0,2011,Rural,3,India,27,Maharashtra,509,Chandrapur,1174,765,305,104,106,69.2,27.6,9.4,9,9,0,.8100000000000001,.8100000000000001,0
3_27_509_0,2011,Total,3,India,27,Maharashtra,509,Chandrapur,1360,889,331,140,120,78.40000000000001,29.2,12.4,20,20,0,1.76,1.76,0
3_27_509_0,2011,Urban,3,India,27,Maharashtra,509,Chandrapur,186,124,25.7,36,648,433,89.7,126,11,11,0,38.34,38.34,0
3_27_510_0,2011,Rural,3,India,27,Maharashtra,510,Yavatmal,1866,1561,301,4.600000000000001,139,116,22.4,.3,1,1,0,.07,.07,0
3_27_510_0,2011,Total,3,India,27,Maharashtra,510,Yavatmal,2011,1677,319,15.1,148,123,23.5,1.1,2,2,0,.15,.15,0
3_27_510_0,2011,Urban,3,India,27,Maharashtra,510,Yavatmal,144,115,18.3,10.6,806,645,102,59.1,1,1,0,5.59,5.59,0
3_27_511_0,2011,Rural,3,India,27,Maharashtra,511,Nanded,1438,882,547,9.800000000000001,140,86,53.3,1,5,5,0,.49,.49,0
3_27_511_0,2011,Total,3,India,27,Maharashtra,511,Nanded,1654,1028,600,25.8,156,97,56.6,2.4,10,10,0,.9400000000000001,.9400000000000001,0
3_27_511_0,2011,Urban,3,India,27,Maharashtra,511,Nanded,216,146,53.1,16,625,424,154,46.40000000000001,5,5,0,14.49,14.49,0
3_27_512_0,2011,Rural,3,India,27,Maharashtra,512,Hingoli,546,381,160,4.2,117,81.80000000000001,34.3,.9,0,0,0,0,0,0
3_27_512_0,2011,Total,3,India,27,Maharashtra,512,Hingoli,607,406,174,27,129,86.10000000000001,37,5.7,2,2,0,.42,.42,0
3_27_512_0,2011,Urban,3,India,27,Maharashtra,512,Hingoli,61.5,24.2,14.4,22.8,1312,517,308,487,2,2,0,42.7,42.7,0
3_27_513_0,2011,Rural,3,India,27,Maharashtra,513,Parbhani,464,454,9.600000000000001,0,75.7,74.10000000000001,1.6,0,0,0,0,0,0,0
3_27_513_0,2011,Total,3,India,27,Maharashtra,513,Parbhani,555,525,30.8,0,87.5,82.60000000000001,4.9,0,3,3,0,.47,.47,0
3_27_513_0,2011,Urban,3,India,27,Maharashtra,513,Parbhani,91.40000000000001,70.2,21.2,0,418,321,96.80000000000001,0,3,3,0,13.72,13.72,0
3_27_514_0,2011,Rural,3,India,27,Maharashtra,514,Jalna,1006,779,210,14.1,135,104,28.2,1.9,0,0,0,0,0,0
3_27_514_0,2011,Total,3,India,27,Maharashtra,514,Jalna,1126,861,246,16.3,147,113,32.2,2.1,1,1,0,.13,.13,0
3_27_514_0,2011,Urban,3,India,27,Maharashtra,514,Jalna,120,82.10000000000001,35.3,2.2,726,499,214,13.1,1,1,0,6.07,6.07,0
3_27_515_0,2011,Rural,3,India,27,Maharashtra,515,Aurangabad,2298,1346,825,127,234,137,84,12.9,1,1,0,.1,.1,0
3_27_515_0,2011,Total,3,India,27,Maharashtra,515,Aurangabad,2829,1567,1011,251,278,154,99.30000000000001,24.7,4,4,0,.39,.39,0
3_27_515_0,2011,Urban,3,India,27,Maharashtra,515,Aurangabad,531,221,186,125,1499,623,524,352,3,3,0,8.460000000000001,8.460000000000001,0
3_27_516_0,2011,Rural,3,India,27,Maharashtra,516,Nashik,4067,2592,1433,41.7,274,175,96.60000000000001,2.8,10,10,0,.67,.67,0
3_27_516_0,2011,Total,3,India,27,Maharashtra,516,Nashik,5110,2956,1860,294,330,191,120,19,15,15,0,.97,.97,0
3_27_516_0,2011,Urban,3,India,27,Maharashtra,516,Nashik,1043,364,427,253,1639,572,670,397,5,5,0,7.86,7.86,0
3_27_517_0,2011,Rural,3,India,27,Maharashtra,517,Thane,4125,1614,1944,567,486,190,229,66.8,8,8,0,.9400000000000001,.9400000000000001,0
3_27_517_0,2011,Total,3,India,27,Maharashtra,517,Thane,7689,2444,3368,1877,805,256,353,196,58,58,0,6.07,6.07,0
3_27_517_0,2011,Urban,3,India,27,Maharashtra,517,Thane,3565,830,1424,1310,3333,776,1332,1225,50,50,0,46.75,46.75,0
3_27_518_0,2011,Rural,3,India,27,Maharashtra,518,Mumbai Suburban,,,,,,,,,,,,,,
3_27_518_0,2011,Total,3,India,27,Maharashtra,518,Mumbai Suburban,2561,591,945,1024,6360,1468,2348,2542,30,30,0,74.5,74.5,0
3_27_518_0,2011,Urban,3,India,27,Maharashtra,518,Mumbai Suburban,2561,591,945,1024,6501,1501,2400,2599,30,30,0,76.15000000000001,76.15000000000001,0
3_27_519_0,2011,Rural,3,India,27,Maharashtra,519,Mumbai,,,,,,,,,,,,,,
3_27_519_0,2011,Total,3,India,27,Maharashtra,519,Mumbai,900,266,359,275,11691,3456,4659,3566,30,30,0,389,389,0
3_27_519_0,2011,Urban,3,India,27,Maharashtra,519,Mumbai,900,266,359,275,12733,3764,5074,3884,30,30,0,424,424,0
3_27_520_0,2011,Rural,3,India,27,Maharashtra,520,Raigarh,2815,1458,1108,250,420,218,165,37.2,9,9,0,1.34,1.34,0
3_27_520_0,2011,Total,3,India,27,Maharashtra,520,Raigarh,3422,1694,1337,391,491,243,192,56.1,19,19,0,2.73,2.73,0
3_27_520_0,2011,Urban,3,India,27,Maharashtra,520,Raigarh,607,237,229,141,2277,888,859,530,10,10,0,37.52,37.52,0
3_27_521_0,2011,Rural,3,India,27,Maharashtra,521,Pune,6065,3080,2402,582,410,208,162,39.3,15,15,0,1.01,1.01,0
3_27_521_0,2011,Total,3,India,27,Maharashtra,521,Pune,9600,4074,3397,2129,614,261,217,136,25,25,0,1.6,1.6,0
3_27_521_0,2011,Urban,3,India,27,Maharashtra,521,Pune,3535,993,994,1547,4255,1196,1197,1863,10,10,0,12.04,12.04,0
3_27_522_0,2011,Rural,3,India,27,Maharashtra,522,Ahmadnagar,3876,2507,1314,54.90000000000001,233,151,79,3.3,5,5,0,.3,.3,0
3_27_522_0,2011,Total,3,India,27,Maharashtra,522,Ahmadnagar,4285,2721,1455,109,251,159,85.10000000000001,6.4,7,7,0,.41,.41,0
3_27_522_0,2011,Urban,3,India,27,Maharashtra,522,Ahmadnagar,409,214,141,53.8,890,466,307,117,2,2,0,4.36,4.36,0
3_27_523_0,2011,Rural,3,India,27,Maharashtra,523,Bid,1291,1201,89.7,0,123,115,8.6,0,0,0,0,0,0,0
3_27_523_0,2011,Total,3,India,27,Maharashtra,523,Bid,1403,1270,132,.4,132,119,12.4,0,1,1,0,.09,.09,0
3_27_523_0,2011,Urban,3,India,27,Maharashtra,523,Bid,112,69.7,42.2,.4,714,443,268,2.3,1,1,0,6.36,6.36,0
3_27_524_0,2011,Rural,3,India,27,Maharashtra,524,Latur,1236,969,257,9.4,177,139,36.8,1.3,2,2,0,.29,.29,0
3_27_524_0,2011,Total,3,India,27,Maharashtra,524,Latur,1378,1071,293,14.1,193,150,41.1,2,4,4,0,.5600000000000001,.5600000000000001,0
3_27_524_0,2011,Urban,3,India,27,Maharashtra,524,Latur,143,102,36.2,4.7,934,666,237,30.8,2,2,0,13.1,13.1,0
3_27_525_0,2011,Rural,3,India,27,Maharashtra,525,Osmanabad,1039,825,214,.4,141,112,29.1,.1,2,2,0,.27,.27,0
3_27_525_0,2011,Total,3,India,27,Maharashtra,525,Osmanabad,1178,921,256,1.3,155,121,33.7,.2,2,2,0,.26,.26,0
3_27_525_0,2011,Urban,3,India,27,Maharashtra,525,Osmanabad,139,95.80000000000001,42.2,.9,524,362,159,3.5,0,0,0,0,0,0
3_27_526_0,2011,Rural,3,India,27,Maharashtra,526,Solapur,2776,1957,815,4.2,194,137,56.90000000000001,.3,5,5,0,.35,.35,0
3_27_526_0,2011,Total,3,India,27,Maharashtra,526,Solapur,3172,2195,971,5.600000000000001,214,148,65.60000000000001,.4,12,12,0,.8100000000000001,.8100000000000001,0
3_27_526_0,2011,Urban,3,India,27,Maharashtra,526,Solapur,396,238,156,1.4,824,496,325,2.9,7,7,0,14.57,14.57,0
3_27_527_0,2011,Rural,3,India,27,Maharashtra,527,Satara,2542,1726,753,63.5,247,167,73,6.2,2,2,0,.19,.19,0
3_27_527_0,2011,Total,3,India,27,Maharashtra,527,Satara,2968,1905,871,191,280,179,82.10000000000001,18,4,4,0,.38,.38,0
3_27_527_0,2011,Urban,3,India,27,Maharashtra,527,Satara,426,179,119,128,1383,581,386,416,2,2,0,6.49,6.49,0
3_27_528_0,2011,Rural,3,India,27,Maharashtra,528,Ratnagiri,2336,1252,866,218,285,153,106,26.6,5,5,0,.61,.61,0
3_27_528_0,2011,Total,3,India,27,Maharashtra,528,Ratnagiri,2560,1317,924,319,309,159,112,38.5,5,5,0,.6,.6,0
3_27_528_0,2011,Urban,3,India,27,Maharashtra,528,Ratnagiri,224,65.40000000000001,57.7,101,2293,670,591,1032,0,0,0,0,0,0
3_27_529_0,2011,Rural,3,India,27,Maharashtra,529,Sindhudurg,2265,980,1244,41.8,453,196,249,8.4,2,2,0,.4,.4,0
3_27_529_0,2011,Total,3,India,27,Maharashtra,529,Sindhudurg,2335,1024,1264,46.7,460,202,249,9.200000000000001,3,3,0,.59,.59,0
3_27_529_0,2011,Urban,3,India,27,Maharashtra,529,Sindhudurg,69.60000000000001,44.5,20.2,5,957,611,277,68.3,1,1,0,13.75,13.75,0
3_27_530_0,2011,Rural,3,India,27,Maharashtra,530,Kolhapur,1998,1096,854,48,267,147,114,6.4,1,1,0,.13,.13,0
3_27_530_0,2011,Total,3,India,27,Maharashtra,530,Kolhapur,2697,1319,937,440,348,170,121,56.8,4,4,0,.52,.52,0
3_27_530_0,2011,Urban,3,India,27,Maharashtra,530,Kolhapur,699,223,83.10000000000001,392,2477,791,295,1391,3,3,0,10.63,10.63,0
3_27_531_0,2011,Rural,3,India,27,Maharashtra,531,Sangli,2116,1071,1007,38.7,257,130,122,4.7,0,0,0,0,0,0
3_27_531_0,2011,Total,3,India,27,Maharashtra,531,Sangli,2407,1261,1090,56.1,283,148,128,6.600000000000001,2,2,0,.23,.23,0
3_27_531_0,2011,Urban,3,India,27,Maharashtra,531,Sangli,290,190,82.80000000000001,17.5,982,643,280,59.1,2,2,0,6.770000000000001,6.770000000000001,0
3_28_532_0,2011,Rural,3,India,28,Andhra Pradesh,532,Adilabad,1748,961,369,418,111,61.2,23.5,26.6,11,11,0,.7000000000000001,.7000000000000001,0
3_28_532_0,2011,Total,3,India,28,Andhra Pradesh,532,Adilabad,2133,1086,399,648,132,67.40000000000001,24.7,40.3,17,17,0,1.06,1.06,0
3_28_532_0,2011,Urban,3,India,28,Andhra Pradesh,532,Adilabad,385,125,29.9,230,957,310,74.3,573,6,6,0,14.91,14.91,0
3_28_533_0,2011,Rural,3,India,28,Andhra Pradesh,533,Nizamabad,1296,898,315,83.30000000000001,164,114,39.8,10.5,10,10,0,1.26,1.26,0
3_28_533_0,2011,Total,3,India,28,Andhra Pradesh,533,Nizamabad,1640,981,338,321,204,122,42.1,39.90000000000001,13,13,0,1.62,1.62,0
3_28_533_0,2011,Urban,3,India,28,Andhra Pradesh,533,Nizamabad,343,82.5,23.4,238,2675,643,182,1850,3,3,0,23.36,23.36,0
3_28_534_0,2011,Rural,3,India,28,Andhra Pradesh,534,Karimnagar,2504,1154,1282,67.7,219,101,112,5.9,10,10,0,.88,.88,0
3_28_534_0,2011,Total,3,India,28,Andhra Pradesh,534,Karimnagar,3499,1335,1454,710,295,112,122,59.8,15,15,0,1.26,1.26,0
3_28_534_0,2011,Urban,3,India,28,Andhra Pradesh,534,Karimnagar,995,181,172,642,2173,394,376,1402,5,5,0,10.92,10.92,0
3_28_535_0,2011,Rural,3,India,28,Andhra Pradesh,535,Medak,2022,754,909,358,223,83.10000000000001,100,39.40000000000001,9,9,0,.99,.99,0
3_28_535_0,2011,Total,3,India,28,Andhra Pradesh,535,Medak,2639,887,1053,699,279,93.90000000000001,111,74,10,10,0,1.06,1.06,0
3_28_535_0,2011,Urban,3,India,28,Andhra Pradesh,535,Medak,617,132,144,341,1694,363,395,936,1,1,0,2.74,2.74,0
3_28_536_0,2011,Rural,3,India,28,Andhra Pradesh,536,Hyderabad,,,,,,,,,,,,,,
3_28_536_0,2011,Total,3,India,28,Andhra Pradesh,536,Hyderabad,3055,358,377,2320,16850,1976,2077,12797,18,18,0,99.28,99.28,0
3_28_536_0,2011,Urban,3,India,28,Andhra Pradesh,536,Hyderabad,3055,358,377,2320,16850,1976,2077,12797,18,18,0,99.28,99.28,0
3_28_537_0,2011,Rural,3,India,28,Andhra Pradesh,537,Rangareddy,3843,1072,1882,890,584,163,286,135,15,15,0,2.28,2.28,0
3_28_537_0,2011,Total,3,India,28,Andhra Pradesh,537,Rangareddy,11173,1650,3015,6508,1480,219,399,862,44,43,1,5.83,5.7,.13
3_28_537_0,2011,Urban,3,India,28,Andhra Pradesh,537,Rangareddy,7329,578,1133,5618,7610,600,1177,5834,29,28,1,30.11,29.07,1.04
3_28_538_0,2011,Rural,3,India,28,Andhra Pradesh,538,Mahbubnagar,3281,2405,788,88.5,181,133,43.5,4.9,28,28,0,1.55,1.55,0
3_28_538_0,2011,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,3795,2543,920,332,206,138,50,18,33,33,0,1.79,1.79,0
3_28_538_0,2011,Urban,3,India,28,Andhra Pradesh,538,Mahbubnagar,514,138,132,243,1610,434,415,762,5,5,0,15.67,15.67,0
3_28_539_0,2011,Rural,3,India,28,Andhra Pradesh,539,Nalgonda,2986,1001,1769,215,216,72.5,128,15.6,14,14,0,1.01,1.01,0
3_28_539_0,2011,Total,3,India,28,Andhra Pradesh,539,Nalgonda,3748,1193,1974,581,263,83.7,138,40.8,22,22,0,1.54,1.54,0
3_28_539_0,2011,Urban,3,India,28,Andhra Pradesh,539,Nalgonda,762,192,204,366,1744,439,467,838,8,8,0,18.31,18.31,0
3_28_540_0,2011,Rural,3,India,28,Andhra Pradesh,540,Warangal,2938,1063,1783,92.40000000000001,237,85.80000000000001,144,7.5,12,12,0,.97,.97,0
3_28_540_0,2011,Total,3,India,28,Andhra Pradesh,540,Warangal,4231,1237,2119,875,331,96.60000000000001,165,68.40000000000001,21,21,0,1.64,1.64,0
3_28_540_0,2011,Urban,3,India,28,Andhra Pradesh,540,Warangal,1293,174,335,783,3124,421,810,1893,9,9,0,21.75,21.75,0
3_28_541_0,2011,Rural,3,India,28,Andhra Pradesh,541,Khammam,4114,945,2771,398,267,61.40000000000001,180,25.9,20,20,0,1.3,1.3,0
3_28_541_0,2011,Total,3,India,28,Andhra Pradesh,541,Khammam,4781,1086,2906,788,302,68.5,183,49.7,25,25,0,1.58,1.58,0
3_28_541_0,2011,Urban,3,India,28,Andhra Pradesh,541,Khammam,667,141,135,390,1445,306,293,846,5,5,0,10.83,10.83,0
3_28_542_0,2011,Rural,3,India,28,Andhra Pradesh,542,Srikakulam,717,572,134,10.5,132,105,24.7,1.9,20,20,0,3.68,3.68,0
3_28_542_0,2011,Total,3,India,28,Andhra Pradesh,542,Srikakulam,977,672,179,126,173,119,31.7,22.4,24,24,0,4.26,4.26,0
3_28_542_0,2011,Urban,3,India,28,Andhra Pradesh,542,Srikakulam,260,99.80000000000001,44.8,116,1280,491,220,569,4,4,0,19.69,19.69,0
3_28_543_0,2011,Rural,3,India,28,Andhra Pradesh,543,Vizianagaram,428,338,72.90000000000001,17.4,72.90000000000001,57.5,12.4,3,18,18,0,3.07,3.07,0
3_28_543_0,2011,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,546,398,89.5,58,89.7,65.40000000000001,14.7,9.5,23,23,0,3.78,3.78,0
3_28_543_0,2011,Urban,3,India,28,Andhra Pradesh,543,Vizianagaram,118,60.3,16.6,40.6,553,284,78.2,191,5,5,0,23.54,23.54,0
3_28_544_0,2011,Rural,3,India,28,Andhra Pradesh,544,Visakhapatnam,971,485,463,22.4,89.90000000000001,44.90000000000001,42.90000000000001,2.1,16,16,0,1.48,1.48,0
3_28_544_0,2011,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,1712,803,554,355,150,70.2,48.40000000000001,31,25,25,0,2.19,2.19,0
3_28_544_0,2011,Urban,3,India,28,Andhra Pradesh,544,Visakhapatnam,741,318,90.5,332,1168,501,143,524,9,9,0,14.19,14.19,0
3_28_545_0,2011,Rural,3,India,28,Andhra Pradesh,545,East Godavari,1517,863,601,53.5,146,82.80000000000001,57.6,5.100000000000001,19,19,0,1.82,1.82,0
3_28_545_0,2011,Total,3,India,28,Andhra Pradesh,545,East Godavari,2273,1052,657,564,211,97.60000000000001,61,52.3,27,27,0,2.51,2.51,0
3_28_545_0,2011,Urban,3,India,28,Andhra Pradesh,545,East Godavari,756,189,56.6,510,2130,533,159,1438,8,8,0,22.54,22.54,0
3_28_546_0,2011,Rural,3,India,28,Andhra Pradesh,546,West Godavari,1377,826,436,116,180,108,56.90000000000001,15.1,33,33,0,4.310000000000001,4.310000000000001,0
3_28_546_0,2011,Total,3,India,28,Andhra Pradesh,546,West Godavari,1688,961,510,217,216,123,65.10000000000001,27.7,42,42,0,5.37,5.37,0
3_28_546_0,2011,Urban,3,India,28,Andhra Pradesh,546,West Godavari,311,136,74.40000000000001,101,1745,761,417,566,9,9,0,50.51,50.51,0
3_28_547_0,2011,Rural,3,India,28,Andhra Pradesh,547,Krishna,1630,858,658,113,194,102,78.5,13.5,25,25,0,2.98,2.98,0
3_28_547_0,2011,Total,3,India,28,Andhra Pradesh,547,Krishna,2918,1073,732,1113,333,122,83.5,127,36,36,0,4.11,4.11,0
3_28_547_0,2011,Urban,3,India,28,Andhra Pradesh,547,Krishna,1288,214,74,1000,3349,557,192,2599,11,11,0,28.59,28.59,0
3_28_548_0,2011,Rural,3,India,28,Andhra Pradesh,548,Guntur,1382,861,401,120,126,78.60000000000001,36.6,10.9,49,49,0,4.47,4.47,0
3_28_548_0,2011,Total,3,India,28,Andhra Pradesh,548,Guntur,1832,1048,476,309,162,92.5,42,27.2,65,65,0,5.74,5.74,0
3_28_548_0,2011,Urban,3,India,28,Andhra Pradesh,548,Guntur,450,186,74.40000000000001,189,1206,500,199,507,16,16,0,42.88,42.88,0
3_28_549_0,2011,Rural,3,India,28,Andhra Pradesh,549,Prakasam,1947,1296,479,172,113,74.90000000000001,27.7,9.9,21,21,0,1.21,1.21,0
3_28_549_0,2011,Total,3,India,28,Andhra Pradesh,549,Prakasam,2267,1447,544,276,128,82,30.8,15.7,29,29,0,1.64,1.64,0
3_28_549_0,2011,Urban,3,India,28,Andhra Pradesh,549,Prakasam,320,151,64.40000000000001,104,903,427,182,294,8,8,0,22.6,22.6,0
3_28_550_0,2011,Rural,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,1735,906,507,322,134,70.10000000000001,39.2,24.9,17,17,0,1.32,1.32,0
3_28_550_0,2011,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,2479,1087,552,839,188,82.40000000000001,41.90000000000001,63.6,25,25,0,1.9,1.9,0
3_28_550_0,2011,Urban,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,744,181,45,517,2821,688,170,1960,8,8,0,30.32,30.32,0
3_28_551_0,2011,Rural,3,India,28,Andhra Pradesh,551,Y.S.R.,1176,966,150,60.5,78.80000000000001,64.7,10,4.100000000000001,19,19,0,1.27,1.27,0
3_28_551_0,2011,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,1774,1188,294,292,115,76.90000000000001,19,18.9,26,26,0,1.68,1.68,0
3_28_551_0,2011,Urban,3,India,28,Andhra Pradesh,551,Y.S.R.,598,222,144,232,1132,421,272,439,7,7,0,13.24,13.24,0
3_28_552_0,2011,Rural,3,India,28,Andhra Pradesh,552,Kurnool,2113,1335,540,238,123,78,31.5,13.9,32,32,0,1.87,1.87,0
3_28_552_0,2011,Total,3,India,28,Andhra Pradesh,552,Kurnool,2779,1538,583,658,158,87.7,33.2,37.5,38,38,0,2.17,2.17,0
3_28_552_0,2011,Urban,3,India,28,Andhra Pradesh,552,Kurnool,666,204,43,420,1600,489,103,1008,6,6,0,14.42,14.42,0
3_28_553_0,2011,Rural,3,India,28,Andhra Pradesh,553,Anantapur,2854,1770,850,234,153,94.80000000000001,45.6,12.5,33,33,0,1.77,1.77,0
3_28_553_0,2011,Total,3,India,28,Andhra Pradesh,553,Anantapur,3459,2006,943,509,181,105,49.40000000000001,26.7,48,48,0,2.51,2.51,0
3_28_553_0,2011,Urban,3,India,28,Andhra Pradesh,553,Anantapur,604,236,92.7,275,1396,545,214,636,15,15,0,34.66,34.66,0
3_28_554_0,2011,Rural,3,India,28,Andhra Pradesh,554,Chittoor,2180,1450,569,162,149,98.90000000000001,38.8,11,31,31,0,2.11,2.11,0
3_28_554_0,2011,Total,3,India,28,Andhra Pradesh,554,Chittoor,2985,1700,665,620,198,113,44.1,41.2,38,38,0,2.52,2.52,0
3_28_554_0,2011,Urban,3,India,28,Andhra Pradesh,554,Chittoor,804,251,95.60000000000001,458,1999,623,237,1139,7,7,0,17.39,17.39,0
3_29_555_0,2011,Rural,3,India,29,Karnataka,555,Belgaum,6291,2729,3479,82.80000000000001,485,210,268,6.4,7,7,0,.54,.54,0
3_29_555_0,2011,Total,3,India,29,Karnataka,555,Belgaum,7203,3001,3881,320,539,224,290,23.9,10,10,0,.75,.75,0
3_29_555_0,2011,Urban,3,India,29,Karnataka,555,Belgaum,912,273,402,237,2286,683,1008,594,3,3,0,7.520000000000001,7.520000000000001,0
3_29_556_0,2011,Rural,3,India,29,Karnataka,556,Bagalkot,3172,1024,2083,65,500,161,328,10.2,2,2,0,.32,.32,0
3_29_556_0,2011,Total,3,India,29,Karnataka,556,Bagalkot,3590,1137,2275,179,550,174,349,27.4,3,3,0,.46,.46,0
3_29_556_0,2011,Urban,3,India,29,Karnataka,556,Bagalkot,418,113,192,114,2323,626,1066,632,1,1,0,5.560000000000001,5.560000000000001,0
3_29_557_0,2011,Rural,3,India,29,Karnataka,557,Bijapur,4214,1124,3075,14.9,411,110,300,1.5,4,4,0,.39,.39,0
3_29_557_0,2011,Total,3,India,29,Karnataka,557,Bijapur,4566,1248,3171,147,434,119,302,13.9,6,6,0,.5700000000000001,.5700000000000001,0
3_29_557_0,2011,Urban,3,India,29,Karnataka,557,Bijapur,352,124,96.2,132,1345,473,368,503,2,2,0,7.65,7.65,0
3_29_558_0,2011,Rural,3,India,29,Karnataka,558,Bidar,2630,806,1816,7.800000000000001,498,153,344,1.5,2,2,0,.38,.38,0
3_29_558_0,2011,Total,3,India,29,Karnataka,558,Bidar,2912,905,1914,92.90000000000001,536,167,352,17.1,4,4,0,.74,.74,0
3_29_558_0,2011,Urban,3,India,29,Karnataka,558,Bidar,282,99,97.80000000000001,85.10000000000001,1789,628,621,540,2,2,0,12.69,12.69,0
3_29_559_0,2011,Rural,3,India,29,Karnataka,559,Raichur,3633,1050,2581,1.7,436,126,310,.2,5,5,0,.6,.6,0
3_29_559_0,2011,Total,3,India,29,Karnataka,559,Raichur,3827,1115,2654,57.7,452,132,314,6.800000000000001,6,6,0,.71,.71,0
3_29_559_0,2011,Urban,3,India,29,Karnataka,559,Raichur,195,65.10000000000001,73.40000000000001,56,1512,506,571,435,1,1,0,7.770000000000001,7.770000000000001,0
3_29_560_0,2011,Rural,3,India,29,Karnataka,560,Koppal,2789,848,1899,42.5,504,153,343,7.7,3,3,0,.54,.54,0
3_29_560_0,2011,Total,3,India,29,Karnataka,560,Koppal,2870,899,1916,55.5,515,161,344,10,4,4,0,.72,.72,0
3_29_560_0,2011,Urban,3,India,29,Karnataka,560,Koppal,81.7,51.7,17,13,1756,1112,365,280,1,1,0,21.5,21.5,0
3_29_561_0,2011,Rural,3,India,29,Karnataka,561,Gadag,2185,807,1351,26.8,502,185,310,6.2,4,4,0,.92,.92,0
3_29_561_0,2011,Total,3,India,29,Karnataka,561,Gadag,2529,908,1486,135,546,196,321,29.2,5,5,0,1.08,1.08,0
3_29_561_0,2011,Urban,3,India,29,Karnataka,561,Gadag,344,101,135,108,1229,360,482,387,1,1,0,3.57,3.57,0
3_29_562_0,2011,Rural,3,India,29,Karnataka,562,Dharwad,2271,1070,1110,90.30000000000001,579,273,283,23,3,3,0,.76,.76,0
3_29_562_0,2011,Total,3,India,29,Karnataka,562,Dharwad,3054,1278,1381,394,724,303,327,93.5,9,9,0,2.13,2.13,0
3_29_562_0,2011,Urban,3,India,29,Karnataka,562,Dharwad,784,208,271,304,2664,708,922,1034,6,6,0,20.4,20.4,0
3_29_563_0,2011,Rural,3,India,29,Karnataka,563,Uttara Kannada,3317,1702,1493,122,330,169,149,12.1,10,10,0,1,1,0
3_29_563_0,2011,Total,3,India,29,Karnataka,563,Uttara Kannada,3659,1861,1608,190,355,181,156,18.5,13,13,0,1.26,1.26,0
3_29_563_0,2011,Urban,3,India,29,Karnataka,563,Uttara Kannada,342,159,114,68.3,1366,636,457,273,3,3,0,11.98,11.98,0
3_29_564_0,2011,Rural,3,India,29,Karnataka,564,Haveri,2366,876,1465,24.7,501,186,310,5.2,0,0,0,0,0,0
3_29_564_0,2011,Total,3,India,29,Karnataka,564,Haveri,2607,995,1559,53.40000000000001,537,205,321,11,2,2,0,.41,.41,0
3_29_564_0,2011,Urban,3,India,29,Karnataka,564,Haveri,241,119,93.80000000000001,28.7,1751,863,680,208,2,2,0,14.5,14.5,0
3_29_565_0,2011,Rural,3,India,29,Karnataka,565,Bellary,3570,1170,2367,32.1,444,146,295,4,10,10,0,1.24,1.24,0
3_29_565_0,2011,Total,3,India,29,Karnataka,565,Bellary,3995,1386,2522,87.2,473,164,298,10.3,14,14,0,1.66,1.66,0
3_29_565_0,2011,Urban,3,India,29,Karnataka,565,Bellary,425,215,154,55.1,1025,520,373,133,4,4,0,9.65,9.65,0
3_29_566_0,2011,Rural,3,India,29,Karnataka,566,Chitradurga,3507,1164,2257,86.5,420,139,270,10.4,2,2,0,.24,.24,0
3_29_566_0,2011,Total,3,India,29,Karnataka,566,Chitradurga,3686,1261,2314,111,435,149,273,13,6,6,0,.71,.71,0
3_29_566_0,2011,Urban,3,India,29,Karnataka,566,Chitradurga,178,96.80000000000001,57.40000000000001,24.1,1407,764,453,190,4,4,0,31.56,31.56,0
3_29_567_0,2011,Rural,3,India,29,Karnataka,567,Davanagere,2516,900,1596,20.4,437,156,277,3.5,4,4,0,.6900000000000001,.6900000000000001,0
3_29_567_0,2011,Total,3,India,29,Karnataka,567,Davanagere,2938,1002,1726,211,498,170,292,35.7,7,7,0,1.19,1.19,0
3_29_567_0,2011,Urban,3,India,29,Karnataka,567,Davanagere,422,101,130,190,2945,707,908,1329,3,3,0,20.93,20.93,0
3_29_568_0,2011,Rural,3,India,29,Karnataka,568,Shimoga,3438,1651,1647,139,418,201,200,16.9,4,4,0,.49,.49,0
3_29_568_0,2011,Total,3,India,29,Karnataka,568,Shimoga,3994,1823,1835,336,470,215,216,39.5,8,8,0,.9400000000000001,.9400000000000001,0
3_29_568_0,2011,Urban,3,India,29,Karnataka,568,Shimoga,556,172,188,197,2114,653,714,747,4,4,0,15.2,15.2,0
