spatialId,distt_id55,spatialState,spatialDistrict,state,district,finalId
3_23_429_0,1312,Madhya Pradesh,Satna,Madhya Pradesh,Satna,3_23_429_0
3_23_445_0,1329,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,3_23_445_0
3_23_456_0,1337,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,3_23_456_0
3_23_460_0,1314,Madhya Pradesh,Shahdol,Madhya Pradesh,Shadol,3_23_460_0
3_23_436_0,1319,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,3_23_436_0
3_23_418_0,NA,Madhya Pradesh,Sheopur,NA,NA,NA
3_23_423_0,1305,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,3_23_423_0
3_23_462_0,1315,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,3_23_462_0
3_23_463_0,NA,Madhya Pradesh,Singrauli,NA,NA,NA
3_23_424_0,1307,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,3_23_424_0
3_23_435_0,1318,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,3_23_435_0
3_23_431_0,NA,Madhya Pradesh,Umaria,NA,NA,NA
3_23_443_0,1327,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,3_23_443_0
3_27_522_0,1409,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,3_27_522_0
3_27_501_0,1423,Maharashtra,Akola,Maharashtra,Akola,3_27_501_0
3_27_503_0,1424,Maharashtra,Amravati,Maharashtra,Amravati,3_27_503_0
3_27_515_0,1415,Maharashtra,Aurangabad,Maharashtra,Aurangabad,3_27_515_0
3_27_506_0,1428,Maharashtra,Bhandara,Maharashtra,Bhandara,3_27_506_0
3_27_523_0,1418,Maharashtra,Bid,Maharashtra,Bid,3_27_523_0
3_27_500_0,1422,Maharashtra,Buldana,Maharashtra,Buldana,3_27_500_0
3_27_509_0,1429,Maharashtra,Chandrapur,Maharashtra,Chandrapur,3_27_509_0
3_27_498_0,1407,Maharashtra,Dhule,Maharashtra,Dhule,3_27_498_0
3_27_508_0,1430,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,3_27_508_0
3_27_507_0,NA,Maharashtra,Gondiya,NA,NA,NA
3_27_512_0,NA,Maharashtra,Hingoli,NA,NA,NA
3_27_499_0,1408,Maharashtra,Jalgaon,Maharashtra,Jalgaon,3_27_499_0
3_27_514_0,1416,Maharashtra,Jalna,Maharashtra,Jalna,3_27_514_0
3_27_530_0,1414,Maharashtra,Kolhapur,Maharashtra,Kolhapur,3_27_530_0
3_27_524_0,1421,Maharashtra,Latur,Maharashtra,Latur,3_27_524_0
3_27_519_0,1401,Maharashtra,Mumbai,Maharashtra,Greater Bombay,3_27_519_0
3_27_518_0,NA,Maharashtra,Mumbai Suburban,NA,NA,NA
3_27_505_0,1427,Maharashtra,Nagpur,Maharashtra,Nagpur,3_27_505_0
3_27_511_0,1419,Maharashtra,Nanded,Maharashtra,Nanded,3_27_511_0
3_27_497_0,NA,Maharashtra,Nandurbar,NA,NA,NA
3_27_516_0,1406,Maharashtra,Nashik,Maharashtra,Nasik,3_27_516_0
3_27_525_0,1420,Maharashtra,Osmanabad,Maharashtra,Osmanabad,3_27_525_0
3_27_513_0,1417,Maharashtra,Parbhani,Maharashtra,Parbhani,3_27_513_0
3_27_521_0,1410,Maharashtra,Pune,Maharashtra,Pune,3_27_521_0
3_27_520_0,1403,Maharashtra,Raigarh,Maharashtra,Raigarh,3_27_520_0
3_27_528_0,1404,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,3_27_528_0
3_27_531_0,1412,Maharashtra,Sangli,Maharashtra,Sangli,3_27_531_0
3_27_527_0,1411,Maharashtra,Satara,Maharashtra,Satara,3_27_527_0
3_27_529_0,1405,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,3_27_529_0
3_27_526_0,1413,Maharashtra,Solapur,Maharashtra,Solapur,3_27_526_0
3_27_517_0,1402,Maharashtra,Thane,Maharashtra,Thane,3_27_517_0
3_27_504_0,1426,Maharashtra,Wardha,Maharashtra,Wardha,3_27_504_0
3_27_502_0,NA,Maharashtra,Washim,NA,NA,NA
3_27_510_0,1425,Maharashtra,Yavatmal,Maharashtra,Yavatmal,3_27_510_0
3_14_275_0,1506,Manipur,Bishnupur,Manipur,Bishnupur,3_14_275_0
3_14_280_0,1504,Manipur,Chandel,Manipur,Chandel,3_14_280_0
3_14_274_0,1503,Manipur,Churachandpur,Manipur,Churachandpur,3_14_274_0
3_14_278_0,1507,Manipur,Imphal East,Manipur,Imphal,3_14_278_0
3_14_277_0,NA,Manipur,Imphal West,NA,NA,NA
3_14_272_0,1501,Manipur,Senapati,Manipur,Senapati,3_14_272_0
3_14_273_0,1502,Manipur,Tamenglong,Manipur,Tamenglong,3_14_273_0
3_14_276_0,1505,Manipur,Thoubal,Manipur,Thoubal,3_14_276_0
3_14_279_0,1508,Manipur,Ukhrul,Manipur,Ukhrul,3_14_279_0
3_17_294_0,1604,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,3_17_294_0
3_17_298_0,1602,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,3_17_298_0
3_17_299_0,1601,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,3_17_299_0
3_17_297_0,1606,Meghalaya,Ribhoi,Meghalaya,Ri Bhoi,3_17_297_0
3_17_295_0,1607,Meghalaya,South Garo Hills,Meghalaya,Baghmara,3_17_295_0
3_17_293_0,1605,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,3_17_293_0
3_17_296_0,1603,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,3_17_296_0
3_15_283_0,1701,Mizoram,Aizawl,Mizoram,Aizwal,3_15_283_0
3_15_284_0,NA,Mizoram,Champhai,NA,NA,NA
3_15_282_0,NA,Mizoram,Kolasib,NA,NA,NA
3_15_287_0,NA,Mizoram,Lawngtlai,NA,NA,NA
3_15_286_0,1702,Mizoram,Lunglei,Mizoram,Lunglei,3_15_286_0
3_15_281_0,NA,Mizoram,Mamit,NA,NA,NA
3_15_288_0,1703,Mizoram,Saiha,Mizoram,Chhimtuipui,3_15_288_0
3_15_285_0,NA,Mizoram,Serchhip,NA,NA,NA
3_13_265_0,NA,Nagaland,Dimapur,NA,NA,NA
3_13_269_0,NA,Nagaland,Kiphire,NA,NA,NA
3_13_270_0,1801,Nagaland,Kohima,Nagaland,Kohima,3_13_270_0
3_13_268_0,NA,Nagaland,Longleng,NA,NA,NA
3_13_262_0,1805,Nagaland,Mokokchung,Nagaland,Mokokchung,3_13_262_0
3_13_261_0,1807,Nagaland,Mon,Nagaland,Mon,3_13_261_0
3_13_271_0,NA,Nagaland,Peren,NA,NA,NA
3_13_266_0,1802,Nagaland,Phek,Nagaland,Phek,3_13_266_0
3_13_267_0,1806,Nagaland,Tuensang,Nagaland,Tuensang,3_13_267_0
3_13_264_0,1804,Nagaland,Wokha,Nagaland,Wokha,3_13_264_0
3_13_263_0,1803,Nagaland,Zunheboto,Nagaland,Zunheboto,3_13_263_0
3_7_95_0,NA,NCT Of Delhi,Central,NA,NA,NA
3_7_93_0,NA,NCT Of Delhi,East,NA,NA,NA
3_7_94_0,3101,NCT Of Delhi,New Delhi,Delhi,Delhi,3_7_94_0
3_7_91_0,NA,NCT Of Delhi,North,NA,NA,NA
3_7_92_0,NA,NCT Of Delhi,North East,NA,NA,NA
3_7_90_0,NA,NCT Of Delhi,North West,NA,NA,NA
3_7_98_0,NA,NCT Of Delhi,South,NA,NA,NA
3_7_97_0,NA,NCT Of Delhi,South West,NA,NA,NA
3_7_96_0,NA,NCT Of Delhi,West,NA,NA,NA
3_21_384_0,1930,Odisha,Anugul,Orissa,Angul,3_21_384_0
3_21_393_0,1909,Odisha,Balangir,Orissa,Bolangir,3_21_393_0
3_21_377_0,1905,Odisha,Baleshwar,Orissa,Baleshwar,3_21_377_0
3_21_370_0,1928,Odisha,Bargarh,Orissa,Bargarh,3_21_370_0
3_21_391_0,1921,Odisha,Baudh,Orissa,Boudh,3_21_391_0
3_21_378_0,1914,Odisha,Bhadrak,Orissa,Bhadrak,3_21_378_0
3_21_381_0,1906,Odisha,Cuttack,Orissa,Cuttack,3_21_381_0
3_21_373_0,1927,Odisha,Debagarh,Orissa,Debagarh,3_21_373_0
3_21_383_0,1907,Odisha,Dhenkanal,Orissa,Dhenkanal,3_21_383_0
3_21_389_0,1920,Odisha,Gajapati,Orissa,Gajapati,3_21_389_0
3_21_388_0,1912,Odisha,Ganjam,Orissa,Ganjam,3_21_388_0
3_21_380_0,1915,Odisha,Jagatsinghapur,Orissa,Jagatsinghapur,3_21_380_0
3_21_382_0,1916,Odisha,Jajapur,Orissa,Jajpur,3_21_382_0
3_21_371_0,1926,Odisha,Jharsuguda,Orissa,Jharsuguda,3_21_371_0
3_21_395_0,1910,Odisha,Kalahandi,Orissa,Kalahandi,3_21_395_0
3_21_390_0,1908,Odisha,Kandhamal,Orissa,Phulbani,3_21_390_0
3_21_379_0,1917,Odisha,Kendrapara,Orissa,Kendrapara,3_21_379_0
3_21_375_0,1903,Odisha,Kendujhar,Orissa,Keonjhar,3_21_375_0
3_21_386_0,1919,Odisha,Khordha,Orissa,Khurda,3_21_386_0
3_21_398_0,1911,Odisha,Koraput,Orissa,Koraput,3_21_398_0
3_21_399_0,1923,Odisha,Malkangiri,Orissa,Malkangiri,3_21_399_0
3_21_376_0,1904,Odisha,Mayurbhanj,Orissa,Mayurbhanj,3_21_376_0
3_21_397_0,1924,Odisha,Nabarangapur,Orissa,Nabarangapur,3_21_397_0
3_21_385_0,1918,Odisha,Nayagarh,Orissa,Nayagarh,3_21_385_0
3_21_394_0,1922,Odisha,Nuapada,Orissa,Nuapada,3_21_394_0
3_21_387_0,1913,Odisha,Puri,Orissa,Puri,3_21_387_0
3_21_396_0,1925,Odisha,Rayagada,Orissa,Rayagada,3_21_396_0
3_21_372_0,1901,Odisha,Sambalpur,Orissa,Sambalpur,3_21_372_0
3_21_392_0,1929,Odisha,Subarnapur,Orissa,Sonapur,3_21_392_0
3_21_374_0,1902,Odisha,Sundargarh,Orissa,Sundargarh,3_21_374_0
3_34_637_0,3302,Puducherry,Karaikal,Pondicherry,Karaikal,3_34_637_0
3_34_636_0,3303,Puducherry,Mahe,Pondicherry,Mahe,3_34_636_0
3_34_635_0,3301,Puducherry,Puducherry,Pondicherry,Pondicherry,3_34_635_0
3_34_634_0,3304,Puducherry,Yanam,Pondicherry,Yanam,3_34_634_0
3_3_49_0,2002,Punjab,Amritsar,Punjab,Amritsar,3_3_49_0
3_3_54_0,NA,Punjab,Barnala,NA,NA,NA
3_3_46_0,2011,Punjab,Bathinda,Punjab,Bathinda,3_3_46_0
3_3_45_0,2012,Punjab,Faridkot,Punjab,Faridkot,3_3_45_0
3_3_40_0,2013,Punjab,Fatehgarh Sahib,Punjab,Fatehgarh Sahib,3_3_40_0
3_3_43_0,2003,Punjab,Firozpur,Punjab,Firozpur,3_3_43_0
3_3_35_0,2001,Punjab,Gurdaspur,Punjab,Gurdaspur,3_3_35_0
3_3_38_0,2007,Punjab,Hoshiarpur,Punjab,Hoshiarpur,3_3_38_0
3_3_37_0,2005,Punjab,Jalandhar,Punjab,Jalandhar,3_3_37_0
3_3_36_0,2006,Punjab,Kapurthala,Punjab,Kapurthala,3_3_36_0
3_3_41_0,2004,Punjab,Ludhiana,Punjab,Ludhiana,3_3_41_0
3_3_47_0,2014,Punjab,Mansa,Punjab,Mansa,3_3_47_0
3_3_42_0,NA,Punjab,Moga,NA,NA,NA
3_3_44_0,NA,Punjab,Muktsar,NA,NA,NA
3_3_48_0,2009,Punjab,Patiala,Punjab,Patiala,3_3_48_0
3_3_51_0,2008,Punjab,Rupnagar,Punjab,Rupnagar,3_3_51_0
3_3_52_0,NA,Punjab,Sahibzada Ajit Singh Nagar,NA,NA,NA
3_3_53_0,2010,Punjab,Sangrur,Punjab,Sangrur,3_3_53_0
3_3_39_0,NA,Punjab,Shahid Bhagat Singh Nagar,NA,NA,NA
3_3_50_0,NA,Punjab,Tarn Taran,NA,NA,NA
3_8_119_0,2111,Rajasthan,Ajmer,Rajasthan,Ajmer,3_8_119_0
3_8_104_0,2105,Rajasthan,Alwar,Rajasthan,Alwar,3_8_104_0
3_8_125_0,2124,Rajasthan,Banswara,Rajasthan,Banswara,3_8_125_0
3_8_128_0,2129,Rajasthan,Baran,Rajasthan,Baran,3_8_128_0
3_8_115_0,2117,Rajasthan,Barmer,Rajasthan,Barmer,3_8_115_0
3_8_105_0,2106,Rajasthan,Bharatpur,Rajasthan,Bharatpur,3_8_105_0
3_8_122_0,2120,Rajasthan,Bhilwara,Rajasthan,Bhilwara,3_8_122_0
3_8_101_0,2102,Rajasthan,Bikaner,Rajasthan,Bikaner,3_8_101_0
3_8_121_0,2125,Rajasthan,Bundi,Rajasthan,Bundi,3_8_121_0
3_8_126_0,2122,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,3_8_126_0
3_8_102_0,2103,Rajasthan,Churu,Rajasthan,Churu,3_8_102_0
3_8_109_0,2128,Rajasthan,Dausa,Rajasthan,Dausa,3_8_109_0
3_8_106_0,2107,Rajasthan,Dhaulpur,Rajasthan,Dholpur,3_8_106_0
3_8_124_0,2123,Rajasthan,Dungarpur,Rajasthan,Dungarpur,3_8_124_0
3_8_99_0,2101,Rajasthan,Ganganagar,Rajasthan,Ganganagar,3_8_99_0
3_8_100_0,NA,Rajasthan,Hanumangarh,NA,NA,NA
3_8_110_0,2109,Rajasthan,Jaipur,Rajasthan,Jaipur,3_8_110_0
3_8_114_0,2113,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,3_8_114_0
3_8_116_0,2118,Rajasthan,Jalor,Rajasthan,Jalor,3_8_116_0
3_8_129_0,2127,Rajasthan,Jhalawar,Rajasthan,Jhalawar,3_8_129_0
3_8_103_0,2104,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunu,3_8_103_0
3_8_113_0,2114,Rajasthan,Jodhpur,Rajasthan,Jodhpur,3_8_113_0
3_8_107_0,NA,Rajasthan,Karauli,NA,NA,NA
3_8_127_0,2126,Rajasthan,Kota,Rajasthan,Kota,3_8_127_0
3_8_112_0,2115,Rajasthan,Nagaur,Rajasthan,Nagaur,3_8_112_0
3_8_118_0,2116,Rajasthan,Pali,Rajasthan,Pali,3_8_118_0
3_8_131_0,NA,Rajasthan,Pratapgarh,NA,NA,NA
3_8_123_0,2130,Rajasthan,Rajsamand,Rajasthan,Rajsamand,3_8_123_0
3_8_108_0,2108,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,3_8_108_0
3_8_111_0,2110,Rajasthan,Sikar,Rajasthan,Sikar,3_8_111_0
3_8_117_0,2119,Rajasthan,Sirohi,Rajasthan,Sirohi,3_8_117_0
3_8_120_0,2112,Rajasthan,Tonk,Rajasthan,Tonk,3_8_120_0
3_8_130_0,2121,Rajasthan,Udaipur,Rajasthan,Udaipur,3_8_130_0
3_11_244_0,2202,Sikkim,East District,Sikkim,East (Gangtok),3_11_244_0
3_11_241_0,2201,Sikkim,North  District,Sikkim,North (Mongam),3_11_241_0
3_11_243_0,2203,Sikkim,South District,Sikkim,South (Nimachai),3_11_243_0
3_11_242_0,2204,Sikkim,West District,Sikkim,West (Gyalshing),3_11_242_0
3_33_616_0,NA,Tamil Nadu,Ariyalur,NA,NA,NA
3_33_603_0,2301,Tamil Nadu,Chennai,Tamil Nadu,Madras,3_33_603_0
3_33_632_0,2310,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,3_33_632_0
3_33_617_0,2306,Tamil Nadu,Cuddalore,Tamil Nadu,South Arcot,3_33_617_0
3_33_630_0,2304,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,3_33_630_0
3_33_612_0,2311,Tamil Nadu,Dindigul,Tamil Nadu,Dindigul,3_33_612_0
3_33_610_0,2308,Tamil Nadu,Erode,Tamil Nadu,Periyar,3_33_610_0
3_33_604_0,2302,Tamil Nadu,Kancheepuram,Tamil Nadu,Chengai Anna (Chen,3_33_604_0
3_33_629_0,2321,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanyakumari,3_33_629_0
3_33_613_0,NA,Tamil Nadu,Karur,NA,NA,NA
3_33_631_0,NA,Tamil Nadu,Krishnagiri,NA,NA,NA
3_33_623_0,2316,Tamil Nadu,Madurai,Tamil Nadu,Madurai,3_33_623_0
3_33_618_0,2323,Tamil Nadu,Nagapattinam,Tamil Nadu,Nagapattinam,3_33_618_0
3_33_609_0,NA,Tamil Nadu,Namakkal,NA,NA,NA
3_33_615_0,NA,Tamil Nadu,Perambalur,NA,NA,NA
3_33_621_0,2314,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,3_33_621_0
3_33_626_0,2317,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,3_33_626_0
3_33_608_0,2307,Tamil Nadu,Salem,Tamil Nadu,Salem,3_33_608_0
3_33_622_0,2315,Tamil Nadu,Sivaganga,Tamil Nadu,Pasupomthevar Thir,3_33_622_0
3_33_620_0,2313,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,3_33_620_0
3_33_611_0,2309,Tamil Nadu,The Nilgiris,Tamil Nadu,Nilgiris,3_33_611_0
3_33_624_0,NA,Tamil Nadu,Theni,NA,NA,NA
3_33_602_0,NA,Tamil Nadu,Thiruvallur,NA,NA,NA
3_33_619_0,NA,Tamil Nadu,Thiruvarur,NA,NA,NA
3_33_627_0,2319,Tamil Nadu,Thoothukkudi,Tamil Nadu,V.O.  Chiudambara,3_33_627_0
3_33_614_0,2312,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,3_33_614_0
3_33_628_0,2320,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,3_33_628_0
3_33_633_0,NA,Tamil Nadu,Tiruppur,NA,NA,NA
3_33_606_0,2305,Tamil Nadu,Tiruvannamalai,Tamil Nadu,Tiruvannamalai Sa,3_33_606_0
3_33_605_0,2303,Tamil Nadu,Vellore,Tamil Nadu,North Arcot,3_33_605_0
3_33_607_0,2322,Tamil Nadu,Viluppuram,Tamil Nadu,Villupuram,3_33_607_0
3_33_625_0,2318,Tamil Nadu,Virudhunagar,Tamil Nadu,Kamarajar,3_33_625_0
3_16_291_0,NA,Tripura,Dhalai,NA,NA,NA
3_16_292_0,2402,Tripura,North Tripura,Tripura,North Tripura,3_16_292_0
3_16_290_0,2403,Tripura,South Tripura,Tripura,South Tripura,3_16_290_0
3_16_289_0,2401,Tripura,West Tripura,Tripura,West Tripura,3_16_289_0
3_9_146_0,2520,Uttar Pradesh,Agra,Uttar Pradesh,Agra,3_9_146_0
3_9_143_0,2518,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,3_9_143_0
3_9_175_0,2545,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,3_9_175_0
3_9_178_0,NA,Uttar Pradesh,Ambedkar Nagar,NA,NA,NA
3_9_162_0,2564,Uttar Pradesh,Auraiya,Uttar Pradesh,Auraiya,3_9_162_0
3_9_191_0,2557,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,3_9_191_0
3_9_139_0,2571,Uttar Pradesh,Baghpat,Uttar Pradesh,Baghpat,3_9_139_0
3_9_180_0,2546,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,3_9_180_0
3_9_193_0,2559,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,3_9_193_0
3_9_182_0,2566,Uttar Pradesh,Balrampur,Uttar Pradesh,Balrampur,3_9_182_0
3_9_170_0,2542,Uttar Pradesh,Banda,Uttar Pradesh,Banda,3_9_170_0
3_9_176_0,2548,Uttar Pradesh,Bara Banki,Uttar Pradesh,Barabanki,3_9_176_0
3_9_150_0,2525,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,3_9_150_0
3_9_185_0,2553,Uttar Pradesh,Basti,Uttar Pradesh,Basti,3_9_185_0
3_9_134_0,2509,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,3_9_134_0
3_9_149_0,2524,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,3_9_149_0
3_9_142_0,2517,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahar,3_9_142_0
3_9_196_0,2572,Uttar Pradesh,Chandauli,Uttar Pradesh,Chandauli,3_9_196_0
3_9_171_0,2569,Uttar Pradesh,Chitrakoot,Uttar Pradesh,Chitrakoot,3_9_171_0
3_9_190_0,2555,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,3_9_190_0
3_9_201_0,2522,Uttar Pradesh,Etah,Uttar Pradesh,Etah,3_9_201_0
3_9_161_0,2535,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,3_9_161_0
3_9_177_0,2549,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,3_9_177_0
3_9_159_0,2534,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,3_9_159_0
3_9_172_0,2543,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,3_9_172_0
3_9_147_0,2521,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,3_9_147_0
3_9_141_0,NA,Uttar Pradesh,Gautam Buddha Nagar,NA,NA,NA
3_9_140_0,2516,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,3_9_140_0
3_9_195_0,2560,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,3_9_195_0
3_9_183_0,2547,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,3_9_183_0
3_9_188_0,2554,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,3_9_188_0
3_9_168_0,2541,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,3_9_168_0
3_9_155_0,2530,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,3_9_155_0
3_9_165_0,2538,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,3_9_165_0
3_9_194_0,2558,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,3_9_194_0
3_9_166_0,2539,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,3_9_166_0
3_9_137_0,2567,Uttar Pradesh,Jyotiba Phule Nagar,Uttar Pradesh,Jyotiba Phule Nagar,3_9_137_0
3_9_160_0,2570,Uttar Pradesh,Kannauj,Uttar Pradesh,Kannauj,3_9_160_0
3_9_163_0,2536,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,3_9_163_0
3_9_164_0,2537,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,3_9_164_0
3_9_202_0,NA,Uttar Pradesh,Kanshiram Nagar,NA,NA,NA
3_9_174_0,NA,Uttar Pradesh,Kaushambi,NA,NA,NA
3_9_153_0,2528,Uttar Pradesh,Kheri,Uttar Pradesh,Kheri,3_9_153_0
3_9_189_0,NA,Uttar Pradesh,Kushinagar,NA,NA,NA
3_9_167_0,2540,Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur,3_9_167_0
3_9_157_0,2532,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,3_9_157_0
3_9_144_0,2565,Uttar Pradesh,Mahamaya Nagar,Uttar Pradesh,Mahamaya nagar,3_9_144_0
3_9_169_0,NA,Uttar Pradesh,Mahoba,NA,NA,NA
3_9_187_0,2552,Uttar Pradesh,Mahrajganj,Uttar Pradesh,Maharajganj,3_9_187_0
3_9_148_0,2523,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,3_9_148_0
3_9_145_0,2519,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,3_9_145_0
3_9_192_0,2556,Uttar Pradesh,Mau,Uttar Pradesh,Maunath Bhanjan (Mau),3_9_192_0
3_9_138_0,2515,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,3_9_138_0
3_9_199_0,2562,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,3_9_199_0
3_9_135_0,2510,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,3_9_135_0
3_9_133_0,2514,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,3_9_133_0
3_9_151_0,2526,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,3_9_151_0
3_9_173_0,2544,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,3_9_173_0
3_9_158_0,2533,Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rae Bareli,3_9_158_0
3_9_136_0,2511,Uttar Pradesh,Rampur,Uttar Pradesh,Rampur,3_9_136_0
3_9_132_0,2512,Uttar Pradesh,Saharanpur,Uttar Pradesh,Saharanpur,3_9_132_0
3_9_186_0,NA,Uttar Pradesh,Sant Kabir Nagar,NA,NA,NA
3_9_198_0,NA,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),NA,NA,NA
3_9_152_0,2527,Uttar Pradesh,Shahjahanpur,Uttar Pradesh,Shahjahanpur,3_9_152_0
3_9_181_0,NA,Uttar Pradesh,Shrawasti,NA,NA,NA
3_9_184_0,2551,Uttar Pradesh,Siddharthnagar,Uttar Pradesh,Siddhartha nagar,3_9_184_0
3_9_154_0,2529,Uttar Pradesh,Sitapur,Uttar Pradesh,Sitapur,3_9_154_0
3_9_200_0,2563,Uttar Pradesh,Sonbhadra,Uttar Pradesh,Sonbhadra,3_9_200_0
3_9_179_0,2550,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,3_9_179_0
3_9_156_0,2531,Uttar Pradesh,Unnao,Uttar Pradesh,Unnao,3_9_156_0
3_9_197_0,2561,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,3_9_197_0
3_5_64_0,2507,Uttarakhand,Almora,Uttar Pradesh,Almora,3_5_64_0
3_5_63_0,NA,Uttarakhand,Bageshwar,NA,NA,NA
3_5_57_0,2502,Uttarakhand,Chamoli,Uttar Pradesh,Chamoli,3_5_57_0
3_5_65_0,2568,Uttarakhand,Champawat,Uttar Pradesh,Champawat,3_5_65_0
3_5_60_0,2504,Uttarakhand,Dehradun,Uttar Pradesh,Dehradun,3_5_60_0
3_5_61_0,2505,Uttarakhand,Garhwal,Uttar Pradesh,Garhwal,3_5_61_0
3_5_68_0,2513,Uttarakhand,Hardwar,Uttar Pradesh,Hardwar,3_5_68_0
3_5_66_0,2508,Uttarakhand,Nainital,Uttar Pradesh,Nainital,3_5_66_0
3_5_62_0,2506,Uttarakhand,Pithoragarh,Uttar Pradesh,Pithoragarh,3_5_62_0
3_5_58_0,NA,Uttarakhand,Rudraprayag,NA,NA,NA
3_5_59_0,2503,Uttarakhand,Tehri Garhwal,Uttar Pradesh,Tehri Garhwal,3_5_59_0
3_5_67_0,NA,Uttarakhand,Udham Singh Nagar,NA,NA,NA
3_5_56_0,2501,Uttarakhand,Uttarkashi,Uttar Pradesh,Uttarkashi,3_5_56_0
3_19_339_0,2614,West Bengal,Bankura,West Bengal,Bankura,3_19_339_0
3_19_335_0,2616,West Bengal,Barddhaman,West Bengal,Burdwan,3_19_335_0
3_19_334_0,2617,West Bengal,Birbhum,West Bengal,Birbhum,3_19_334_0
3_19_331_0,NA,West Bengal,Dakshin Dinajpur,NA,NA,NA
3_19_327_0,2603,West Bengal,Darjiling,West Bengal,Darjiling,3_19_327_0
3_19_341_0,2611,West Bengal,Haora,West Bengal,Howrah,3_19_341_0
3_19_338_0,2612,West Bengal,Hugli,West Bengal,Hooghly,3_19_338_0
3_19_328_0,2602,West Bengal,Jalpaiguri,West Bengal,Jalpaiguri,3_19_328_0
