spatialId,finalId,spatialState,spatialDistrict,state,district,note,distt_id50
3_20_366_0,3_20_366_0,Jharkhand,Gumla,Bihar,GUMLA,Simdega district split from Gumla.,537
3_20_367_0,3_20_366_0,Jharkhand,Simdega,NA,NA,Simdega district split from Gumla.,NA
3_20_362_0,3_20_362_0,Jharkhand,Dumka,Bihar,DUMKA,2001-04-01: Jamtara district split from Dumka;,530
3_20_363_0,3_20_362_0,Jharkhand,Jamtara,NA,NA,2001-04-01: Jamtara district split from Dumka;,NA
3_20_365_0,3_20_364_0,Jharkhand,Khunti,NA,NA,2007-09-12: Khunti district split from Ranchi;,NA
3_20_364_0,3_20_364_0,Jharkhand,Ranchi,Bihar,RANCHI,2007-09-12: Khunti district split from Ranchi;,NA
3_20_359_0,3_20_358_0,Jharkhand,Latehar,NA,NA,Latehar district split from Palamu,NA
3_20_358_0,3_20_358_0,Jharkhand,Palamu,Bihar,PALAMU,Latehar district split from Palamu,535
3_20_360_0,3_20_360_0,Jharkhand,Hazaribagh,Bihar,HAZARIBAGH,Ramgarh district split from Hazaribagh,534
3_20_361_0,3_20_360_0,Jharkhand,Ramgarh,NA,NA,Ramgarh district split from Hazaribagh,NA
3_20_368_0,3_20_368_0,Jharkhand,Pashchimi Singhbhum,Bihar,PASHCHIMI SINGHBHUM,Seraikela district split from Pashchim Singhbhum;,NA
3_20_369_0,3_20_368_0,Jharkhand,Saraikela-Kharsawan,NA,NA,Seraikela district split from Pashchim Singhbhum;,NA
3_20_355_0,3_20_355_0,Jharkhand,Bokaro,Bihar,BOKARO,NA,NA
3_20_347_0,3_20_347_0,Jharkhand,Chatra,Bihar,CHATRA,NA,NA
3_20_350_0,3_20_350_0,Jharkhand,Deoghar,Bihar,DEOGHAR,NA,NA
3_20_354_0,3_20_354_0,Jharkhand,Dhanbad,Bihar,DHANBAD,NA,532
3_20_346_0,3_20_346_0,Jharkhand,Garhwa,Bihar,GARHWA,NA,NA
3_20_349_0,3_20_349_0,Jharkhand,Giridih,Bihar,GIRIDIH,NA,NA
3_20_351_0,3_20_351_0,Jharkhand,Godda,Bihar,GODDA,NA,NA
3_20_348_0,3_20_348_0,Jharkhand,Kodarma,Bihar,KODARMA,NA,NA
3_20_356_0,3_20_356_0,Jharkhand,Lohardaga,Bihar,LOHARDAGA,NA,536
3_20_353_0,3_20_353_0,Jharkhand,Pakur,Bihar,PAKUR,NA,NA
3_20_357_0,3_20_357_0,Jharkhand,Purbi Singhbhum,Bihar,PURBI SINGHBHUM,NA,539
3_20_352_0,3_20_352_0,Jharkhand,Sahibganj,Bihar,SAHIBAGANJ,NA,NA
3_29_556_0,3_29_557_0,Karnataka,Bagalkot,NA,NA,1997-08-15: Bagalkot district split from Bijapur;,NA
3_29_557_0,3_29_557_0,Karnataka,Bijapur,Karnataka,BIJAPUR,1997-08-15: Bagalkot district split from Bijapur;,1106
3_29_579_0,3_29_579_0,Karnataka,Gulbarga,Karnataka,GULBARGA,2010-04-10: Yadgir district split from Gulbarga.,1111
3_29_580_0,3_29_579_0,Karnataka,Yadgir,NA,NA,2010-04-10: Yadgir district split from Gulbarga.,NA
3_29_578_0,3_29_577_0,Karnataka,Chamarajanagar,NA,NA,Chamrajnagar district split from Mysore;,NA
3_29_577_0,3_29_577_0,Karnataka,Mysore,Karnataka,MYSORE,Chamrajnagar district split from Mysore;,1116
3_29_582_0,3_29_581_0,Karnataka,Chikkaballapura,NA,NA,Chikkaballapur district split from Kolar,NA
3_29_581_0,3_29_581_0,Karnataka,Kolar,Karnataka,KOLAR,Chikkaballapur district split from Kolar,1114
3_29_565_0,3_29_565_0,Karnataka,Bellary,Karnataka,BELLARY,"Davanagere district formed from parts of Bellary, Chitradurga, and Shimoga.",1104
3_29_566_0,3_29_565_0,Karnataka,Chitradurga,Karnataka,CHITRADURGA,"Davanagere district formed from parts of Bellary, Chitradurga, and Shimoga.",1108
3_29_567_0,3_29_565_0,Karnataka,Davanagere,NA,NA,"Davanagere district formed from parts of Bellary, Chitradurga, and Shimoga.",NA
3_29_568_0,3_29_565_0,Karnataka,Shimoga,Karnataka,SHIMOGA,"Davanagere district formed from parts of Bellary, Chitradurga, and Shimoga.",1118
3_29_562_0,3_29_562_0,Karnataka,Dharwad,Karnataka,DHARWAD,Gadag and Haveri districts split from Dharwad;,1110
3_29_561_0,3_29_562_0,Karnataka,Gadag,NA,NA,Gadag and Haveri districts split from Dharwad;,NA
3_29_564_0,3_29_562_0,Karnataka,Haveri,NA,NA,Gadag and Haveri districts split from Dharwad;,NA
3_29_560_0,3_29_559_0,Karnataka,Koppal,NA,NA,Koppal district split from Raichur;,NA
3_29_559_0,3_29_559_0,Karnataka,Raichur,Karnataka,RAICHUR,Koppal district split from Raichur;,1117
3_29_583_0,3_29_559_0,Karnataka,Bangalore Rural,Karnataka,BANGALORE (RURAL),Ramanagara district split from Bangalore Rural.,NA
3_29_584_0,3_29_559_0,Karnataka,Ramanagara,NA,NA,Ramanagara district split from Bangalore Rural.,NA
3_29_575_0,3_29_575_0,Karnataka,Dakshina Kannada,Karnataka,DAKSHIN KANNAD,Udupi district split from Dakshina Kannada.,NA
3_29_569_0,3_29_575_0,Karnataka,Udupi,NA,NA,Udupi district split from Dakshina Kannada.,NA
3_29_572_0,3_29_572_0,Karnataka,Bangalore,Karnataka,BANGALORE (URBAN),NA,NA
3_29_555_0,3_29_555_0,Karnataka,Belgaum,Karnataka,BELGAUM,NA,1103
3_29_558_0,3_29_558_0,Karnataka,Bidar,Karnataka,BIDAR,NA,1105
3_29_570_0,3_29_570_0,Karnataka,Chikmagalur,Karnataka,CHIKMAGALUR,NA,1107
3_29_574_0,3_29_574_0,Karnataka,Hassan,Karnataka,HASSAN,NA,1112
3_29_576_0,3_29_576_0,Karnataka,Kodagu,Karnataka,KODAGU,NA,1113
3_29_573_0,3_29_573_0,Karnataka,Mandya,Karnataka,MANDYA,NA,NA
3_29_571_0,3_29_571_0,Karnataka,Tumkur,Karnataka,TUMKUR,NA,1119
3_29_563_0,3_29_563_0,Karnataka,Uttara Kannada,Karnataka,UTTAR KANNAD,NA,NA
3_32_598_0,3_32_598_0,Kerala,Alappuzha,Kerala,ALAPPUZHA,NA,NA
3_32_595_0,3_32_595_0,Kerala,Ernakulam,Kerala,ERNAKULAM,NA,NA
3_32_596_0,3_32_596_0,Kerala,Idukki,Kerala,IDUKKI,NA,NA
3_32_589_0,3_32_589_0,Kerala,Kannur,Kerala,KANNUR,NA,1202
3_32_588_0,3_32_588_0,Kerala,Kasaragod,Kerala,KASARGOD,NA,NA
3_32_600_0,3_32_600_0,Kerala,Kollam,Kerala,KOLLAM,NA,NA
3_32_597_0,3_32_597_0,Kerala,Kottayam,Kerala,KOTTAYAM,NA,1210
3_32_591_0,3_32_591_0,Kerala,Kozhikode,Kerala,KOZHIKODE,NA,NA
3_32_592_0,3_32_592_0,Kerala,Malappuram,Kerala,MALAPURAM,NA,1205
3_32_593_0,3_32_593_0,Kerala,Palakkad,Kerala,PALAKKAD,NA,NA
3_32_599_0,3_32_599_0,Kerala,Pathanamthitta,Kerala,PATHANAMTHITTA,NA,NA
3_32_601_0,3_32_601_0,Kerala,Thiruvananthapuram,Kerala,THIRUVANANTHA- PURAM,NA,NA
3_32_594_0,3_32_594_0,Kerala,Thrissur,Kerala,THRISSUR,NA,1207
3_32_590_0,3_32_590_0,Kerala,Wayanad,Kerala,WAYANAD,NA,NA
3_31_587_0,3_31_587_0,Lakshadweep,Lakshadweep,Lakshadweep,LAKSHADWEEP,NA,NA
3_23_465_0,3_23_464_0,Madhya Pradesh,Alirajpur,NA,NA,2008-05-17: Alirajpur district split from Jhabua.,NA
3_23_464_0,3_23_464_0,Madhya Pradesh,Jhabua,Madhya Pradesh,JHABUA,2008-05-17: Alirajpur district split from Jhabua.,NA
3_23_462_0,3_23_462_0,Madhya Pradesh,Sidhi,Madhya Pradesh,SIDHI,2008-05-24: Singrauli district split from Sidhi.,1315
3_23_463_0,3_23_462_0,Madhya Pradesh,Singrauli,NA,NA,2008-05-24: Singrauli district split from Sidhi.,NA
3_23_459_0,3_23_458_0,Madhya Pradesh,Ashoknagar,NA,NA,Ashoknagar district split from Guna,NA
3_23_458_0,3_23_458_0,Madhya Pradesh,Guna,Madhya Pradesh,GUNA,Ashoknagar district split from Guna,1306
3_23_441_0,3_23_440_0,Madhya Pradesh,Barwani,NA,NA,Barwani district split from West Nimar,NA
3_23_440_0,3_23_440_0,Madhya Pradesh,Khargone (West Nimar),Madhya Pradesh,WEST NIMAR,Barwani district split from West Nimar,NA
3_23_467_0,3_23_466_0,Madhya Pradesh,Burhanpur,NA,NA,Burhanpur district split from Khandwa (East Nimar).,NA
3_23_466_0,3_23_466_0,Madhya Pradesh,Khandwa (East Nimar),Madhya Pradesh,EAST NIMAR,Burhanpur district split from Khandwa (East Nimar).,1325
3_23_453_0,3_23_454_0,Madhya Pradesh,Dindori,NA,NA,Dindori district split from Mandla,NA
3_23_454_0,3_23_454_0,Madhya Pradesh,Mandla,Madhya Pradesh,MANDLA,Dindori district split from Mandla,1335
3_23_448_0,3_23_449_0,Madhya Pradesh,Harda,NA,NA,Harda district split from Hoshangabad;,NA
3_23_449_0,3_23_449_0,Madhya Pradesh,Hoshangabad,Madhya Pradesh,HOSHANGABAD,Harda district split from Hoshangabad;,NA
3_23_451_0,3_23_451_0,Madhya Pradesh,Jabalpur,Madhya Pradesh,JABALPUR,Katni district split from Jabalpur;,1333
3_23_450_0,3_23_451_0,Madhya Pradesh,Katni,NA,NA,Katni district split from Jabalpur;,NA
3_23_433_0,3_23_433_0,Madhya Pradesh,Mandsaur,Madhya Pradesh,MANDSAUR,Neemuch district split from Mandsaur;,NA
3_23_432_0,3_23_433_0,Madhya Pradesh,Neemuch,NA,NA,Neemuch district split from Mandsaur;,NA
3_23_419_0,3_23_419_0,Madhya Pradesh,Morena,Madhya Pradesh,MORENA,Sheopur district split from Morena,1301
3_23_418_0,3_23_419_0,Madhya Pradesh,Sheopur,NA,NA,Sheopur district split from Morena,NA
3_23_461_0,3_23_460_0,Madhya Pradesh,Anuppur,NA,NA,Umaria district split from Shahdol Anuppur district split from Shahdol;,NA
3_23_460_0,3_23_460_0,Madhya Pradesh,Shahdol,Madhya Pradesh,SHADOL,Umaria district split from Shahdol Anuppur district split from Shahdol;,NA
3_23_431_0,3_23_460_0,Madhya Pradesh,Umaria,NA,NA,Umaria district split from Shahdol Anuppur district split from Shahdol;,NA
3_23_457_0,3_23_457_0,Madhya Pradesh,Balaghat,Madhya Pradesh,BALAGHAT,NA,1338
3_23_447_0,3_23_447_0,Madhya Pradesh,Betul,Madhya Pradesh,BETUL,NA,1331
3_23_420_0,3_23_420_0,Madhya Pradesh,Bhind,Madhya Pradesh,BHIND,NA,1302
3_23_444_0,3_23_444_0,Madhya Pradesh,Bhopal,Madhya Pradesh,BHOPAL,NA,1328
3_23_425_0,3_23_425_0,Madhya Pradesh,Chhatarpur,Madhya Pradesh,CHHATARPUR,NA,1308
3_23_455_0,3_23_455_0,Madhya Pradesh,Chhindwara,Madhya Pradesh,CHHINDWARA,NA,NA
3_23_428_0,3_23_428_0,Madhya Pradesh,Damoh,Madhya Pradesh,DAMOH,NA,NA
3_23_422_0,3_23_422_0,Madhya Pradesh,Datia,Madhya Pradesh,DATIA,NA,1304
3_23_437_0,3_23_437_0,Madhya Pradesh,Dewas,Madhya Pradesh,DEWAS,NA,1320
3_23_438_0,3_23_438_0,Madhya Pradesh,Dhar,Madhya Pradesh,DHAR,NA,1322
3_23_421_0,3_23_421_0,Madhya Pradesh,Gwalior,Madhya Pradesh,GWALIOR,NA,1303
3_23_439_0,3_23_439_0,Madhya Pradesh,Indore,Madhya Pradesh,INDORE,NA,1323
3_23_452_0,3_23_452_0,Madhya Pradesh,Narsimhapur,Madhya Pradesh,NARSIMHAPUR,NA,1334
3_23_426_0,3_23_426_0,Madhya Pradesh,Panna,Madhya Pradesh,PANNA,NA,1309
3_23_446_0,3_23_446_0,Madhya Pradesh,Raisen,Madhya Pradesh,RAISEN,NA,1330
3_23_442_0,3_23_442_0,Madhya Pradesh,Rajgarh,Madhya Pradesh,RAJGARH,NA,1326
3_23_434_0,3_23_434_0,Madhya Pradesh,Ratlam,Madhya Pradesh,RATLAM,NA,1317
3_23_430_0,3_23_430_0,Madhya Pradesh,Rewa,Madhya Pradesh,REWA,NA,1313
3_23_427_0,3_23_427_0,Madhya Pradesh,Sagar,Madhya Pradesh,SAGAR,NA,1310
3_23_429_0,3_23_429_0,Madhya Pradesh,Satna,Madhya Pradesh,SATNA,NA,1312
3_23_445_0,3_23_445_0,Madhya Pradesh,Sehore,Madhya Pradesh,SEHORE,NA,1329
3_23_456_0,3_23_456_0,Madhya Pradesh,Seoni,Madhya Pradesh,SEONI,NA,1337
3_23_436_0,3_23_436_0,Madhya Pradesh,Shajapur,Madhya Pradesh,SHAJAPUR,NA,1319
3_23_423_0,3_23_423_0,Madhya Pradesh,Shivpuri,Madhya Pradesh,SHIVPURI,NA,NA
3_23_424_0,3_23_424_0,Madhya Pradesh,Tikamgarh,Madhya Pradesh,TIKAMGARH,NA,1307
3_23_435_0,3_23_435_0,Madhya Pradesh,Ujjain,Madhya Pradesh,UJJAIN,NA,1318
3_23_443_0,3_23_443_0,Madhya Pradesh,Vidisha,Madhya Pradesh,VIDISHA,NA,1327
3_27_519_0,3_27_519_0,Maharashtra,Mumbai,Maharashtra,GREATER BOMBAY,~1997: Greater Mumbai district split into Mumbai City and Mumbai Suburban,NA
3_27_518_0,3_27_519_0,Maharashtra,Mumbai Suburban,NA,NA,~1997: Greater Mumbai district split into Mumbai City and Mumbai Suburban,NA
3_27_498_0,3_27_498_0,Maharashtra,Dhule,Maharashtra,DHULE,~1998: Nandurbar district split from Dhule.,1407
3_27_497_0,3_27_498_0,Maharashtra,Nandurbar,NA,NA,~1998: Nandurbar district split from Dhule.,NA
3_27_506_0,3_27_506_0,Maharashtra,Bhandara,Maharashtra,BHANDARA,1999-05-01: Gondiya district split from Bhandara;,NA
3_27_507_0,3_27_506_0,Maharashtra,Gondiya,NA,NA,1999-05-01: Gondiya district split from Bhandara;,NA
3_27_512_0,3_27_513_0,Maharashtra,Hingoli,NA,NA,Hingoli district split from Parbhani.,NA
3_27_513_0,3_27_513_0,Maharashtra,Parbhani,Maharashtra,PARBHANI,Hingoli district split from Parbhani.,1417
3_27_501_0,3_27_501_0,Maharashtra,Akola,Maharashtra,AKOLA,Washim district split from Akola.,1423
3_27_502_0,3_27_501_0,Maharashtra,Washim,NA,NA,Washim district split from Akola.,NA
3_27_522_0,3_27_522_0,Maharashtra,Ahmadnagar,Maharashtra,AHMADNAGAR,NA,NA
3_27_503_0,3_27_503_0,Maharashtra,Amravati,Maharashtra,AMRAVATI,NA,1424
3_27_515_0,3_27_515_0,Maharashtra,Aurangabad,Maharashtra,AURANGABAD,NA,505
3_27_523_0,3_27_523_0,Maharashtra,Bid,Maharashtra,BID,NA,1418
3_27_500_0,3_27_500_0,Maharashtra,Buldana,Maharashtra,BULDANA,NA,1422
3_27_509_0,3_27_509_0,Maharashtra,Chandrapur,Maharashtra,CHANDRAPUR,NA,1429
3_27_508_0,3_27_508_0,Maharashtra,Gadchiroli,Maharashtra,GADCHIROLI,NA,NA
3_27_499_0,3_27_499_0,Maharashtra,Jalgaon,Maharashtra,JALGAON,NA,NA
3_27_514_0,3_27_514_0,Maharashtra,Jalna,Maharashtra,JALNA,NA,1416
3_27_530_0,3_27_530_0,Maharashtra,Kolhapur,Maharashtra,KOLHAPUR,NA,NA
3_27_524_0,3_27_524_0,Maharashtra,Latur,Maharashtra,LATUR,NA,1421
3_27_505_0,3_27_505_0,Maharashtra,Nagpur,Maharashtra,NAGPUR,NA,1427
3_27_511_0,3_27_511_0,Maharashtra,Nanded,Maharashtra,NANDED,NA,1419
3_27_516_0,3_27_516_0,Maharashtra,Nashik,Maharashtra,NASIK,NA,1406
3_27_525_0,3_27_525_0,Maharashtra,Osmanabad,Maharashtra,OSMANABAD,NA,1420
3_27_521_0,3_27_521_0,Maharashtra,Pune,Maharashtra,PUNE,NA,1410
3_27_520_0,3_27_520_0,Maharashtra,Raigarh,Maharashtra,RAIGARH,NA,1341
3_27_520_0,3_27_520_0,Maharashtra,Raigarh,Maharashtra,RAIGARH,NA,1403
3_27_528_0,3_27_528_0,Maharashtra,Ratnagiri,Maharashtra,RATNAGIRI,NA,1404
3_27_531_0,3_27_531_0,Maharashtra,Sangli,Maharashtra,SANGLI,NA,1412
3_27_527_0,3_27_527_0,Maharashtra,Satara,Maharashtra,SATARA,NA,1411
3_27_529_0,3_27_529_0,Maharashtra,Sindhudurg,Maharashtra,SINDHUDURG,NA,NA
3_27_526_0,3_27_526_0,Maharashtra,Solapur,Maharashtra,SOLAPUR,NA,1413
3_27_517_0,3_27_517_0,Maharashtra,Thane,Maharashtra,THANE,NA,1402
3_27_504_0,3_27_504_0,Maharashtra,Wardha,Maharashtra,WARDHA,NA,1426
3_27_510_0,3_27_510_0,Maharashtra,Yavatmal,Maharashtra,YAVATMAL,NA,1425
3_14_278_0,3_14_278_0,Manipur,Imphal East,Manipur,IMPHAL,1997-06-18: Imphal district split into East Imphal and West Imphal.,1507
3_14_277_0,3_14_278_0,Manipur,Imphal West,NA,NA,1997-06-18: Imphal district split into East Imphal and West Imphal.,NA
3_14_275_0,3_14_275_0,Manipur,Bishnupur,Manipur,BISHNUPUR,NA,1506
3_14_280_0,3_14_280_0,Manipur,Chandel,Manipur,CHANDEL,NA,1504
3_14_274_0,3_14_274_0,Manipur,Churachandpur,Manipur,CHURACHANDPUR,NA,NA
3_14_272_0,3_14_272_0,Manipur,Senapati,Manipur,SENAPATI,NA,1501
3_14_273_0,3_14_273_0,Manipur,Tamenglong,Manipur,TAMENGLONG,NA,1502
3_14_276_0,3_14_276_0,Manipur,Thoubal,Manipur,THOUBAL,NA,NA
3_14_279_0,3_14_279_0,Manipur,Ukhrul,Manipur,UKHRUL,NA,1508
3_17_294_0,3_17_294_0,Meghalaya,East Garo Hills,Meghalaya,EAST GARO HILLS,NA,NA
3_17_298_0,3_17_298_0,Meghalaya,East Khasi Hills,Meghalaya,EAST KHASI HILLS,NA,1602
3_17_299_0,3_17_299_0,Meghalaya,Jaintia Hills,Meghalaya,JAINTIA HILLS,NA,1601
3_17_297_0,3_17_297_0,Meghalaya,Ribhoi,Meghalaya,RI BHOI,NA,NA
3_17_295_0,3_17_295_0,Meghalaya,South Garo Hills,Meghalaya,BAGHMARA,NA,NA
3_17_293_0,3_17_293_0,Meghalaya,West Garo Hills,Meghalaya,WEST GARO HILLS,NA,NA
3_17_296_0,3_17_296_0,Meghalaya,West Khasi Hills,Meghalaya,WEST KHASI HILLS,NA,NA
3_15_283_0,3_15_283_0,Mizoram,Aizawl,Mizoram,AIZWAL,"~1999: Champhai, Kolasib, Mamit, and Serchhip districts split from Aizawl;",1701
3_15_284_0,3_15_283_0,Mizoram,Champhai,NA,NA,"~1999: Champhai, Kolasib, Mamit, and Serchhip districts split from Aizawl;",NA
3_15_282_0,3_15_283_0,Mizoram,Kolasib,NA,NA,"~1999: Champhai, Kolasib, Mamit, and Serchhip districts split from Aizawl;",NA
3_15_281_0,3_15_283_0,Mizoram,Mamit,NA,NA,"~1999: Champhai, Kolasib, Mamit, and Serchhip districts split from Aizawl;",NA
3_15_285_0,3_15_283_0,Mizoram,Serchhip,NA,NA,"~1999: Champhai, Kolasib, Mamit, and Serchhip districts split from Aizawl;",NA
3_15_287_0,3_15_288_0,Mizoram,Lawngtlai,NA,NA,Chhimtuipui district split into Lawngtlai and Saiha.,NA
3_15_288_0,3_15_288_0,Mizoram,Saiha,Mizoram,CHHIMTUIPUI,Chhimtuipui district split into Lawngtlai and Saiha.,NA
3_15_286_0,3_15_286_0,Mizoram,Lunglei,Mizoram,LUNGLEI,NA,1702
3_13_269_0,3_13_267_0,Nagaland,Kiphire,NA,NA,~2007: Kiphire and Longleng districts split from Tuensang.,NA
3_13_268_0,3_13_267_0,Nagaland,Longleng,NA,NA,~2007: Kiphire and Longleng districts split from Tuensang.,NA
3_13_267_0,3_13_267_0,Nagaland,Tuensang,Nagaland,TUENSANG,~2007: Kiphire and Longleng districts split from Tuensang.,NA
3_13_265_0,3_13_270_0,Nagaland,Dimapur,NA,NA,1998: Dimapur district split from Kohima. 2003: Peren district split from Kohima.,NA
3_13_270_0,3_13_270_0,Nagaland,Kohima,Nagaland,KOHIMA,1998: Dimapur district split from Kohima. 2003: Peren district split from Kohima.,1801
3_13_271_0,3_13_270_0,Nagaland,Peren,NA,NA,1998: Dimapur district split from Kohima. 2003: Peren district split from Kohima.,NA
3_13_262_0,3_13_262_0,Nagaland,Mokokchung,Nagaland,MOKOKCHUNG,NA,NA
3_13_261_0,3_13_261_0,Nagaland,Mon,Nagaland,MON,NA,NA
3_13_266_0,3_13_266_0,Nagaland,Phek,Nagaland,PHEK,NA,1802
3_13_264_0,3_13_264_0,Nagaland,Wokha,Nagaland,WOKHA,NA,NA
3_13_263_0,3_13_263_0,Nagaland,Zunheboto,Nagaland,ZUNHEBOTO,NA,NA
3_7_95_0,3_7_94_0,NCT Of Delhi,Central,NA,NA,"~1996: Delhi subdivided into Central, East, New Delhi, North, North East, North West, South, South West, and West districts.",NA
3_7_93_0,3_7_94_0,NCT Of Delhi,East,NA,NA,"~1996: Delhi subdivided into Central, East, New Delhi, North, North East, North West, South, South West, and West districts.",NA
3_7_94_0,3_7_94_0,NCT Of Delhi,New Delhi,Delhi,DELHI,"~1996: Delhi subdivided into Central, East, New Delhi, North, North East, North West, South, South West, and West districts.",3101
3_7_91_0,3_7_94_0,NCT Of Delhi,North,NA,NA,"~1996: Delhi subdivided into Central, East, New Delhi, North, North East, North West, South, South West, and West districts.",NA
3_7_92_0,3_7_94_0,NCT Of Delhi,North East,NA,NA,"~1996: Delhi subdivided into Central, East, New Delhi, North, North East, North West, South, South West, and West districts.",NA
3_7_90_0,3_7_94_0,NCT Of Delhi,North West,NA,NA,"~1996: Delhi subdivided into Central, East, New Delhi, North, North East, North West, South, South West, and West districts.",NA
3_7_98_0,3_7_94_0,NCT Of Delhi,South,NA,NA,"~1996: Delhi subdivided into Central, East, New Delhi, North, North East, North West, South, South West, and West districts.",NA
3_7_97_0,3_7_94_0,NCT Of Delhi,South West,NA,NA,"~1996: Delhi subdivided into Central, East, New Delhi, North, North East, North West, South, South West, and West districts.",NA
3_7_96_0,3_7_94_0,NCT Of Delhi,West,NA,NA,"~1996: Delhi subdivided into Central, East, New Delhi, North, North East, North West, South, South West, and West districts.",NA
3_21_384_0,3_21_384_0,Odisha,Anugul,Orissa,ANGUL,NA,NA
3_21_393_0,3_21_393_0,Odisha,Balangir,Orissa,BOLANGIR,NA,NA
3_21_377_0,3_21_377_0,Odisha,Baleshwar,Orissa,BALESHWAR,NA,NA
3_21_370_0,3_21_370_0,Odisha,Bargarh,Orissa,BARGARH,NA,NA
3_21_391_0,3_21_391_0,Odisha,Baudh,Orissa,BOUDH,NA,NA
3_21_378_0,3_21_378_0,Odisha,Bhadrak,Orissa,BHADRAK,NA,NA
3_21_381_0,3_21_381_0,Odisha,Cuttack,Orissa,CUTTACK,NA,1906
3_21_373_0,3_21_373_0,Odisha,Debagarh,Orissa,DEBAGARH,NA,NA
3_21_383_0,3_21_383_0,Odisha,Dhenkanal,Orissa,DHENKANAL,NA,NA
3_21_389_0,3_21_389_0,Odisha,Gajapati,Orissa,GAJAPATI,NA,NA
3_21_388_0,3_21_388_0,Odisha,Ganjam,Orissa,GANJAM,NA,1912
3_21_380_0,3_21_380_0,Odisha,Jagatsinghapur,Orissa,JAGATSINGHAPUR,NA,NA
3_21_382_0,3_21_382_0,Odisha,Jajapur,Orissa,JAJPUR,NA,NA
3_21_371_0,3_21_371_0,Odisha,Jharsuguda,Orissa,JHARSUGUDA,NA,NA
3_21_395_0,3_21_395_0,Odisha,Kalahandi,Orissa,KALAHANDI,NA,1910
3_21_390_0,3_21_390_0,Odisha,Kandhamal,Orissa,PHULBANI,NA,1908
3_21_379_0,3_21_379_0,Odisha,Kendrapara,Orissa,KENDRAPARA,NA,NA
3_21_375_0,3_21_375_0,Odisha,Kendujhar,Orissa,KEONJHAR,NA,NA
3_21_386_0,3_21_386_0,Odisha,Khordha,Orissa,KHURDA,NA,NA
3_21_398_0,3_21_398_0,Odisha,Koraput,Orissa,KORAPUT,NA,1911
3_21_399_0,3_21_399_0,Odisha,Malkangiri,Orissa,MALKANGIRI,NA,NA
3_21_376_0,3_21_376_0,Odisha,Mayurbhanj,Orissa,MAYURBHANJ,NA,1904
3_21_397_0,3_21_397_0,Odisha,Nabarangapur,Orissa,NABARANGAPUR,NA,NA
3_21_385_0,3_21_385_0,Odisha,Nayagarh,Orissa,NAYAGARH,NA,NA
3_21_394_0,3_21_394_0,Odisha,Nuapada,Orissa,NUAPADA,NA,NA
3_21_387_0,3_21_387_0,Odisha,Puri,Orissa,PURI,NA,1913
3_21_396_0,3_21_396_0,Odisha,Rayagada,Orissa,RAYAGADA,NA,NA
3_21_372_0,3_21_372_0,Odisha,Sambalpur,Orissa,SAMBALPUR,NA,1901
3_21_392_0,3_21_392_0,Odisha,Subarnapur,Orissa,SONAPUR,NA,NA
3_21_374_0,3_21_374_0,Odisha,Sundargarh,Orissa,SUNDARGARH,NA,NA
3_34_637_0,3_34_637_0,Puducherry,Karaikal,Pondicherry,KARAIKAL,NA,3302
3_34_636_0,3_34_636_0,Puducherry,Mahe,Pondicherry,MAHE,NA,NA
3_34_635_0,3_34_635_0,Puducherry,Puducherry,Pondicherry,PONDICHERRY,NA,3301
3_34_634_0,3_34_634_0,Puducherry,Yanam,Pondicherry,YANAM,NA,NA
3_3_45_0,3_3_45_0,Punjab,Faridkot,Punjab,FARIDKOT,Muktsar district split from Faridkot. 1995-11-24: Moga district formed from parts of Faridkot and Firozpur.,2012
3_3_43_0,3_3_45_0,Punjab,Firozpur,Punjab,FIROZPUR,Muktsar district split from Faridkot. 1995-11-24: Moga district formed from parts of Faridkot and Firozpur.,NA
3_3_42_0,3_3_45_0,Punjab,Moga,NA,NA,Muktsar district split from Faridkot. 1995-11-24: Moga district formed from parts of Faridkot and Firozpur.,NA
3_3_44_0,3_3_45_0,Punjab,Muktsar,NA,NA,Muktsar district split from Faridkot. 1995-11-24: Moga district formed from parts of Faridkot and Firozpur.,NA
3_3_38_0,3_3_38_0,Punjab,Hoshiarpur,Punjab,HOSHIARPUR,1995-11-07; Nawan Shehar district formed from parts of Hoshiarpur and Jalandhar. Name of Nawan Shehar district changed to Shahid Bhagat Singh Nagar.,2007
3_3_37_0,3_3_38_0,Punjab,Jalandhar,Punjab,JALANDHAR,1995-11-07; Nawan Shehar district formed from parts of Hoshiarpur and Jalandhar. Name of Nawan Shehar district changed to Shahid Bhagat Singh Nagar.,2005
3_3_39_0,3_3_38_0,Punjab,Shahid Bhagat Singh Nagar,NA,NA,1995-11-07; Nawan Shehar district formed from parts of Hoshiarpur and Jalandhar. Name of Nawan Shehar district changed to Shahid Bhagat Singh Nagar.,NA
3_3_54_0,3_3_53_0,Punjab,Barnala,NA,NA,2006-11-19: Barnala district split from Sangrur,NA
3_3_53_0,3_3_53_0,Punjab,Sangrur,Punjab,SANGRUR,2006-11-19: Barnala district split from Sangrur,2010
3_3_48_0,3_3_48_0,Punjab,Patiala,Punjab,PATIALA,2006: Mohali district formed from parts of Patiala and Rupnagar;,2009
3_3_51_0,3_3_48_0,Punjab,Rupnagar,Punjab,RUPNAGAR,2006: Mohali district formed from parts of Patiala and Rupnagar;,NA
