spatialId,finalId,spatialState,spatialDistrict,nss2010State,nss2010District,Note,distt_id61,NSS2004_state_id,NSS2004_dist_code
3_8_99_0,3_8_99_0,Rajasthan,Ganganagar,Rajasthan,Ganganagar,NA,801,8.0,01
3_8_100_0,3_8_100_0,Rajasthan,Hanumangarh,Rajasthan,Hanumangarh,NA,802,8.0,02
3_8_110_0,3_8_110_0,Rajasthan,Jaipur,Rajasthan,Jaipur,NA,812,8.0,12
3_8_114_0,3_8_114_0,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,NA,816,8.0,16
3_8_116_0,3_8_116_0,Rajasthan,Jalor,Rajasthan,Jalor,NA,818,8.0,18
3_8_129_0,3_8_129_0,Rajasthan,Jhalawar,Rajasthan,Jhalawar,NA,832,8.0,32
3_8_103_0,3_8_103_0,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunun,NA,805,8.0,05
3_8_113_0,3_8_113_0,Rajasthan,Jodhpur,Rajasthan,Jodhpur,NA,815,8.0,15
3_8_107_0,3_8_107_0,Rajasthan,Karauli,Rajasthan,Karauli,NA,809,8.0,09
3_8_127_0,3_8_127_0,Rajasthan,Kota,Rajasthan,Kota,NA,830,8.0,30
3_8_112_0,3_8_112_0,Rajasthan,Nagaur,Rajasthan,Nagaur,NA,814,8.0,14
3_8_118_0,3_8_118_0,Rajasthan,Pali,Rajasthan,Pali,NA,820,8.0,20
3_8_131_0,3_8_125_0,Rajasthan,Pratapgarh,NA,NA,"Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur",NA,NA,NA
3_8_123_0,3_8_123_0,Rajasthan,Rajsamand,Rajasthan,Rajsamand,NA,825,8.0,25
3_8_108_0,3_8_108_0,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,NA,810,8.0,10
3_8_111_0,3_8_111_0,Rajasthan,Sikar,Rajasthan,Sikar,NA,813,8.0,13
3_8_117_0,3_8_117_0,Rajasthan,Sirohi,Rajasthan,Sirohi,NA,819,8.0,19
3_8_120_0,3_8_120_0,Rajasthan,Tonk,Rajasthan,Tonk,NA,822,8.0,22
3_8_130_0,3_8_125_0,Rajasthan,Udaipur,Rajasthan,Udaipur,"Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur",826,8.0,26
3_11_244_0,3_11_244_0,Sikkim,East District,Sikkim,East (Gangtok),NA,1104,11.0,04
3_11_241_0,3_11_241_0,Sikkim,North  District,Sikkim,North (Mongam),NA,1101,11.0,01
3_11_243_0,3_11_243_0,Sikkim,South District,Sikkim,South   (Nimachai),NA,1103,11.0,03
3_11_242_0,3_11_242_0,Sikkim,West District,Sikkim,West  (Gyalshing),NA,1102,11.0,02
3_33_616_0,3_33_616_0,Tamil Nadu,Ariyalur,Tamil Nadu,Ariyalur,NA,3317,33.0,17
3_33_603_0,3_33_603_0,Tamil Nadu,Chennai,Tamil Nadu,Chennai,NA,3302,33.0,02
3_33_632_0,3_33_632_0,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Tiruppur district formed from parts of Coimbatore and Erode,3312,33.0,12
3_33_617_0,3_33_617_0,Tamil Nadu,Cuddalore,Tamil Nadu,Cuddalore,NA,3318,33.0,18
3_33_630_0,3_33_630_0,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,Krishnagiri district split from Dharmapuri,3305,33.0,05
3_33_612_0,3_33_612_0,Tamil Nadu,Dindigul,Tamil Nadu,Dindigul,NA,3313,33.0,13
3_33_610_0,3_33_632_0,Tamil Nadu,Erode,Tamil Nadu,Erode,Tiruppur district formed from parts of Coimbatore and Erode,3310,33.0,10
3_33_604_0,3_33_604_0,Tamil Nadu,Kancheepuram,Tamil Nadu,Kancheepuram,NA,3303,33.0,03
3_33_629_0,3_33_629_0,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanniyakumari,NA,3330,33.0,30
3_33_613_0,3_33_613_0,Tamil Nadu,Karur,Tamil Nadu,Karur,NA,3314,33.0,14
3_33_631_0,3_33_630_0,Tamil Nadu,Krishnagiri,Tamil Nadu,Krishnagiri,Krishnagiri district split from Dharmapuri,NA,NA,NA
3_33_623_0,3_33_623_0,Tamil Nadu,Madurai,Tamil Nadu,Madurai,NA,3324,33.0,24
3_33_618_0,3_33_618_0,Tamil Nadu,Nagapattinam,Tamil Nadu,Nagapattinam,NA,3319,33.0,19
3_33_609_0,3_33_609_0,Tamil Nadu,Namakkal,Tamil Nadu,Namakkal,NA,3309,33.0,09
3_33_615_0,3_33_615_0,Tamil Nadu,Perambalur,Tamil Nadu,Perambalur,NA,3316,33.0,16
3_33_621_0,3_33_621_0,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,NA,3322,33.0,22
3_33_626_0,3_33_626_0,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,NA,3327,33.0,27
3_33_608_0,3_33_608_0,Tamil Nadu,Salem,Tamil Nadu,Salem,NA,3308,33.0,08
3_33_622_0,3_33_622_0,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,NA,3323,33.0,23
3_33_620_0,3_33_620_0,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,NA,3321,33.0,21
3_33_611_0,3_33_611_0,Tamil Nadu,The Nilgiris,Tamil Nadu,The Nilgiris,NA,3311,33.0,11
3_33_624_0,3_33_624_0,Tamil Nadu,Theni,Tamil Nadu,Theni,NA,3325,33.0,25
3_33_602_0,3_33_602_0,Tamil Nadu,Thiruvallur,Tamil Nadu,Thiruvallur,NA,3301,33.0,01
3_33_619_0,3_33_619_0,Tamil Nadu,Thiruvarur,Tamil Nadu,Thiruvarur,NA,3320,33.0,20
3_33_627_0,3_33_627_0,Tamil Nadu,Thoothukkudi,Tamil Nadu,Toothukudi,NA,3328,33.0,28
3_33_614_0,3_33_614_0,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,NA,3315,33.0,15
3_33_628_0,3_33_628_0,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,NA,3329,33.0,29
3_33_633_0,3_33_632_0,Tamil Nadu,Tiruppur,NA,NA,Tiruppur district formed from parts of Coimbatore and Erode,NA,NA,NA
3_33_606_0,3_33_606_0,Tamil Nadu,Tiruvannamalai,Tamil Nadu,Tiruvanamalai,NA,3306,33.0,06
3_33_605_0,3_33_605_0,Tamil Nadu,Vellore,Tamil Nadu,Vellore,NA,3304,33.0,04
3_33_607_0,3_33_607_0,Tamil Nadu,Viluppuram,Tamil Nadu,Viluppuram,NA,3307,33.0,07
3_33_625_0,3_33_625_0,Tamil Nadu,Virudhunagar,Tamil Nadu,Virudhunagar,NA,3326,33.0,26
3_16_291_0,3_16_291_0,Tripura,Dhalai,Tripura,Dhalai,NA,1603,16.0,03
3_16_292_0,3_16_292_0,Tripura,North Tripura,Tripura,North Tripura,NA,1604,16.0,04
3_16_290_0,3_16_290_0,Tripura,South Tripura,Tripura,South Tripura,NA,1602,16.0,02
3_16_289_0,3_16_289_0,Tripura,West Tripura,Tripura,West Tripura,NA,1601,16.0,01
3_9_146_0,3_9_146_0,Uttar Pradesh,Agra,Uttar Pradesh,Agra,NA,915,9.0,15
3_9_143_0,3_9_143_0,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,NA,912,9.0,12
3_9_175_0,3_9_175_0,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,NA,945,9.0,45
3_9_178_0,3_9_178_0,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar,NA,948,9.0,48
3_9_162_0,3_9_162_0,Uttar Pradesh,Auraiya,Uttar Pradesh,Auraiya,NA,932,9.0,32
3_9_191_0,3_9_191_0,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,NA,961,9.0,61
3_9_139_0,3_9_139_0,Uttar Pradesh,Baghpat,Uttar Pradesh,Baghpat,NA,908,9.0,08
3_9_180_0,3_9_180_0,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,NA,950,9.0,50
3_9_193_0,3_9_193_0,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,NA,963,9.0,63
3_9_182_0,3_9_182_0,Uttar Pradesh,Balrampur,Uttar Pradesh,Balrampur,NA,952,9.0,52
3_9_170_0,3_9_170_0,Uttar Pradesh,Banda,Uttar Pradesh,Banda,NA,940,9.0,40
3_9_176_0,3_9_176_0,Uttar Pradesh,Bara Banki,Uttar Pradesh,Barabanki,NA,946,9.0,46
3_9_150_0,3_9_150_0,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,NA,920,9.0,20
3_9_185_0,3_9_185_0,Uttar Pradesh,Basti,Uttar Pradesh,Basti,NA,955,9.0,55
3_9_134_0,3_9_134_0,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,NA,903,9.0,03
3_9_149_0,3_9_149_0,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,NA,919,9.0,19
3_9_142_0,3_9_142_0,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,NA,911,9.0,11
3_9_196_0,3_9_196_0,Uttar Pradesh,Chandauli,Uttar Pradesh,Chandauli,NA,966,9.0,66
3_9_171_0,3_9_171_0,Uttar Pradesh,Chitrakoot,Uttar Pradesh,Chitrakoot,NA,941,9.0,41
3_9_190_0,3_9_190_0,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,NA,960,9.0,60
3_9_201_0,3_9_201_0,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Kanshi Ram Nagar split from Etah,917,9.0,17
3_9_161_0,3_9_161_0,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,NA,931,9.0,31
3_9_177_0,3_9_177_0,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,NA,947,9.0,47
3_9_159_0,3_9_159_0,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,NA,929,9.0,29
3_9_172_0,3_9_172_0,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,NA,942,9.0,42
3_9_147_0,3_9_147_0,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,NA,916,9.0,16
3_9_141_0,3_9_141_0,Uttar Pradesh,Gautam Buddha Nagar,Uttar Pradesh,G. Buddha Nagar,NA,910,9.0,10
3_9_140_0,3_9_140_0,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,NA,909,9.0,09
3_9_195_0,3_9_195_0,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,NA,965,9.0,65
3_9_183_0,3_9_183_0,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,NA,953,9.0,53
3_9_188_0,3_9_188_0,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,NA,958,9.0,58
3_9_168_0,3_9_168_0,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,NA,938,9.0,38
3_9_155_0,3_9_155_0,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,NA,925,9.0,25
3_9_165_0,3_9_165_0,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,NA,935,9.0,35
3_9_194_0,3_9_194_0,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,NA,964,9.0,64
3_9_166_0,3_9_166_0,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,NA,936,9.0,36
3_9_137_0,3_9_137_0,Uttar Pradesh,Jyotiba Phule Nagar,Uttar Pradesh,J. Phule Nagar,NA,906,9.0,06
3_9_160_0,3_9_160_0,Uttar Pradesh,Kannauj,Uttar Pradesh,Kannauj,NA,930,9.0,30
3_9_163_0,3_9_163_0,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,NA,933,9.0,33
3_9_164_0,3_9_164_0,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,NA,934,9.0,34
3_9_202_0,3_9_201_0,Uttar Pradesh,Kanshiram Nagar,Uttar Pradesh,Kanshiram Nagar,Kanshi Ram Nagar split from Etah,NA,NA,NA
3_9_174_0,3_9_174_0,Uttar Pradesh,Kaushambi,Uttar Pradesh,Kaushambi,NA,944,9.0,44
3_9_153_0,3_9_153_0,Uttar Pradesh,Kheri,Uttar Pradesh,Kheri,NA,923,9.0,23
3_9_189_0,3_9_189_0,Uttar Pradesh,Kushinagar,Uttar Pradesh,Kushinagar,NA,959,9.0,59
3_9_167_0,3_9_167_0,Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur,NA,937,9.0,37
3_9_157_0,3_9_157_0,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,NA,927,9.0,27
3_9_144_0,3_9_144_0,Uttar Pradesh,Mahamaya Nagar,Uttar Pradesh,Hathras,NA,913,9.0,13
3_9_169_0,3_9_169_0,Uttar Pradesh,Mahoba,Uttar Pradesh,Mahoba,NA,939,9.0,39
3_9_187_0,3_9_187_0,Uttar Pradesh,Mahrajganj,Uttar Pradesh,Maharajganj,NA,957,9.0,57
3_9_148_0,3_9_148_0,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,NA,918,9.0,18
3_9_145_0,3_9_145_0,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,NA,914,9.0,14
3_9_192_0,3_9_192_0,Uttar Pradesh,Mau,Uttar Pradesh,Mau,NA,962,9.0,62
3_9_138_0,3_9_138_0,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,NA,907,9.0,07
3_9_199_0,3_9_199_0,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,NA,969,9.0,69
3_9_135_0,3_9_135_0,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,NA,904,9.0,04
3_9_133_0,3_9_133_0,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,NA,902,9.0,02
3_9_151_0,3_9_151_0,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,NA,921,9.0,21
3_9_173_0,3_9_173_0,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,NA,943,9.0,43
3_9_158_0,3_9_158_0,Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rae Bareli,NA,928,9.0,28
3_9_136_0,3_9_136_0,Uttar Pradesh,Rampur,Uttar Pradesh,Rampur,NA,905,9.0,05
3_9_132_0,3_9_132_0,Uttar Pradesh,Saharanpur,Uttar Pradesh,Saharanpur,NA,901,9.0,01
3_9_186_0,3_9_186_0,Uttar Pradesh,Sant Kabir Nagar,Uttar Pradesh,S. Kabir Nagar,NA,956,9.0,56
3_9_198_0,3_9_198_0,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),Uttar Pradesh,S. R. Nagar Bhadohi,NA,968,9.0,68
3_9_152_0,3_9_152_0,Uttar Pradesh,Shahjahanpur,Uttar Pradesh,Shahjahanpur,NA,922,9.0,22
3_9_181_0,3_9_181_0,Uttar Pradesh,Shrawasti,Uttar Pradesh,Shrawasti,NA,951,9.0,51
3_9_184_0,3_9_184_0,Uttar Pradesh,Siddharthnagar,Uttar Pradesh,Siddharthnagar,NA,954,9.0,54
3_9_154_0,3_9_154_0,Uttar Pradesh,Sitapur,Uttar Pradesh,Sitapur,NA,924,9.0,24
3_9_200_0,3_9_200_0,Uttar Pradesh,Sonbhadra,Uttar Pradesh,Sonbhadra,NA,970,9.0,70
3_9_179_0,3_9_179_0,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,NA,949,9.0,49
3_9_156_0,3_9_156_0,Uttar Pradesh,Unnao,Uttar Pradesh,Unnao,NA,926,9.0,26
3_9_197_0,3_9_197_0,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,NA,967,9.0,67
3_5_64_0,3_5_64_0,Uttarakhand,Almora,Uttarakhand,Almora,NA,NA,NA,NA
3_5_63_0,3_5_63_0,Uttarakhand,Bageshwar,Uttarakhand,Bageshwar,NA,NA,NA,NA
3_5_57_0,3_5_57_0,Uttarakhand,Chamoli,Uttarakhand,Chamoli,NA,NA,NA,NA
3_5_65_0,3_5_65_0,Uttarakhand,Champawat,Uttarakhand,Champawat,NA,NA,NA,NA
3_5_60_0,3_5_60_0,Uttarakhand,Dehradun,Uttarakhand,Dehradun (P),NA,NA,NA,NA
3_5_61_0,3_5_61_0,Uttarakhand,Garhwal,Uttarakhand,Garhwal,NA,NA,NA,NA
3_5_68_0,3_5_68_0,Uttarakhand,Hardwar,Uttarakhand,Hardwar,NA,NA,NA,NA
3_5_66_0,3_5_66_0,Uttarakhand,Nainital,Uttarakhand,Nainital (P),NA,NA,NA,NA
3_5_62_0,3_5_62_0,Uttarakhand,Pithoragarh,Uttarakhand,Pithoragarh,NA,NA,NA,NA
3_5_58_0,3_5_58_0,Uttarakhand,Rudraprayag,Uttarakhand,Rudraprayag,NA,NA,NA,NA
3_5_59_0,3_5_59_0,Uttarakhand,Tehri Garhwal,Uttarakhand,Tehri Garhwal,NA,NA,NA,NA
3_5_67_0,3_5_67_0,Uttarakhand,Udham Singh Nagar,Uttarakhand,U. Singh Nagar,NA,NA,NA,NA
3_5_56_0,3_5_56_0,Uttarakhand,Uttarkashi,Uttarakhand,Uttarkashi,NA,NA,NA,NA
3_19_339_0,3_19_339_0,West Bengal,Bankura,West Bengal,Bankura,NA,1913,19.0,13
3_19_335_0,3_19_335_0,West Bengal,Barddhaman,West Bengal,Barddhaman,NA,1909,19.0,09
3_19_334_0,3_19_334_0,West Bengal,Birbhum,West Bengal,Birbhum,NA,1908,19.0,08
3_19_331_0,3_19_331_0,West Bengal,Dakshin Dinajpur,West Bengal,Dakshin Dinajpur,NA,1905,19.0,05
3_19_327_0,3_19_327_0,West Bengal,Darjiling,West Bengal,Darjiling,NA,1901,19.0,01
3_19_341_0,3_19_341_0,West Bengal,Haora,West Bengal,Howrah,NA,1916,19.0,16
3_19_338_0,3_19_338_0,West Bengal,Hugli,West Bengal,Hugli,NA,1912,19.0,12
3_19_328_0,3_19_328_0,West Bengal,Jalpaiguri,West Bengal,Jalpaiguri,NA,1902,19.0,02
3_19_329_0,3_19_329_0,West Bengal,Koch Bihar,West Bengal,Koch Bihar,NA,1903,19.0,03
3_19_342_0,3_19_342_0,West Bengal,Kolkata,West Bengal,Kolkata,NA,1917,19.0,17
3_19_332_0,3_19_332_0,West Bengal,Maldah,West Bengal,Maldah,NA,1906,19.0,06
3_19_333_0,3_19_333_0,West Bengal,Murshidabad,West Bengal,Murshidabad,NA,1907,19.0,07
3_19_336_0,3_19_336_0,West Bengal,Nadia,West Bengal,Nadia,NA,1910,19.0,10
3_19_337_0,3_19_337_0,West Bengal,North Twenty Four Parganas,West Bengal,North 24-Parganas,NA,1911,19.0,11
3_19_344_0,3_19_344_0,West Bengal,Paschim Medinipur,West Bengal,Paschim Midnapur,Midnapore district split into East Midnapore and West Midnapore,1915,19.0,15
3_19_345_0,3_19_344_0,West Bengal,Purba Medinipur,West Bengal,Purba Midnapur,Midnapore district split into East Midnapore and West Midnapore,NA,NA,NA
3_19_340_0,3_19_340_0,West Bengal,Puruliya,West Bengal,Puruliya,NA,1914,19.0,14
3_19_343_0,3_19_343_0,West Bengal,South Twenty Four Parganas,West Bengal,South 24-Parganas,NA,1918,19.0,18
3_19_330_0,3_19_330_0,West Bengal,Uttar Dinajpur,West Bengal,Uttar Dinajpur,NA,1904,19.0,04
