spatialState,spatialDistrict,spatialId,finalId,distt_id55,Note
Maharashtra,Gadchiroli,3_27_508_0,3_27_508_0,1430,NA
Maharashtra,Gondiya,3_27_507_0,3_27_507_0,NA,NA
Maharashtra,Hingoli,3_27_512_0,3_27_512_0,NA,NA
Maharashtra,Jalgaon,3_27_499_0,3_27_499_0,1408,NA
Maharashtra,Jalna,3_27_514_0,3_27_514_0,1416,NA
Maharashtra,Kolhapur,3_27_530_0,3_27_530_0,1414,NA
Maharashtra,Latur,3_27_524_0,3_27_524_0,1421,NA
Maharashtra,Mumbai,3_27_519_0,3_27_519_0,NA,NA
Maharashtra,Mumbai Suburban,3_27_518_0,3_27_518_0,NA,NA
Maharashtra,Nagpur,3_27_505_0,3_27_505_0,1427,NA
Maharashtra,Nanded,3_27_511_0,3_27_511_0,1419,NA
Maharashtra,Nandurbar,3_27_497_0,3_27_497_0,NA,NA
Maharashtra,Nashik,3_27_516_0,3_27_516_0,NA,NA
Maharashtra,Osmanabad,3_27_525_0,3_27_525_0,NA,NA
Maharashtra,Parbhani,3_27_513_0,3_27_513_0,1417,NA
Maharashtra,Pune,3_27_521_0,3_27_521_0,1410,NA
Maharashtra,Raigarh,3_27_520_0,3_27_520_0,1403,NA
Maharashtra,Ratnagiri,3_27_528_0,3_27_528_0,1404,NA
Maharashtra,Sangli,3_27_531_0,3_27_531_0,1412,NA
Maharashtra,Satara,3_27_527_0,3_27_527_0,1411,NA
Maharashtra,Sindhudurg,3_27_529_0,3_27_529_0,1405,NA
Maharashtra,Solapur,3_27_526_0,3_27_526_0,1413,NA
Maharashtra,Thane,3_27_517_0,3_27_517_0,1402,NA
Maharashtra,Wardha,3_27_504_0,3_27_504_0,1426,NA
Maharashtra,Washim,3_27_502_0,3_27_502_0,NA,NA
Maharashtra,Yavatmal,3_27_510_0,3_27_510_0,1425,NA
Manipur,Bishnupur,3_14_275_0,3_14_275_0,1506,NA
Manipur,Chandel,3_14_280_0,3_14_280_0,1504,NA
Manipur,Churachandpur,3_14_274_0,3_14_274_0,1503,NA
Manipur,Imphal East,3_14_278_0,3_14_278_0,NA,NA
Manipur,Imphal West,3_14_277_0,3_14_277_0,NA,NA
Manipur,Senapati,3_14_272_0,3_14_272_0,1501,NA
Manipur,Tamenglong,3_14_273_0,3_14_273_0,1502,NA
Manipur,Thoubal,3_14_276_0,3_14_276_0,1505,NA
Manipur,Ukhrul,3_14_279_0,3_14_279_0,1508,NA
Meghalaya,East Garo Hills,3_17_294_0,3_17_294_0,1604,NA
Meghalaya,East Khasi Hills,3_17_298_0,3_17_298_0,1602,NA
Meghalaya,Jaintia Hills,3_17_299_0,3_17_299_0,1601,NA
Meghalaya,Ribhoi,3_17_297_0,3_17_297_0,1606,NA
Meghalaya,South Garo Hills,3_17_295_0,3_17_295_0,NA,NA
Meghalaya,West Garo Hills,3_17_293_0,3_17_293_0,1605,NA
Meghalaya,West Khasi Hills,3_17_296_0,3_17_296_0,1603,NA
Mizoram,Aizawl,3_15_283_0,3_15_283_0,1701,NA
Mizoram,Champhai,3_15_284_0,3_15_284_0,NA,NA
Mizoram,Kolasib,3_15_282_0,3_15_282_0,NA,NA
Mizoram,Lawngtlai,3_15_287_0,3_15_287_0,NA,NA
Mizoram,Lunglei,3_15_286_0,3_15_286_0,NA,NA
Mizoram,Mamit,3_15_281_0,3_15_281_0,NA,NA
Mizoram,Saiha,3_15_288_0,3_15_288_0,NA,NA
Mizoram,Serchhip,3_15_285_0,3_15_285_0,NA,NA
Nagaland,Dimapur,3_13_265_0,3_13_265_0,NA,NA
Nagaland,Kiphire,3_13_269_0,3_13_267_0,NA,Kiphire and Longleng districts split from Tuensang
Nagaland,Kohima,3_13_270_0,3_13_270_0,1801,Peren district split from Kohima
Nagaland,Longleng,3_13_268_0,3_13_267_0,NA,Kiphire and Longleng districts split from Tuensang
Nagaland,Mokokchung,3_13_262_0,3_13_262_0,1805,NA
Nagaland,Mon,3_13_261_0,3_13_261_0,1807,NA
Nagaland,Peren,3_13_271_0,3_13_270_0,NA,Peren district split from Kohima
Nagaland,Phek,3_13_266_0,3_13_266_0,1802,NA
Nagaland,Tuensang,3_13_267_0,3_13_267_0,1806,Kiphire and Longleng districts split from Tuensang
Nagaland,Wokha,3_13_264_0,3_13_264_0,1804,NA
Nagaland,Zunheboto,3_13_263_0,3_13_263_0,1803,NA
NCT Of Delhi,Central,3_7_95_0,3_7_95_0,NA,NA
NCT Of Delhi,East,3_7_93_0,3_7_93_0,NA,NA
NCT Of Delhi,New Delhi,3_7_94_0,3_7_94_0,NA,NA
NCT Of Delhi,North,3_7_91_0,3_7_91_0,NA,NA
NCT Of Delhi,North East,3_7_92_0,3_7_92_0,NA,NA
NCT Of Delhi,North West,3_7_90_0,3_7_90_0,NA,NA
NCT Of Delhi,South,3_7_98_0,3_7_98_0,NA,NA
NCT Of Delhi,South West,3_7_97_0,3_7_97_0,NA,NA
NCT Of Delhi,West,3_7_96_0,3_7_96_0,NA,NA
Odisha,Anugul,3_21_384_0,3_21_384_0,NA,NA
Odisha,Balangir,3_21_393_0,3_21_393_0,NA,NA
Odisha,Baleshwar,3_21_377_0,3_21_377_0,1905,NA
Odisha,Bargarh,3_21_370_0,3_21_370_0,1928,NA
Odisha,Baudh,3_21_391_0,3_21_391_0,NA,NA
Odisha,Bhadrak,3_21_378_0,3_21_378_0,1914,NA
Odisha,Cuttack,3_21_381_0,3_21_381_0,1906,NA
Odisha,Debagarh,3_21_373_0,3_21_373_0,1927,NA
Odisha,Dhenkanal,3_21_383_0,3_21_383_0,1907,NA
Odisha,Gajapati,3_21_389_0,3_21_389_0,1920,NA
Odisha,Ganjam,3_21_388_0,3_21_388_0,1912,NA
Odisha,Jagatsinghapur,3_21_380_0,3_21_380_0,1915,NA
Odisha,Jajapur,3_21_382_0,3_21_382_0,NA,NA
Odisha,Jharsuguda,3_21_371_0,3_21_371_0,1926,NA
Odisha,Kalahandi,3_21_395_0,3_21_395_0,1910,NA
Odisha,Kandhamal,3_21_390_0,3_21_390_0,NA,NA
Odisha,Kendrapara,3_21_379_0,3_21_379_0,NA,NA
Odisha,Kendujhar,3_21_375_0,3_21_375_0,NA,NA
Odisha,Khordha,3_21_386_0,3_21_386_0,NA,NA
Odisha,Koraput,3_21_398_0,3_21_398_0,1911,NA
Odisha,Malkangiri,3_21_399_0,3_21_399_0,1923,NA
Odisha,Mayurbhanj,3_21_376_0,3_21_376_0,1904,NA
Odisha,Nabarangapur,3_21_397_0,3_21_397_0,1924,NA
Odisha,Nayagarh,3_21_385_0,3_21_385_0,NA,NA
Odisha,Nuapada,3_21_394_0,3_21_394_0,1922,NA
Odisha,Puri,3_21_387_0,3_21_387_0,1913,NA
Odisha,Rayagada,3_21_396_0,3_21_396_0,1925,NA
Odisha,Sambalpur,3_21_372_0,3_21_372_0,1901,NA
Odisha,Subarnapur,3_21_392_0,3_21_392_0,1929,NA
Odisha,Sundargarh,3_21_374_0,3_21_374_0,1902,NA
Puducherry,Karaikal,3_34_637_0,3_34_637_0,3302,NA
Puducherry,Mahe,3_34_636_0,3_34_636_0,3303,NA
Puducherry,Puducherry,3_34_635_0,3_34_635_0,3301,NA
Puducherry,Yanam,3_34_634_0,3_34_634_0,3304,NA
Punjab,Amritsar,3_3_49_0,3_3_49_0,2002,Tarn Taran district split from Amritsar
Punjab,Barnala,3_3_54_0,3_3_53_0,NA,Barnala district split from Sangrur
Punjab,Bathinda,3_3_46_0,3_3_46_0,2011,NA
Punjab,Faridkot,3_3_45_0,3_3_45_0,2012,NA
Punjab,Fatehgarh Sahib,3_3_40_0,3_3_40_0,2013,NA
Punjab,Firozpur,3_3_43_0,3_3_43_0,2003,NA
Punjab,Gurdaspur,3_3_35_0,3_3_35_0,2001,NA
Punjab,Hoshiarpur,3_3_38_0,3_3_38_0,2007,NA
Punjab,Jalandhar,3_3_37_0,3_3_37_0,2005,NA
Punjab,Kapurthala,3_3_36_0,3_3_36_0,2006,NA
Punjab,Ludhiana,3_3_41_0,3_3_41_0,2004,NA
Punjab,Mansa,3_3_47_0,3_3_47_0,2014,NA
Punjab,Moga,3_3_42_0,3_3_42_0,NA,NA
Punjab,Muktsar,3_3_44_0,3_3_44_0,NA,NA
Punjab,Patiala,3_3_48_0,3_3_48_0,2009,Mohali district formed from parts of Patiala and Rupnagar
Punjab,Rupnagar,3_3_51_0,3_3_48_0,2008,Mohali district formed from parts of Patiala and Rupnagar
Punjab,Sahibzada Ajit Singh Nagar,3_3_52_0,3_3_48_0,NA,Mohali district formed from parts of Patiala and Rupnagar
Punjab,Sangrur,3_3_53_0,3_3_53_0,2010,Barnala district split from Sangrur
Punjab,Shahid Bhagat Singh Nagar,3_3_39_0,3_3_39_0,NA,NA
Punjab,Tarn Taran,3_3_50_0,3_3_49_0,NA,Tarn Taran district split from Amritsar
Rajasthan,Ajmer,3_8_119_0,3_8_119_0,2111,NA
Rajasthan,Alwar,3_8_104_0,3_8_104_0,2105,NA
Rajasthan,Banswara,3_8_125_0,3_8_125_0,2124,"Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur"
Rajasthan,Baran,3_8_128_0,3_8_128_0,2129,NA
Rajasthan,Barmer,3_8_115_0,3_8_115_0,2117,NA
Rajasthan,Bharatpur,3_8_105_0,3_8_105_0,2106,NA
Rajasthan,Bhilwara,3_8_122_0,3_8_122_0,2120,NA
Rajasthan,Bikaner,3_8_101_0,3_8_101_0,2102,NA
Rajasthan,Bundi,3_8_121_0,3_8_121_0,2125,NA
Rajasthan,Chittaurgarh,3_8_126_0,3_8_125_0,2122,"Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur"
Rajasthan,Churu,3_8_102_0,3_8_102_0,2103,NA
Rajasthan,Dausa,3_8_109_0,3_8_109_0,2128,NA
Rajasthan,Dhaulpur,3_8_106_0,3_8_106_0,NA,NA
Rajasthan,Dungarpur,3_8_124_0,3_8_124_0,2123,NA
Rajasthan,Ganganagar,3_8_99_0,3_8_99_0,2101,NA
Rajasthan,Hanumangarh,3_8_100_0,3_8_100_0,NA,NA
Rajasthan,Jaipur,3_8_110_0,3_8_110_0,2109,NA
Rajasthan,Jaisalmer,3_8_114_0,3_8_114_0,2113,NA
Rajasthan,Jalor,3_8_116_0,3_8_116_0,2118,NA
Rajasthan,Jhalawar,3_8_129_0,3_8_129_0,2127,NA
Rajasthan,Jhunjhunun,3_8_103_0,3_8_103_0,NA,NA
Rajasthan,Jodhpur,3_8_113_0,3_8_113_0,2114,NA
Rajasthan,Karauli,3_8_107_0,3_8_107_0,NA,NA
Rajasthan,Kota,3_8_127_0,3_8_127_0,2126,NA
Rajasthan,Nagaur,3_8_112_0,3_8_112_0,2115,NA
Rajasthan,Pali,3_8_118_0,3_8_118_0,2116,NA
Rajasthan,Pratapgarh,3_8_131_0,3_8_125_0,NA,"Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur"
Rajasthan,Rajsamand,3_8_123_0,3_8_123_0,2130,NA
Rajasthan,Sawai Madhopur,3_8_108_0,3_8_108_0,2108,NA
Rajasthan,Sikar,3_8_111_0,3_8_111_0,2110,NA
Rajasthan,Sirohi,3_8_117_0,3_8_117_0,2119,NA
Rajasthan,Tonk,3_8_120_0,3_8_120_0,2112,NA
Rajasthan,Udaipur,3_8_130_0,3_8_125_0,2121,"Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur"
Sikkim,East District,3_11_244_0,3_11_244_0,2202,NA
Sikkim,North  District,3_11_241_0,3_11_241_0,2201,NA
Sikkim,South District,3_11_243_0,3_11_243_0,NA,NA
Sikkim,West District,3_11_242_0,3_11_242_0,NA,NA
Tamil Nadu,Ariyalur,3_33_616_0,3_33_616_0,NA,NA
Tamil Nadu,Chennai,3_33_603_0,3_33_603_0,NA,NA
Tamil Nadu,Coimbatore,3_33_632_0,3_33_632_0,2310,Tiruppur district formed from parts of Coimbatore and Erode
Tamil Nadu,Cuddalore,3_33_617_0,3_33_617_0,NA,NA
Tamil Nadu,Dharmapuri,3_33_630_0,3_33_630_0,2304,Krishnagiri district split from Dharmapuri
Tamil Nadu,Dindigul,3_33_612_0,3_33_612_0,2311,NA
Tamil Nadu,Erode,3_33_610_0,3_33_632_0,NA,Tiruppur district formed from parts of Coimbatore and Erode
Tamil Nadu,Kancheepuram,3_33_604_0,3_33_604_0,NA,NA
Tamil Nadu,Kanniyakumari,3_33_629_0,3_33_629_0,NA,NA
Tamil Nadu,Karur,3_33_613_0,3_33_613_0,NA,NA
Tamil Nadu,Krishnagiri,3_33_631_0,3_33_630_0,NA,Krishnagiri district split from Dharmapuri
Tamil Nadu,Madurai,3_33_623_0,3_33_623_0,2316,NA
Tamil Nadu,Nagapattinam,3_33_618_0,3_33_618_0,2323,NA
Tamil Nadu,Namakkal,3_33_609_0,3_33_609_0,NA,NA
Tamil Nadu,Perambalur,3_33_615_0,3_33_615_0,NA,NA
Tamil Nadu,Pudukkottai,3_33_621_0,3_33_621_0,2314,NA
Tamil Nadu,Ramanathapuram,3_33_626_0,3_33_626_0,2317,NA
Tamil Nadu,Salem,3_33_608_0,3_33_608_0,2307,NA
Tamil Nadu,Sivaganga,3_33_622_0,3_33_622_0,NA,NA
Tamil Nadu,Thanjavur,3_33_620_0,3_33_620_0,2313,NA
Tamil Nadu,The Nilgiris,3_33_611_0,3_33_611_0,2309,NA
Tamil Nadu,Theni,3_33_624_0,3_33_624_0,NA,NA
Tamil Nadu,Thiruvallur,3_33_602_0,3_33_602_0,NA,NA
Tamil Nadu,Thiruvarur,3_33_619_0,3_33_619_0,NA,NA
Tamil Nadu,Thoothukkudi,3_33_627_0,3_33_627_0,NA,NA
Tamil Nadu,Tiruchirappalli,3_33_614_0,3_33_614_0,2312,NA
Tamil Nadu,Tirunelveli,3_33_628_0,3_33_628_0,2320,NA
Tamil Nadu,Tiruppur,3_33_633_0,3_33_632_0,NA,Tiruppur district formed from parts of Coimbatore and Erode
Tamil Nadu,Tiruvannamalai,3_33_606_0,3_33_606_0,NA,NA
Tamil Nadu,Vellore,3_33_605_0,3_33_605_0,NA,NA
Tamil Nadu,Viluppuram,3_33_607_0,3_33_607_0,2322,NA
Tamil Nadu,Virudhunagar,3_33_625_0,3_33_625_0,NA,NA
Tripura,Dhalai,3_16_291_0,3_16_291_0,NA,NA
Tripura,North Tripura,3_16_292_0,3_16_292_0,2402,NA
Tripura,South Tripura,3_16_290_0,3_16_290_0,2403,NA
Tripura,West Tripura,3_16_289_0,3_16_289_0,2401,NA
Uttar Pradesh,Agra,3_9_146_0,3_9_146_0,2520,NA
Uttar Pradesh,Aligarh,3_9_143_0,3_9_143_0,2518,NA
Uttar Pradesh,Allahabad,3_9_175_0,3_9_175_0,2545,NA
Uttar Pradesh,Ambedkar Nagar,3_9_178_0,3_9_178_0,NA,NA
Uttar Pradesh,Auraiya,3_9_162_0,3_9_162_0,2564,NA
Uttar Pradesh,Azamgarh,3_9_191_0,3_9_191_0,2557,NA
Uttar Pradesh,Baghpat,3_9_139_0,3_9_139_0,2571,NA
Uttar Pradesh,Bahraich,3_9_180_0,3_9_180_0,2546,NA
Uttar Pradesh,Ballia,3_9_193_0,3_9_193_0,2559,NA
Uttar Pradesh,Balrampur,3_9_182_0,3_9_182_0,2566,NA
Uttar Pradesh,Banda,3_9_170_0,3_9_170_0,2542,NA
Uttar Pradesh,Bara Banki,3_9_176_0,3_9_176_0,2548,NA
Uttar Pradesh,Bareilly,3_9_150_0,3_9_150_0,2525,NA
Uttar Pradesh,Basti,3_9_185_0,3_9_185_0,2553,NA
Uttar Pradesh,Bijnor,3_9_134_0,3_9_134_0,2509,NA
Uttar Pradesh,Budaun,3_9_149_0,3_9_149_0,2524,NA
Uttar Pradesh,Bulandshahr,3_9_142_0,3_9_142_0,2517,NA
Uttar Pradesh,Chandauli,3_9_196_0,3_9_196_0,2572,NA
Uttar Pradesh,Chitrakoot,3_9_171_0,3_9_171_0,2569,NA
Uttar Pradesh,Deoria,3_9_190_0,3_9_190_0,2555,NA
Uttar Pradesh,Etah,3_9_201_0,3_9_201_0,2522,Kanshi Ram Nagar split from Etah
Uttar Pradesh,Etawah,3_9_161_0,3_9_161_0,2535,NA
Uttar Pradesh,Faizabad,3_9_177_0,3_9_177_0,2549,NA
Uttar Pradesh,Farrukhabad,3_9_159_0,3_9_159_0,2534,NA
Uttar Pradesh,Fatehpur,3_9_172_0,3_9_172_0,2543,NA
Uttar Pradesh,Firozabad,3_9_147_0,3_9_147_0,2521,NA
Uttar Pradesh,Gautam Buddha Nagar,3_9_141_0,3_9_141_0,NA,NA
Uttar Pradesh,Ghaziabad,3_9_140_0,3_9_140_0,2516,NA
Uttar Pradesh,Ghazipur,3_9_195_0,3_9_195_0,2560,NA
Uttar Pradesh,Gonda,3_9_183_0,3_9_183_0,2547,NA
Uttar Pradesh,Gorakhpur,3_9_188_0,3_9_188_0,2554,NA
Uttar Pradesh,Hamirpur,3_9_168_0,3_9_168_0,2541,NA
Uttar Pradesh,Hardoi,3_9_155_0,3_9_155_0,2530,NA
Uttar Pradesh,Jalaun,3_9_165_0,3_9_165_0,2538,NA
Uttar Pradesh,Jaunpur,3_9_194_0,3_9_194_0,2558,NA
Uttar Pradesh,Jhansi,3_9_166_0,3_9_166_0,2539,NA
Uttar Pradesh,Jyotiba Phule Nagar,3_9_137_0,3_9_137_0,2567,NA
Uttar Pradesh,Kannauj,3_9_160_0,3_9_160_0,2570,NA
Uttar Pradesh,Kanpur Dehat,3_9_163_0,3_9_163_0,2536,NA
Uttar Pradesh,Kanpur Nagar,3_9_164_0,3_9_164_0,2537,NA
Uttar Pradesh,Kanshiram Nagar,3_9_202_0,3_9_201_0,NA,Kanshi Ram Nagar split from Etah
Uttar Pradesh,Kaushambi,3_9_174_0,3_9_174_0,NA,NA
Uttar Pradesh,Kheri,3_9_153_0,3_9_153_0,NA,NA
Uttar Pradesh,Kushinagar,3_9_189_0,3_9_189_0,NA,NA
Uttar Pradesh,Lalitpur,3_9_167_0,3_9_167_0,2540,NA
Uttar Pradesh,Lucknow,3_9_157_0,3_9_157_0,2532,NA
Uttar Pradesh,Mahamaya Nagar,3_9_144_0,3_9_144_0,NA,NA
Uttar Pradesh,Mahoba,3_9_169_0,3_9_169_0,NA,NA
Uttar Pradesh,Mahrajganj,3_9_187_0,3_9_187_0,2552,NA
Uttar Pradesh,Mainpuri,3_9_148_0,3_9_148_0,2523,NA
Uttar Pradesh,Mathura,3_9_145_0,3_9_145_0,2519,NA
Uttar Pradesh,Mau,3_9_192_0,3_9_192_0,NA,NA
Uttar Pradesh,Meerut,3_9_138_0,3_9_138_0,2515,NA
Uttar Pradesh,Mirzapur,3_9_199_0,3_9_199_0,2562,NA
Uttar Pradesh,Moradabad,3_9_135_0,3_9_135_0,2510,NA
Uttar Pradesh,Muzaffarnagar,3_9_133_0,3_9_133_0,2514,NA
Uttar Pradesh,Pilibhit,3_9_151_0,3_9_151_0,2526,NA
Uttar Pradesh,Pratapgarh,3_9_173_0,3_9_173_0,2544,NA
Uttar Pradesh,Rae Bareli,3_9_158_0,3_9_158_0,NA,NA
Uttar Pradesh,Rampur,3_9_136_0,3_9_136_0,NA,NA
Uttar Pradesh,Saharanpur,3_9_132_0,3_9_132_0,2512,NA
Uttar Pradesh,Sant Kabir Nagar,3_9_186_0,3_9_186_0,NA,NA
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),3_9_198_0,3_9_198_0,NA,NA
Uttar Pradesh,Shahjahanpur,3_9_152_0,3_9_152_0,2527,NA
Uttar Pradesh,Shrawasti,3_9_181_0,3_9_181_0,NA,NA
Uttar Pradesh,Siddharthnagar,3_9_184_0,3_9_184_0,NA,NA
Uttar Pradesh,Sitapur,3_9_154_0,3_9_154_0,2529,NA
Uttar Pradesh,Sonbhadra,3_9_200_0,3_9_200_0,2563,NA
Uttar Pradesh,Sultanpur,3_9_179_0,3_9_179_0,2550,NA
Uttar Pradesh,Unnao,3_9_156_0,3_9_156_0,2531,NA
Uttar Pradesh,Varanasi,3_9_197_0,3_9_197_0,2561,NA
Uttarakhand,Almora,3_5_64_0,3_5_64_0,NA,NA
Uttarakhand,Bageshwar,3_5_63_0,3_5_63_0,NA,NA
Uttarakhand,Chamoli,3_5_57_0,3_5_57_0,NA,NA
Uttarakhand,Champawat,3_5_65_0,3_5_65_0,NA,NA
Uttarakhand,Dehradun,3_5_60_0,3_5_60_0,NA,NA
Uttarakhand,Garhwal,3_5_61_0,3_5_61_0,NA,NA
Uttarakhand,Hardwar,3_5_68_0,3_5_68_0,NA,NA
Uttarakhand,Nainital,3_5_66_0,3_5_66_0,NA,NA
Uttarakhand,Pithoragarh,3_5_62_0,3_5_62_0,NA,NA
Uttarakhand,Rudraprayag,3_5_58_0,3_5_58_0,NA,NA
Uttarakhand,Tehri Garhwal,3_5_59_0,3_5_59_0,NA,NA
Uttarakhand,Udham Singh Nagar,3_5_67_0,3_5_67_0,NA,NA
Uttarakhand,Uttarkashi,3_5_56_0,3_5_56_0,NA,NA
West Bengal,Bankura,3_19_339_0,3_19_339_0,2614,NA
West Bengal,Barddhaman,3_19_335_0,3_19_335_0,NA,NA
West Bengal,Birbhum,3_19_334_0,3_19_334_0,2617,NA
West Bengal,Dakshin Dinajpur,3_19_331_0,3_19_331_0,NA,NA
West Bengal,Darjiling,3_19_327_0,3_19_327_0,2603,NA
West Bengal,Haora,3_19_341_0,3_19_341_0,NA,NA
West Bengal,Hugli,3_19_338_0,3_19_338_0,NA,NA
West Bengal,Jalpaiguri,3_19_328_0,3_19_328_0,2602,NA
West Bengal,Koch Bihar,3_19_329_0,3_19_329_0,2601,NA
West Bengal,Kolkata,3_19_342_0,3_19_342_0,NA,NA
West Bengal,Maldah,3_19_332_0,3_19_332_0,2605,NA
West Bengal,Murshidabad,3_19_333_0,3_19_333_0,2606,NA
West Bengal,Nadia,3_19_336_0,3_19_336_0,2607,NA
West Bengal,North Twenty Four Parganas,3_19_337_0,3_19_337_0,2608,NA
West Bengal,Paschim Medinipur,3_19_344_0,3_19_344_0,NA,Midnapore district split into East Midnapore and West Midnapore
West Bengal,Purba Medinipur,3_19_345_0,3_19_344_0,NA,Midnapore district split into East Midnapore and West Midnapore
West Bengal,Puruliya,3_19_340_0,3_19_340_0,2615,NA
West Bengal,South Twenty Four Parganas,3_19_343_0,3_19_343_0,2609,NA
West Bengal,Uttar Dinajpur,3_19_330_0,3_19_330_0,NA,NA
