spatialId,spatialState,spatialDistrict,nss2001State,nss2001District,nss2010State,nss2010District,finalId,Note
3_3_45_0,Punjab,Faridkot,Punjab,Faridkot,Punjab,Faridkot,3_3_45_0,NA
3_3_40_0,Punjab,Fatehgarh Sahib,Punjab,Fatehgarh Sahib,Punjab,Fatehgarh Sahib,3_3_40_0,NA
3_3_43_0,Punjab,Firozpur,Punjab,Firozpur,Punjab,Firozpur,3_3_43_0,NA
3_3_35_0,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,3_3_35_0,NA
3_3_38_0,Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Hoshiarpur,3_3_38_0,NA
3_3_37_0,Punjab,Jalandhar,Punjab,Jalandhar,Punjab,Jalandhar,3_3_37_0,NA
3_3_36_0,Punjab,Kapurthala,Punjab,Kapurthala,Punjab,Kapurthala,3_3_36_0,NA
3_3_41_0,Punjab,Ludhiana,Punjab,Ludhiana,Punjab,Ludhiana,3_3_41_0,NA
3_3_47_0,Punjab,Mansa,Punjab,Mansa,Punjab,Mansa,3_3_47_0,NA
3_3_42_0,Punjab,Moga,Punjab,Moga,Punjab,Moga,3_3_42_0,NA
3_3_44_0,Punjab,Muktsar,Punjab,Muktsar,Punjab,Muktsar,3_3_44_0,NA
3_3_48_0,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala,3_3_48_0,Mohali district formed from parts of Patiala and Rupnagar
3_3_51_0,Punjab,Rupnagar,Punjab,Rupnagar,Punjab,Rupnagar,3_3_48_0,Mohali district formed from parts of Patiala and Rupnagar
3_3_52_0,Punjab,Sahibzada Ajit Singh Nagar,NA,NA,Punjab,S.A.S. nagar,3_3_48_0,Mohali district formed from parts of Patiala and Rupnagar
3_3_53_0,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,3_3_53_0,Barnala district split from Sangrur
3_3_39_0,Punjab,Shahid Bhagat Singh Nagar,Punjab,Nawanshahr,Punjab,Nawanshahr,3_3_39_0,NA
3_3_50_0,Punjab,Tarn Taran,NA,NA,NA,NA,3_3_49_0,Tarn Taran district split from Amritsar
3_8_119_0,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,3_8_119_0,NA
3_8_104_0,Rajasthan,Alwar,Rajasthan,Alwar,Rajasthan,Alwar,3_8_104_0,NA
3_8_125_0,Rajasthan,Banswara,Rajasthan,Banswara,Rajasthan,Banswara,3_8_125_0,"Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur"
3_8_128_0,Rajasthan,Baran,Rajasthan,Baran,Rajasthan,Baran,3_8_128_0,NA
3_8_115_0,Rajasthan,Barmer,Rajasthan,Barmer,Rajasthan,Barmer,3_8_115_0,NA
3_8_105_0,Rajasthan,Bharatpur,Rajasthan,Bharatpur,Rajasthan,Bharatpur,3_8_105_0,NA
3_8_122_0,Rajasthan,Bhilwara,Rajasthan,Bhilwara,Rajasthan,Bhilwara,3_8_122_0,NA
3_8_101_0,Rajasthan,Bikaner,Rajasthan,Bikaner,Rajasthan,Bikaner,3_8_101_0,NA
3_8_121_0,Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi,3_8_121_0,NA
3_8_126_0,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,3_8_125_0,"Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur"
3_8_102_0,Rajasthan,Churu,Rajasthan,Churu,Rajasthan,Churu,3_8_102_0,NA
3_8_109_0,Rajasthan,Dausa,Rajasthan,Dausa,Rajasthan,Dausa,3_8_109_0,NA
3_8_106_0,Rajasthan,Dhaulpur,Rajasthan,Dhaulpur,Rajasthan,Dhaulpur,3_8_106_0,NA
3_8_124_0,Rajasthan,Dungarpur,Rajasthan,Dungarpur,Rajasthan,Dungarpur,3_8_124_0,NA
3_8_99_0,Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Ganganagar,3_8_99_0,NA
3_8_100_0,Rajasthan,Hanumangarh,Rajasthan,Hanumangarh,Rajasthan,Hanumangarh,3_8_100_0,NA
3_8_110_0,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,3_8_110_0,NA
3_8_114_0,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,3_8_114_0,NA
3_8_116_0,Rajasthan,Jalor,Rajasthan,Jalor,Rajasthan,Jalor,3_8_116_0,NA
3_8_129_0,Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar,3_8_129_0,NA
3_8_103_0,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunun,3_8_103_0,NA
3_8_113_0,Rajasthan,Jodhpur,Rajasthan,Jodhpur,Rajasthan,Jodhpur,3_8_113_0,NA
3_8_107_0,Rajasthan,Karauli,Rajasthan,Karauli,Rajasthan,Karauli,3_8_107_0,NA
3_8_127_0,Rajasthan,Kota,Rajasthan,Kota,Rajasthan,Kota,3_8_127_0,NA
3_8_112_0,Rajasthan,Nagaur,Rajasthan,Nagaur,Rajasthan,Nagaur,3_8_112_0,NA
3_8_118_0,Rajasthan,Pali,Rajasthan,Pali,Rajasthan,Pali,3_8_118_0,NA
3_8_131_0,Rajasthan,Pratapgarh,NA,NA,NA,NA,3_8_125_0,"Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur"
3_8_123_0,Rajasthan,Rajsamand,Rajasthan,Rajsamand,Rajasthan,Rajsamand,3_8_123_0,NA
3_8_108_0,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,3_8_108_0,NA
3_8_111_0,Rajasthan,Sikar,Rajasthan,Sikar,Rajasthan,Sikar,3_8_111_0,NA
3_8_117_0,Rajasthan,Sirohi,Rajasthan,Sirohi,Rajasthan,Sirohi,3_8_117_0,NA
3_8_120_0,Rajasthan,Tonk,Rajasthan,Tonk,Rajasthan,Tonk,3_8_120_0,NA
3_8_130_0,Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Udaipur,3_8_125_0,"Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur"
3_11_244_0,Sikkim,East District,Sikkim,East (Gangtok),Sikkim,East (Gangtok),3_11_244_0,NA
3_11_241_0,Sikkim,North  District,Sikkim,North (Mongam),Sikkim,North (Mongam),3_11_241_0,NA
3_11_243_0,Sikkim,South District,Sikkim,South   (Nimachai),Sikkim,South   (Nimachai),3_11_243_0,NA
3_11_242_0,Sikkim,West District,Sikkim,West  (Gyalshing),Sikkim,West  (Gyalshing),3_11_242_0,NA
3_33_616_0,Tamil Nadu,Ariyalur,Tamil Nadu,Ariyalur,Tamil Nadu,Ariyalur,3_33_616_0,NA
3_33_603_0,Tamil Nadu,Chennai,Tamil Nadu,Chennai,Tamil Nadu,Chennai,3_33_603_0,NA
3_33_632_0,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,3_33_632_0,Tiruppur district formed from parts of Coimbatore and Erode
3_33_617_0,Tamil Nadu,Cuddalore,Tamil Nadu,Cuddalore,Tamil Nadu,Cuddalore,3_33_617_0,NA
3_33_630_0,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,3_33_630_0,Krishnagiri district split from Dharmapuri
3_33_612_0,Tamil Nadu,Dindigul,Tamil Nadu,Dindigul,Tamil Nadu,Dindigul,3_33_612_0,NA
3_33_610_0,Tamil Nadu,Erode,Tamil Nadu,Erode,Tamil Nadu,Erode,3_33_632_0,Tiruppur district formed from parts of Coimbatore and Erode
3_33_604_0,Tamil Nadu,Kancheepuram,Tamil Nadu,Kanchipuram,Tamil Nadu,Kancheepuram,3_33_604_0,NA
3_33_629_0,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanniyakumari,3_33_629_0,NA
3_33_613_0,Tamil Nadu,Karur,Tamil Nadu,Karur,Tamil Nadu,Karur,3_33_613_0,NA
3_33_631_0,Tamil Nadu,Krishnagiri,NA,NA,Tamil Nadu,Krishnagiri,3_33_630_0,Krishnagiri district split from Dharmapuri
3_33_623_0,Tamil Nadu,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Madurai,3_33_623_0,NA
3_33_618_0,Tamil Nadu,Nagapattinam,Tamil Nadu,Nagapattinam,Tamil Nadu,Nagapattinam,3_33_618_0,NA
3_33_609_0,Tamil Nadu,Namakkal,Tamil Nadu,Namakkal,Tamil Nadu,Namakkal,3_33_609_0,NA
3_33_615_0,Tamil Nadu,Perambalur,Tamil Nadu,Perambalur,Tamil Nadu,Perambalur,3_33_615_0,NA
3_33_621_0,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,3_33_621_0,NA
3_33_626_0,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,3_33_626_0,NA
3_33_608_0,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,3_33_608_0,NA
3_33_622_0,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,3_33_622_0,NA
3_33_620_0,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,3_33_620_0,NA
3_33_611_0,Tamil Nadu,The Nilgiris,Tamil Nadu,Nilgiris,Tamil Nadu,The Nilgiris,3_33_611_0,NA
3_33_624_0,Tamil Nadu,Theni,Tamil Nadu,Theni,Tamil Nadu,Theni,3_33_624_0,NA
3_33_602_0,Tamil Nadu,Thiruvallur,Tamil Nadu,Tiruvallur,Tamil Nadu,Thiruvallur,3_33_602_0,NA
3_33_619_0,Tamil Nadu,Thiruvarur,Tamil Nadu,Tiruvarur,Tamil Nadu,Thiruvarur,3_33_619_0,NA
3_33_627_0,Tamil Nadu,Thoothukkudi,Tamil Nadu,Thoothukudi,Tamil Nadu,Toothukudi,3_33_627_0,NA
3_33_614_0,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,3_33_614_0,NA
3_33_628_0,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,3_33_628_0,NA
3_33_633_0,Tamil Nadu,Tiruppur,NA,NA,NA,NA,3_33_632_0,Tiruppur district formed from parts of Coimbatore and Erode
3_33_606_0,Tamil Nadu,Tiruvannamalai,Tamil Nadu,Tiruvannamalai,Tamil Nadu,Tiruvanamalai,3_33_606_0,NA
3_33_605_0,Tamil Nadu,Vellore,Tamil Nadu,Vellore,Tamil Nadu,Vellore,3_33_605_0,NA
3_33_607_0,Tamil Nadu,Viluppuram,Tamil Nadu,Villupuram,Tamil Nadu,Viluppuram,3_33_607_0,NA
3_33_625_0,Tamil Nadu,Virudhunagar,Tamil Nadu,Virudunagar,Tamil Nadu,Virudhunagar,3_33_625_0,NA
3_16_291_0,Tripura,Dhalai,Tripura,Dhalai,Tripura,Dhalai,3_16_291_0,NA
3_16_292_0,Tripura,North Tripura,Tripura,North Tripura,Tripura,North Tripura,3_16_292_0,NA
3_16_290_0,Tripura,South Tripura,Tripura,South Tripura,Tripura,South Tripura,3_16_290_0,NA
3_16_289_0,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura,3_16_289_0,NA
3_9_146_0,Uttar Pradesh,Agra,Uttar Pradesh,Agra,Uttar Pradesh,Agra,3_9_146_0,NA
3_9_143_0,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,3_9_143_0,NA
3_9_175_0,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,3_9_175_0,NA
3_9_178_0,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar,3_9_178_0,NA
3_9_162_0,Uttar Pradesh,Auraiya,Uttar Pradesh,Auraiya,Uttar Pradesh,Auraiya,3_9_162_0,NA
3_9_191_0,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,3_9_191_0,NA
3_9_139_0,Uttar Pradesh,Baghpat,Uttar Pradesh,Baghpat,Uttar Pradesh,Baghpat,3_9_139_0,NA
3_9_180_0,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,3_9_180_0,NA
3_9_193_0,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,3_9_193_0,NA
3_9_182_0,Uttar Pradesh,Balrampur,Uttar Pradesh,Balrampur,Uttar Pradesh,Balrampur,3_9_182_0,NA
3_9_170_0,Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,3_9_170_0,NA
3_9_176_0,Uttar Pradesh,Bara Banki,Uttar Pradesh,Barabanki,Uttar Pradesh,Barabanki,3_9_176_0,NA
3_9_150_0,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,3_9_150_0,NA
3_9_185_0,Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti,3_9_185_0,NA
3_9_134_0,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,3_9_134_0,NA
3_9_149_0,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,3_9_149_0,NA
3_9_142_0,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahar,Uttar Pradesh,Bulandshahr,3_9_142_0,NA
3_9_196_0,Uttar Pradesh,Chandauli,Uttar Pradesh,Chandauli,Uttar Pradesh,Chandauli,3_9_196_0,NA
3_9_171_0,Uttar Pradesh,Chitrakoot,Uttar Pradesh,Chitrakoot,Uttar Pradesh,Chitrakoot,3_9_171_0,NA
3_9_190_0,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,3_9_190_0,NA
3_9_201_0,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,3_9_201_0,Kanshi Ram Nagar split from Etah
3_9_161_0,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,3_9_161_0,NA
3_9_177_0,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,3_9_177_0,NA
3_9_159_0,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,3_9_159_0,NA
3_9_172_0,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,3_9_172_0,NA
3_9_147_0,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,3_9_147_0,NA
3_9_141_0,Uttar Pradesh,Gautam Buddha Nagar,Uttar Pradesh,Gautam Budh Nagar,Uttar Pradesh,G. Buddha Nagar,3_9_141_0,NA
3_9_140_0,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,3_9_140_0,NA
3_9_195_0,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,3_9_195_0,NA
3_9_183_0,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,3_9_183_0,NA
3_9_188_0,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,3_9_188_0,NA
3_9_168_0,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,3_9_168_0,NA
3_9_155_0,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,3_9_155_0,NA
3_9_165_0,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,3_9_165_0,NA
3_9_194_0,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,3_9_194_0,NA
3_9_166_0,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,3_9_166_0,NA
3_9_137_0,Uttar Pradesh,Jyotiba Phule Nagar,Uttar Pradesh,Jyotiba Phule Nagar,Uttar Pradesh,J. Phule Nagar,3_9_137_0,NA
3_9_160_0,Uttar Pradesh,Kannauj,Uttar Pradesh,Kannauj,Uttar Pradesh,Kannauj,3_9_160_0,NA
3_9_163_0,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,3_9_163_0,NA
3_9_164_0,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,3_9_164_0,NA
3_9_202_0,Uttar Pradesh,Kanshiram Nagar,NA,NA,Uttar Pradesh,Kanshiram Nagar,3_9_201_0,Kanshi Ram Nagar split from Etah
3_9_174_0,Uttar Pradesh,Kaushambi,Uttar Pradesh,Kaushambi,Uttar Pradesh,Kaushambi,3_9_174_0,NA
3_9_153_0,Uttar Pradesh,Kheri,Uttar Pradesh,Khiri,Uttar Pradesh,Kheri,3_9_153_0,NA
3_9_189_0,Uttar Pradesh,Kushinagar,Uttar Pradesh,Kushinagar,Uttar Pradesh,Kushinagar,3_9_189_0,NA
3_9_167_0,Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur,3_9_167_0,NA
3_9_157_0,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,3_9_157_0,NA
3_9_144_0,Uttar Pradesh,Mahamaya Nagar,Uttar Pradesh,Hathras,Uttar Pradesh,Hathras,3_9_144_0,NA
3_9_169_0,Uttar Pradesh,Mahoba,Uttar Pradesh,Mahoba,Uttar Pradesh,Mahoba,3_9_169_0,NA
3_9_187_0,Uttar Pradesh,Mahrajganj,Uttar Pradesh,Maharajganj,Uttar Pradesh,Maharajganj,3_9_187_0,NA
3_9_148_0,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,3_9_148_0,NA
3_9_145_0,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,3_9_145_0,NA
3_9_192_0,Uttar Pradesh,Mau,Uttar Pradesh,Mau,Uttar Pradesh,Mau,3_9_192_0,NA
3_9_138_0,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,3_9_138_0,NA
3_9_199_0,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,3_9_199_0,NA
3_9_135_0,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,3_9_135_0,NA
3_9_133_0,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,3_9_133_0,NA
3_9_151_0,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,3_9_151_0,NA
3_9_173_0,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,3_9_173_0,NA
3_9_158_0,Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rao Bareli,Uttar Pradesh,Rae Bareli,3_9_158_0,NA
3_9_136_0,Uttar Pradesh,Rampur,Uttar Pradesh,Raopur,Uttar Pradesh,Rampur,3_9_136_0,NA
3_9_132_0,Uttar Pradesh,Saharanpur,Uttar Pradesh,Saharanpur,Uttar Pradesh,Saharanpur,3_9_132_0,NA
3_9_186_0,Uttar Pradesh,Sant Kabir Nagar,Uttar Pradesh,Sant Kabir Nagar,Uttar Pradesh,S. Kabir Nagar,3_9_186_0,NA
3_9_198_0,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),Uttar Pradesh,Sant Ravidas Nagar,Uttar Pradesh,S. R. Nagar Bhadohi,3_9_198_0,NA
3_9_152_0,Uttar Pradesh,Shahjahanpur,Uttar Pradesh,Shahjahanpur,Uttar Pradesh,Shahjahanpur,3_9_152_0,NA
3_9_181_0,Uttar Pradesh,Shrawasti,Uttar Pradesh,Shrawasti,Uttar Pradesh,Shrawasti,3_9_181_0,NA
3_9_184_0,Uttar Pradesh,Siddharthnagar,Uttar Pradesh,Siddarthnagar,Uttar Pradesh,Siddharthnagar,3_9_184_0,NA
3_9_154_0,Uttar Pradesh,Sitapur,Uttar Pradesh,Sitapur,Uttar Pradesh,Sitapur,3_9_154_0,NA
3_9_200_0,Uttar Pradesh,Sonbhadra,Uttar Pradesh,Sonbhadra,Uttar Pradesh,Sonbhadra,3_9_200_0,NA
3_9_179_0,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,3_9_179_0,NA
3_9_156_0,Uttar Pradesh,Unnao,Uttar Pradesh,Unnao,Uttar Pradesh,Unnao,3_9_156_0,NA
3_9_197_0,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,3_9_197_0,NA
3_5_64_0,Uttarakhand,Almora,Uttaranchal,Almora,Uttarakhand,Almora,3_5_64_0,NA
3_5_63_0,Uttarakhand,Bageshwar,Uttaranchal,Bageshwar,Uttarakhand,Bageshwar,3_5_63_0,NA
3_5_57_0,Uttarakhand,Chamoli,Uttaranchal,Chamoli,Uttarakhand,Chamoli,3_5_57_0,NA
3_5_65_0,Uttarakhand,Champawat,Uttaranchal,Champawat,Uttarakhand,Champawat,3_5_65_0,NA
3_5_60_0,Uttarakhand,Dehradun,Uttaranchal,Dehradun,Uttarakhand,Dehradun (P),3_5_60_0,NA
3_5_61_0,Uttarakhand,Garhwal,Uttaranchal,Garhwal,Uttarakhand,Garhwal,3_5_61_0,NA
3_5_68_0,Uttarakhand,Hardwar,Uttaranchal,Hardwar,Uttarakhand,Hardwar,3_5_68_0,NA
3_5_66_0,Uttarakhand,Nainital,Uttaranchal,Nainital,Uttarakhand,Nainital (P),3_5_66_0,NA
3_5_62_0,Uttarakhand,Pithoragarh,Uttaranchal,Pithoragarh,Uttarakhand,Pithoragarh,3_5_62_0,NA
3_5_58_0,Uttarakhand,Rudraprayag,Uttaranchal,Rudraprayag,Uttarakhand,Rudraprayag,3_5_58_0,NA
3_5_59_0,Uttarakhand,Tehri Garhwal,Uttaranchal,Tehri Garhwal,Uttarakhand,Tehri Garhwal,3_5_59_0,NA
3_5_67_0,Uttarakhand,Udham Singh Nagar,Uttaranchal,Udhamsingh Singh Nagar,Uttarakhand,U. Singh Nagar,3_5_67_0,NA
3_5_56_0,Uttarakhand,Uttarkashi,Uttaranchal,Uttarkashi,Uttarakhand,Uttarkashi,3_5_56_0,NA
3_19_339_0,West Bengal,Bankura,West Bengal,Bankura,West Bengal,Bankura,3_19_339_0,NA
3_19_335_0,West Bengal,Barddhaman,West Bengal,Barddhaman,West Bengal,Barddhaman,3_19_335_0,NA
3_19_334_0,West Bengal,Birbhum,West Bengal,Birbhum,West Bengal,Birbhum,3_19_334_0,NA
3_19_331_0,West Bengal,Dakshin Dinajpur,West Bengal,Dakshin Dinajpur,West Bengal,Dakshin Dinajpur,3_19_331_0,NA
3_19_327_0,West Bengal,Darjiling,West Bengal,Darjiling,West Bengal,Darjiling,3_19_327_0,NA
3_19_341_0,West Bengal,Haora,West Bengal,Haora,West Bengal,Howrah,3_19_341_0,NA
3_19_338_0,West Bengal,Hugli,West Bengal,Hugli,West Bengal,Hugli,3_19_338_0,NA
3_19_328_0,West Bengal,Jalpaiguri,West Bengal,Jalpaiguri,West Bengal,Jalpaiguri,3_19_328_0,NA
3_19_329_0,West Bengal,Koch Bihar,West Bengal,Koch Bihar,West Bengal,Koch Bihar,3_19_329_0,NA
3_19_342_0,West Bengal,Kolkata,West Bengal,Culcutta,West Bengal,Kolkata,3_19_342_0,NA
3_19_332_0,West Bengal,Maldah,West Bengal,Maldah,West Bengal,Maldah,3_19_332_0,NA
3_19_333_0,West Bengal,Murshidabad,West Bengal,Murshidabad,West Bengal,Murshidabad,3_19_333_0,NA
3_19_336_0,West Bengal,Nadia,West Bengal,Nadia,West Bengal,Nadia,3_19_336_0,NA
3_19_337_0,West Bengal,North Twenty Four Parganas,West Bengal,North 24-Parganas,West Bengal,North 24-Parganas,3_19_337_0,NA
3_19_344_0,West Bengal,Paschim Medinipur,West Bengal,Medinipur,West Bengal,Paschim Midnapur,3_19_344_0,Midnapore district split into East Midnapore and West Midnapore
3_19_345_0,West Bengal,Purba Medinipur,NA,NA,West Bengal,Purba Midnapur,3_19_344_0,Midnapore district split into East Midnapore and West Midnapore
3_19_340_0,West Bengal,Puruliya,West Bengal,Puruliya,West Bengal,Puruliya,3_19_340_0,NA
3_19_343_0,West Bengal,South Twenty Four Parganas,West Bengal,South 24-Parganas,West Bengal,South 24-Parganas,3_19_343_0,NA
3_19_330_0,West Bengal,Uttar Dinajpur,West Bengal,Uttar Dinajpur,West Bengal,Uttar Dinajpur,3_19_330_0,NA
