state,district,spatialId,finalId,year,mis_out_3b,mis_Y_3b,mis_L_3b,mis_T_3b,mis_KT_3b,mis_K_3b
MAHARASHTRA,Bid,3_27_523_0,3_27_523_0,2e3,-0.72603,-0.727933,-0.218909,-0.170574,-0.444301,-0.631225
MAHARASHTRA,Bid,3_27_523_0,3_27_523_0,2010.0,0.123292,0.103667,0.279237,0.565082,0.516346,0.45467
MAHARASHTRA,Buldana,3_27_500_0,3_27_500_0,2e3,-0.820335,-0.76656,0.045934,0.048122,0.117808,0.225035
MAHARASHTRA,Buldana,3_27_500_0,3_27_500_0,2010.0,-0.492878,-1.248306,-0.324581,-0.031316,0.106039,0.144886
MAHARASHTRA,Chandrapur,3_27_509_0,3_27_509_0,2e3,-1.505082,-1.617687,-0.282421,-0.721396,-1.5464,-1.801991
MAHARASHTRA,Chandrapur,3_27_509_0,3_27_509_0,2010.0,-1.497875,-1.747903,-0.39489,-0.624566,-0.725556,-0.741426
MAHARASHTRA,Dhule,3_27_498_0,3_27_498_0,2e3,-0.396236,-0.579737,-0.161215,0.195911,0.108598,0.03752
MAHARASHTRA,Dhule,3_27_498_0,3_27_498_0,2010.0,-0.171157,-0.154591,0.327467,0.114487,0.203721,0.269151
MAHARASHTRA,Gadchiroli,3_27_508_0,3_27_508_0,2e3,-1.121777,-1.012386,-0.092814,-0.875296,-0.856055,-0.770632
MAHARASHTRA,Gadchiroli,3_27_508_0,3_27_508_0,2010.0,-1.09395,-0.97678,-0.205973,-0.762169,-1.050788,-1.23271
MAHARASHTRA,Jalgaon,3_27_499_0,3_27_499_0,2e3,-0.744023,-0.666227,-0.107021,-0.067545,0.042387,0.123714
MAHARASHTRA,Jalgaon,3_27_499_0,3_27_499_0,2010.0,-1.194927,-1.109921,-0.328057,-0.202991,-0.18986,-0.243596
MAHARASHTRA,Jalna,3_27_514_0,3_27_514_0,2e3,-0.744277,-1.031264,-0.590052,-0.307146,-0.481121,-0.616254
MAHARASHTRA,Jalna,3_27_514_0,3_27_514_0,2010.0,-0.443794,-0.672508,-0.357704,-0.197062,-0.100598,-0.024146
MAHARASHTRA,Kolhapur,3_27_530_0,3_27_530_0,2e3,-0.501286,-0.576624,0.143046,-0.089873,-0.23277,-0.303579
MAHARASHTRA,Kolhapur,3_27_530_0,3_27_530_0,2010.0,-0.26212,-0.455363,-0.286545,0.125599,0.230539,0.273325
MAHARASHTRA,Latur,3_27_524_0,3_27_524_0,2e3,-1.104325,-0.949416,-0.250325,-0.394653,-0.568543,-0.71625
MAHARASHTRA,Latur,3_27_524_0,3_27_524_0,2010.0,-0.509243,-0.37426,-0.09269,-0.042897,-0.102151,-0.270949
MAHARASHTRA,Mumbai,3_27_519_0,3_27_519_0,2e3,-0.838672,-1.016026,-0.478472,-0.416893,-0.391321,-0.357752
MAHARASHTRA,Mumbai,3_27_519_0,3_27_519_0,2010.0,-1.046978,-1.197542,-0.584594,-0.43174,-0.475477,-0.496547
MAHARASHTRA,Nagpur,3_27_505_0,3_27_505_0,2e3,-0.86772,-1.049681,-0.388698,-0.471139,-0.29167,-0.241929
MAHARASHTRA,Nagpur,3_27_505_0,3_27_505_0,2010.0,-0.780797,-1.133031,-0.469683,-0.394329,-0.317435,-0.219035
MAHARASHTRA,Nanded,3_27_511_0,3_27_511_0,2e3,-0.835339,-0.79758,-0.177275,-0.413819,-0.45576,-0.468367
MAHARASHTRA,Nanded,3_27_511_0,3_27_511_0,2010.0,-1.03346,-1.116986,-0.034373,-0.365576,-0.597731,-0.93929
MAHARASHTRA,Nashik,3_27_516_0,3_27_516_0,2e3,-1.06458,-1.326731,-0.53521,-0.557173,-0.623157,-0.630781
MAHARASHTRA,Nashik,3_27_516_0,3_27_516_0,2010.0,-1.194435,-1.484265,-0.523639,-0.602342,-0.804788,-0.91435
MAHARASHTRA,Osmanabad,3_27_525_0,3_27_525_0,2e3,-1.22776,-1.174326,-0.454893,-0.465474,-0.846379,-1.080852
MAHARASHTRA,Osmanabad,3_27_525_0,3_27_525_0,2010.0,0.192036,-0.307505,0.129116,0.283852,0.391029,0.428875
MAHARASHTRA,Parbhani,3_27_513_0,3_27_513_0,2e3,-0.940137,-0.741274,-0.109973,-2.06e-4,-0.039878,-0.090865
MAHARASHTRA,Parbhani,3_27_513_0,3_27_513_0,2010.0,-0.059739,-0.246132,0.030165,0.063173000000000007,0.050541,-0.040616
MAHARASHTRA,Pune,3_27_521_0,3_27_521_0,2e3,-0.985286,-1.137028,-0.597159,-0.527157,-0.598138,-0.635341
MAHARASHTRA,Pune,3_27_521_0,3_27_521_0,2010.0,-0.298813,-0.440931,-0.026562,0.065669,0.066143,0.069718
MAHARASHTRA,Raigarh,3_27_520_0,3_27_520_0,2e3,-0.781247,-1.027188,-0.553903,-0.541699,-0.399808,-0.374349
MAHARASHTRA,Raigarh,3_27_520_0,3_27_520_0,2010.0,-0.475598,-0.674539,-0.262508,-0.388011,-0.231346,-0.157423
MAHARASHTRA,Ratnagiri,3_27_528_0,3_27_528_0,2e3,-0.920373,-1.082284,-0.339427,-0.402275,-0.543409,-0.579128
MAHARASHTRA,Ratnagiri,3_27_528_0,3_27_528_0,2010.0,-0.561783,-0.75685500000000006,-0.207469,-0.392123,-0.431867,-0.45255
MAHARASHTRA,Sangli,3_27_531_0,3_27_531_0,2e3,-0.469261,-0.58883,-0.332217,-0.211887,-0.207921,-0.181255
MAHARASHTRA,Sangli,3_27_531_0,3_27_531_0,2010.0,-0.529559,-0.607348,0.009401,0.177633,0.098866,0.013335
MAHARASHTRA,Satara,3_27_527_0,3_27_527_0,2e3,-0.651241,-0.798011,-0.196838,-0.388104,-0.413883,-0.44107
MAHARASHTRA,Satara,3_27_527_0,3_27_527_0,2010.0,-0.813218,-0.942755,-0.434432,-0.45978,-0.505936,-0.625234
MAHARASHTRA,Sindhudurg,3_27_529_0,3_27_529_0,2e3,-0.673736,-0.680881,-0.041194,-0.458687,-0.664242,-0.731252
MAHARASHTRA,Sindhudurg,3_27_529_0,3_27_529_0,2010.0,0.047987,-0.28809,0.054691,0.063758,0.209974,0.22315
MAHARASHTRA,Solapur,3_27_526_0,3_27_526_0,2e3,-0.83833,-1.048587,-0.492195,-0.487369,-0.551443,-0.623551
MAHARASHTRA,Solapur,3_27_526_0,3_27_526_0,2010.0,-0.166286,-0.384979,-0.182001,0.194862,0.37226,0.489943
MAHARASHTRA,Thane,3_27_517_0,3_27_517_0,2e3,-0.727021,-1.02969,-0.537919,-0.528649,-0.41938,-0.333927
MAHARASHTRA,Thane,3_27_517_0,3_27_517_0,2010.0,-0.629343,-0.876259,-0.213238,-0.215991,-0.114946,0.036722
MAHARASHTRA,Wardha,3_27_504_0,3_27_504_0,2e3,-0.93572,-0.901782,-0.339311,-0.16151,-0.355866,-0.481791
MAHARASHTRA,Wardha,3_27_504_0,3_27_504_0,2010.0,-0.92878,-1.603176,-0.515834,-0.763946,-0.33536,-0.066524
MAHARASHTRA,Yavatmal,3_27_510_0,3_27_510_0,2e3,0.246984,0.022367,0.13894,0.362084,0.532411,0.675552
MAHARASHTRA,Yavatmal,3_27_510_0,3_27_510_0,2010.0,-0.874677,-0.904793,-0.103591,-0.053861,-0.075849,-0.08975
ORISSA,Balangir,3_21_393_0,3_21_393_0,2e3,-1.037311,-1.015428,-0.033462,-0.592987,-0.69384,-0.804832
ORISSA,Balangir,3_21_393_0,3_21_393_0,2010.0,-0.304742,-0.338163,-0.09592,-0.042874,0.048775,0.202978
ORISSA,Baleshwar,3_21_377_0,3_21_377_0,2e3,-0.30387,-0.385486,-0.392412,-0.183122,-0.166308,-0.165652
ORISSA,Baleshwar,3_21_377_0,3_21_377_0,2010.0,0.396196,0.07769,0.380433,0.329654,0.316553,0.329331
ORISSA,Cuttack,3_21_381_0,3_21_381_0,2e3,-0.216377,-0.277244,-0.02437,-0.054084,0.229592,0.201769
ORISSA,Cuttack,3_21_381_0,3_21_381_0,2010.0,0.007079,-0.117681,-0.042395,0.045265,0.116529,0.129458
ORISSA,Dhenkanal,3_21_383_0,3_21_383_0,2e3,-0.974496,-0.996686,-0.064982,-0.508578,-0.70297,-0.950912
ORISSA,Dhenkanal,3_21_383_0,3_21_383_0,2010.0,0.771204,-0.177505,0.510617,0.869467,3.007428,3.075968
ORISSA,Ganjam,3_21_388_0,3_21_388_0,2e3,-0.877757,-0.753083,-0.146152,-0.455996,-0.599814,-0.792626
ORISSA,Ganjam,3_21_388_0,3_21_388_0,2010.0,-0.596645,-0.638118,-0.051716,-0.061159,0.041519,0.13313
ORISSA,Kalahandi,3_21_395_0,3_21_395_0,2e3,-1.102067,-0.793641,-0.088629,-0.457737,-0.459371,-0.19322
ORISSA,Kalahandi,3_21_395_0,3_21_395_0,2010.0,1.590208,-0.052103,0.793856,1.645846,2.483828,2.482067
ORISSA,Kendujhar,3_21_375_0,3_21_375_0,2e3,-0.349596,-0.477925,0.055767,-0.442512,-0.436865,-0.434882
ORISSA,Kendujhar,3_21_375_0,3_21_375_0,2010.0,-0.562075,-0.743235,0.177861,-0.380004,-0.384109,-0.385968
ORISSA,Khandhamal,3_21_390_0,3_21_390_0,2e3,-0.700192,-0.671456,0.05635,-0.141127,-0.248168,-0.59367
ORISSA,Khandhamal,3_21_390_0,3_21_390_0,2010.0,-0.450581,-0.260467,0.147248,0.050124,0.051745,0.031898
ORISSA,Koraput,3_21_398_0,3_21_398_0,2e3,-1.269877,-1.382515,-0.078866,-0.97184,-1.552679,-1.665629
ORISSA,Koraput,3_21_398_0,3_21_398_0,2010.0,-1.000293,-0.982979,-0.366606,-0.601072,-1.046191,-1.1664
ORISSA,Mayurbhanj,3_21_376_0,3_21_376_0,2e3,-0.125874,-0.071891,0.178936,0.233735,0.365855,0.523032
ORISSA,Mayurbhanj,3_21_376_0,3_21_376_0,2010.0,-0.756429,-0.743597,0.184598,-0.314717,-0.153347,0.065731
ORISSA,Puri,3_21_387_0,3_21_387_0,2e3,-0.715664,-0.728678,-0.226073,-0.305051,-0.26318,-0.230983
ORISSA,Puri,3_21_387_0,3_21_387_0,2010.0,-0.720619,-0.858637,-0.328923,-0.52982,-0.678974,-0.848439
ORISSA,Sambalpur,3_21_372_0,3_21_372_0,2e3,-1.189276,-1.273253,-0.458318,-0.661166,-0.781875,-0.841311
ORISSA,Sambalpur,3_21_372_0,3_21_372_0,2010.0,-0.233056,-0.49131,-0.490478,-0.337889,-0.052989,-0.054533
ORISSA,Sundargarh,3_21_374_0,3_21_374_0,2e3,-1.210711,-1.640743,-0.353086,-0.773019,-1.176585,-1.284867
ORISSA,Sundargarh,3_21_374_0,3_21_374_0,2010.0,-0.278623,-0.520438,-0.028203,-0.250653,-0.111576,-0.087276
PONDICHERRY,Karaikal,3_34_637_0,3_34_637_0,2e3,-1.220198,-1.52338,-0.60988,-0.761431,-0.791962,-0.800107
PONDICHERRY,Karaikal,3_34_637_0,3_34_637_0,2010.0,-1.298934,-1.129446,-0.235926,-0.550738,-0.569211,-0.612591
PONDICHERRY,Mahe,3_34_636_0,3_34_636_0,2010.0,-1.152459,-1.367853,-0.293042,-0.852994,-0.16433,0.268652
PONDICHERRY,Pondicherry,3_34_635_0,3_34_635_0,2e3,-0.872125,-1.060706,0.185007,0.031189,-0.07194,-0.265259
PONDICHERRY,Pondicherry,3_34_635_0,3_34_635_0,2010.0,-0.762241,-1.154418,-0.339207,-0.545263,-0.4926,-0.441703
PONDICHERRY,Yanam,3_34_634_0,3_34_634_0,2010.0,-0.995007,-0.828956,-0.442266,-0.567557,-0.394502,-0.490893
PUNJAB,Amritsar,3_3_49_0,3_3_49_0,2e3,-0.304452,-0.513111,-0.099517,0.147746,0.260463,0.333055
PUNJAB,Amritsar,3_3_49_0,3_3_49_0,2010.0,-0.664867,-0.793515,-0.156423,0.113121,-0.20363,-0.657371
PUNJAB,Bathinda,3_3_46_0,3_3_46_0,2e3,-0.175626,-0.389228,-0.144042,0.191512,0.348044,0.680955
PUNJAB,Bathinda,3_3_46_0,3_3_46_0,2010.0,-0.507057,-0.520553,0.052135,0.222827,0.131875,-0.360755
PUNJAB,Faridkot,3_3_45_0,3_3_45_0,2e3,-1.983986,-2.273077,-0.117911,-0.788726,-1.315943,-1.720496
PUNJAB,Faridkot,3_3_45_0,3_3_45_0,2010.0,-1.272248,-1.120778,-0.064828,-0.031108,-0.071295,-0.101484
PUNJAB,Firozpur,3_3_43_0,3_3_43_0,2e3,-0.339793,-0.432828,-0.129457,0.059336,-0.054698,-0.157978
PUNJAB,Firozpur,3_3_43_0,3_3_43_0,2010.0,-0.36408,-0.632782,0.066466,0.008948,-0.013631,-0.103281
PUNJAB,Gurdaspur,3_3_35_0,3_3_35_0,2e3,-0.408629,-0.38327,-0.023289,0.158692,0.145748,0.153788
PUNJAB,Gurdaspur,3_3_35_0,3_3_35_0,2010.0,-0.340155,-0.391578,0.072417,0.056677,0.016012,-0.178928
PUNJAB,Hoshiarpur,3_3_38_0,3_3_38_0,2e3,-0.704762,-0.888647,-0.250178,-0.335883,-0.327615,-0.334396
PUNJAB,Hoshiarpur,3_3_38_0,3_3_38_0,2010.0,-0.834839,-1.193222,-0.325449,-0.265969,-0.15965,-0.084177
PUNJAB,Jalandhar,3_3_37_0,3_3_37_0,2e3,-0.266816,-0.328038,-0.108152,0.177967,0.144696,0.145146
PUNJAB,Jalandhar,3_3_37_0,3_3_37_0,2010.0,-0.31596,-0.380127,-0.170934,0.041551,0.149775,0.275541
PUNJAB,Kapurthala,3_3_36_0,3_3_36_0,2e3,-0.135008,-0.137926,-0.119663,0.123391,0.07727,-0.044219
PUNJAB,Kapurthala,3_3_36_0,3_3_36_0,2010.0,-0.317905,-0.457665,-0.008931,0.221584,0.374239,0.493241
PUNJAB,Ludhiana,3_3_41_0,3_3_41_0,2e3,-0.39448,-0.634108,-0.108545,-0.029413,-0.107618,-0.1522
PUNJAB,Ludhiana,3_3_41_0,3_3_41_0,2010.0,0.049792,-0.134881,0.20424,0.377397,0.351485,0.335741
PUNJAB,Patiala,3_3_48_0,3_3_48_0,2e3,-0.704762,-0.888647,-0.250178,-0.335883,-0.327615,-0.334396
PUNJAB,Patiala,3_3_48_0,3_3_48_0,2010.0,-0.834839,-1.193222,-0.325449,-0.265969,-0.15965,-0.084177
PUNJAB,Rupnagar,3_3_51_0,3_3_48_0,2e3,-0.704762,-0.888647,-0.250178,-0.335883,-0.327615,-0.334396
PUNJAB,Rupnagar,3_3_51_0,3_3_48_0,2010.0,-0.834839,-1.193222,-0.325449,-0.265969,-0.15965,-0.084177
PUNJAB,Sangrur,3_3_53_0,3_3_53_0,2e3,-0.768404,-1.091979,-0.151723,-0.379894,-0.624512,-0.793067
PUNJAB,Sangrur,3_3_53_0,3_3_53_0,2010.0,-0.629529,-0.692138,-0.331656,-0.364622,-0.44356,-0.478
RAJASTHAN,Ajmer,3_8_119_0,3_8_119_0,2e3,-1.559751,-1.805816,-0.525533,-1.063026,-1.767177,-1.997833
RAJASTHAN,Ajmer,3_8_119_0,3_8_119_0,2010.0,-0.128092,-0.20401,0.138916,0.060211,0.041074,-0.019036
RAJASTHAN,Alwar,3_8_104_0,3_8_104_0,2e3,-1.06066,-1.251331,-0.65334,-0.863625,-0.93264,-0.967784
RAJASTHAN,Alwar,3_8_104_0,3_8_104_0,2010.0,-0.507367,-1.046923,-0.025388,0.16839199999999999,0.281055,0.358148
RAJASTHAN,Banswara,3_8_125_0,3_8_125_0,2e3,-0.725771,-0.802353,-0.194508,-0.312599,-0.549094,-0.803378
RAJASTHAN,Banswara,3_8_125_0,3_8_125_0,2010.0,0.421294,0.365063,0.364436,0.329787,0.483881,0.52701
RAJASTHAN,Barmer,3_8_115_0,3_8_115_0,2e3,-1.545486,-0.87671,-0.11832,-0.138003,-0.208337,-0.569394
RAJASTHAN,Barmer,3_8_115_0,3_8_115_0,2010.0,-1.09542,-0.938788,0.03978,-0.021966,-0.08787,-0.511268
RAJASTHAN,Bharatpur,3_8_105_0,3_8_105_0,2e3,-1.291473,-0.952885,-0.148992,-0.098323,-0.228799,-0.733264
RAJASTHAN,Bharatpur,3_8_105_0,3_8_105_0,2010.0,-0.560507,-0.659332,0.032751,-0.064756,-0.08127,-0.146649
RAJASTHAN,Bhilwara,3_8_122_0,3_8_122_0,2e3,-1.458477,-1.618868,-0.326416,-0.728104,-0.977824,-1.086771
RAJASTHAN,Bhilwara,3_8_122_0,3_8_122_0,2010.0,0.111632,-0.156633,0.260911,0.310218,0.374239,0.399903
RAJASTHAN,Bikaner,3_8_101_0,3_8_101_0,2e3,-0.859623,-1.03124,-0.311972,-0.329319,-0.227706,0.085548
RAJASTHAN,Bikaner,3_8_101_0,3_8_101_0,2010.0,-0.465919,-0.633786,-0.231634,0.005012,-0.02797,-0.192858
RAJASTHAN,Bundi,3_8_121_0,3_8_121_0,2e3,-2.007793,-2.220231,-0.543143,-0.313574,-0.349314,-0.462795
RAJASTHAN,Bundi,3_8_121_0,3_8_121_0,2010.0,-1.506931,-1.331505,-0.130815,-0.413056,-0.9183,-1.183345
RAJASTHAN,Chittaurgarh,3_8_126_0,3_8_125_0,2e3,-0.910699,-0.869843,-0.266325,-0.545058,-0.732224,-0.815784
RAJASTHAN,Chittaurgarh,3_8_126_0,3_8_125_0,2010.0,-1.277648,-1.256374,-0.33444,-0.814142,-0.746601,-0.874874
RAJASTHAN,Churu,3_8_102_0,3_8_102_0,2e3,-0.250557,-0.322343,-0.003015,0.174881,0.249887,0.430653
RAJASTHAN,Churu,3_8_102_0,3_8_102_0,2010.0,-0.314723,-0.305007,0.670338,0.175608,0.048534,-0.350175
RAJASTHAN,Dungarpur,3_8_124_0,3_8_124_0,2e3,-0.909523,-0.74914,-0.1372,-0.430537,-0.477423,-0.783745
RAJASTHAN,Dungarpur,3_8_124_0,3_8_124_0,2010.0,0.375933,0.159467,0.212282,0.165324,0.362732,0.574227
RAJASTHAN,Ganganagar,3_8_99_0,3_8_99_0,2e3,-0.474013,-0.48934,0.001181,0.08589,-0.038747,-0.265291
RAJASTHAN,Ganganagar,3_8_99_0,3_8_99_0,2010.0,-0.596063,-0.446145,0.026886,0.161843,-0.041783,-0.464649
RAJASTHAN,Jaipur,3_8_110_0,3_8_110_0,2e3,-0.553102,-0.855123,-0.21357400000000001,-0.274432,-0.107926,0.079409
RAJASTHAN,Jaipur,3_8_110_0,3_8_110_0,2010.0,-0.521853,-0.661529,-0.360264,-0.35240899999999997,-0.277135,-0.202798
RAJASTHAN,Jaisalmer,3_8_114_0,3_8_114_0,2e3,-0.587973,-0.589404,-0.22202,-0.063038,-0.123201,-0.441703
RAJASTHAN,Jaisalmer,3_8_114_0,3_8_114_0,2010.0,-0.252737,-0.175157,0.241523,0.261163,0.264241,0.172603
RAJASTHAN,Jalor,3_8_116_0,3_8_116_0,2e3,-0.120133,-0.213314,0.033327,0.148445,0.144232,0.063429
RAJASTHAN,Jalor,3_8_116_0,3_8_116_0,2010.0,-0.413385,-0.465079,-0.179463,-0.128315,-0.236766,-0.380449
RAJASTHAN,Jhalawar,3_8_129_0,3_8_129_0,2e3,-0.617371,-0.653491,-0.11865,-0.214446,-0.200858,-0.168926
RAJASTHAN,Jhalawar,3_8_129_0,3_8_129_0,2010.0,0.68437,0.245321,0.166993,0.487421,0.728396,0.914872
RAJASTHAN,Jhunjhunun,3_8_103_0,3_8_103_0,2e3,-0.211109,-0.340546,0.014417,-0.08365,-0.066689,-0.049463
RAJASTHAN,Jhunjhunun,3_8_103_0,3_8_103_0,2010.0,-0.508379,-0.417842,-0.002858,-0.008872,-0.027942,-0.234602
RAJASTHAN,Jodhpur,3_8_113_0,3_8_113_0,2e3,-0.73432,-0.840218,-0.342502,-0.553769,-0.509902,-0.471141
RAJASTHAN,Jodhpur,3_8_113_0,3_8_113_0,2010.0,-0.626761,-1.087442,-0.306366,-0.174758,-0.180232,-0.292637
RAJASTHAN,Kota,3_8_127_0,3_8_127_0,2e3,-0.303399,-0.370667,-0.110412,-0.064578,-0.306226,-0.444395
RAJASTHAN,Kota,3_8_127_0,3_8_127_0,2010.0,-0.634345,-0.98689,-0.422186,-0.346906,-0.363535,-0.322411
RAJASTHAN,Nagaur,3_8_112_0,3_8_112_0,2e3,-1.192679,-1.234096,-0.081488,-0.468045,-0.642121,-0.88747
RAJASTHAN,Nagaur,3_8_112_0,3_8_112_0,2010.0,-1.165549,-1.082611,0.203687,0.099158,-0.10783,-0.884699
RAJASTHAN,Pali,3_8_118_0,3_8_118_0,2e3,-0.59024,-0.631193,-0.120221,-0.424769,-0.622908,-0.722233
RAJASTHAN,Pali,3_8_118_0,3_8_118_0,2010.0,-0.687206,-0.589363,-0.024035,-0.062626,-0.399129,-0.973923
RAJASTHAN,Sawai Madhopur,3_8_108_0,3_8_108_0,2e3,-0.797766,-0.828648,-0.230082,-0.043004,-0.06365,-0.089907
RAJASTHAN,Sawai Madhopur,3_8_108_0,3_8_108_0,2010.0,-0.232006,-0.360511,-0.094022,0.059465,0.0953,0.315002
RAJASTHAN,Sikar,3_8_111_0,3_8_111_0,2e3,-0.223841,-0.107301,0.190262,0.544717,0.507779,0.277176
RAJASTHAN,Sikar,3_8_111_0,3_8_111_0,2010.0,-1.040757,-1.298124,-0.079995,-0.147047,-0.491056,-1.206616
RAJASTHAN,Sirohi,3_8_117_0,3_8_117_0,2e3,-0.537824,-0.696898,-0.114721,-0.431238,-0.678459,-0.706129
RAJASTHAN,Sirohi,3_8_117_0,3_8_117_0,2010.0,-1.138605,-1.491525,-0.235132,-0.408869,-1.322657,-1.566631
RAJASTHAN,Tonk,3_8_120_0,3_8_120_0,2e3,-1.234422,-1.185832,-0.846997,-0.390462,-0.331788,-0.031609
RAJASTHAN,Tonk,3_8_120_0,3_8_120_0,2010.0,0.155322,-0.12415,0.092937,0.405624,0.659001,1.394869
RAJASTHAN,Udaipur,3_8_130_0,3_8_125_0,2e3,0.579171,0.193474,0.527002,0.779003,0.966386,1.012667
RAJASTHAN,Udaipur,3_8_130_0,3_8_125_0,2010.0,-0.627101,-0.666318,-0.143301,-0.511923,-0.479397,-0.440775
TAMIL NADU,Chengai Anna (Chengalpattu),3_33_604_0,3_33_604_0,2e3,-0.950649,-1.063792,-0.444634,-0.322695,-0.301294,-0.290677
TAMIL NADU,Chengai Anna (Chengalpattu),3_33_604_0,3_33_604_0,2010.0,-0.246129,-0.367084,-0.002625,0.005867,0.090368,0.13933
TAMIL NADU,Chennai,3_33_603_0,3_33_603_0,2e3,-0.8572,-0.925683,-0.183146,-0.268041,-0.397491,-0.495039
TAMIL NADU,Chennai,3_33_603_0,3_33_603_0,2010.0,-0.43547,-0.62139200000000006,0.128417,0.2455,0.184109,-0.017845
TAMIL NADU,Coimbatore,3_33_632_0,3_33_632_0,2e3,-1.128763,-1.101368,-0.36651,-0.354925,-0.504731,-0.668532
TAMIL NADU,Coimbatore,3_33_632_0,3_33_632_0,2010.0,-0.33659,-0.432225,-0.00836,0.100595,0.064364,0.086153
TAMIL NADU,Dharmapuri,3_33_630_0,3_33_630_0,2e3,-1.222152,-1.321284,-0.760296,-0.668051,-0.741767,-0.771836
TAMIL NADU,Dharmapuri,3_33_630_0,3_33_630_0,2010.0,-0.685496,-0.68271,-0.318441,-0.377125,-0.468667,-0.579826
TAMIL NADU,Dindigul,3_33_612_0,3_33_612_0,2e3,-0.313729,-0.595332,0.161746,0.36443,1.424455,1.780462
TAMIL NADU,Dindigul,3_33_612_0,3_33_612_0,2010.0,-0.641138,-0.612579,-0.119568,-0.098437,-0.196076,-0.248582
TAMIL NADU,Erode,3_33_610_0,3_33_632_0,2e3,-0.975059,-1.441127,-0.462717,-0.527656,-0.711336,-0.769294
TAMIL NADU,Erode,3_33_610_0,3_33_632_0,2010.0,-0.569105,-0.810851,-0.392257,-0.170789,-0.295813,-0.353042
TAMIL NADU,Kanniyakumari,3_33_629_0,3_33_629_0,2e3,-0.951929,-0.945503,-0.203025,-0.343627,-0.830159,-1.227472
TAMIL NADU,Kanniyakumari,3_33_629_0,3_33_629_0,2010.0,-0.462368,-0.524358,-0.085474,-0.211206,-0.243622,-0.247096
TAMIL NADU,Madurai,3_33_623_0,3_33_623_0,2e3,-1.752392,-1.981951,-0.633717,-0.865344,-1.241927,-1.709242
TAMIL NADU,Madurai,3_33_623_0,3_33_623_0,2010.0,-0.366659,-0.613949,-0.060637,-0.057808,-0.102915,-0.142065
TAMIL NADU,Pudukkottai,3_33_621_0,3_33_621_0,2e3,-1.255583,-1.66806,-0.41539,-0.67853,-0.951292,-1.242494
TAMIL NADU,Pudukkottai,3_33_621_0,3_33_621_0,2010.0,-0.634449,-0.504242,-0.040486,-0.144203,-0.189721,-0.286415
TAMIL NADU,Ramanathapuram,3_33_626_0,3_33_626_0,2e3,-1.940524,-1.877771,-0.369361,-0.992788,-1.408927,-1.573436
TAMIL NADU,Ramanathapuram,3_33_626_0,3_33_626_0,2010.0,-0.154515,-0.348038,0.082358,0.007287,0.012899,0.009039
TAMIL NADU,Salem,3_33_608_0,3_33_608_0,2e3,-1.171275,-1.143643,-0.419472,-0.670609,-1.191892,-1.498996
TAMIL NADU,Salem,3_33_608_0,3_33_608_0,2010.0,-0.453602,-0.728459,-0.157784,-0.17095,0.045894,0.20626
TAMIL NADU,Sivaganga,3_33_622_0,3_33_622_0,2e3,-1.629745,-1.687632,-0.724073,-1.177524,-1.219057,-1.272327
TAMIL NADU,Sivaganga,3_33_622_0,3_33_622_0,2010.0,-0.368239,-0.441515,0.184966,-0.138584,-0.25304,-0.321496
TAMIL NADU,South Arcot,3_33_617_0,3_33_617_0,2e3,-0.788291,-0.969309,-0.247982,-0.479394,-0.704532,-0.944376
TAMIL NADU,South Arcot,3_33_617_0,3_33_617_0,2010.0,-0.623846,-0.746409,-0.192879,-0.041685,0.092992,0.158814
TAMIL NADU,Thanjavur,3_33_620_0,3_33_620_0,2e3,-1.290507,-1.475828,-0.643541,-0.849336,-0.998377,-1.083986
TAMIL NADU,Thanjavur,3_33_620_0,3_33_620_0,2010.0,-0.583939,-0.708876,-0.095277,-0.10286,-0.054569,0.016293
TAMIL NADU,The Nilgiris,3_33_611_0,3_33_611_0,2e3,-0.766265,-0.422703,-0.01439,0.018053,-0.037706,-0.347781
TAMIL NADU,The Nilgiris,3_33_611_0,3_33_611_0,2010.0,-0.419295,-0.592101,-0.114279,-0.279551,-0.220774,-0.192099
TAMIL NADU,Tiruchirappalli,3_33_614_0,3_33_614_0,2e3,-0.817973,-1.031431,-0.383498,-0.328942,-0.374957,-0.39733
TAMIL NADU,Tiruchirappalli,3_33_614_0,3_33_614_0,2010.0,-0.941821,-1.003462,-0.226718,-0.250739,-0.384007,-0.466872
TAMIL NADU,Tirunelveli,3_33_628_0,3_33_628_0,2e3,-0.90903,-0.748999,-0.126904,-0.273826,-0.345372,-0.498271
TAMIL NADU,Tirunelveli,3_33_628_0,3_33_628_0,2010.0,-1.371422,-1.777484,-0.667189,-0.949072,-0.897884,-0.785869
TAMIL NADU,Tiruvanamalai,3_33_606_0,3_33_606_0,2e3,-1.218233,-1.166101,-0.546147,-1.024822,-1.256547,-1.393008
TAMIL NADU,Tiruvanamalai,3_33_606_0,3_33_606_0,2010.0,0.369316,-0.229114,-0.047331,0.268716,0.527888,0.956593
TAMIL NADU,Toothukudi,3_33_627_0,3_33_627_0,2e3,-0.897267,-0.925418,-0.345824,-0.338034,-0.529574,-0.850334
TAMIL NADU,Toothukudi,3_33_627_0,3_33_627_0,2010.0,-0.630038,-1.006604,-0.002634,-0.39026,-0.419045,-0.443568
TAMIL NADU,Vellore,3_33_605_0,3_33_605_0,2e3,-1.249969,-1.296779,-0.435522,-0.548598,-0.629192,-0.662354
