distCode,spatialId,finalId,distName,spatialState,spatialDistrict,nss2001State,nss2001District,nss2010State,nss2010District,Note,state,district,long,lat,gqDistance,nsewDistance,gqStraightDistance,nsewStraightDistance,districtType
2121,3_21_390_0,3_21_390_0,Kandhamal,Odisha,Kandhamal,Orissa,Kandhamal,Orissa,Kandhamal,NA,Odisha,Kandhamal,84.04582716,20.13198637,122.8097146382058,529.8966678772744,72.73375048162586,615.0654276340887,not nodal
2122,3_21_391_0,3_21_391_0,Baudh,Odisha,Baudh,Orissa,Baudh,Orissa,Baudh,NA,Odisha,Baudh,84.1711352,20.6449032,148.58372173016883,532.6443882049925,108.29142366309567,630.197734462405,not nodal
2123,3_21_392_0,3_21_392_0,Sonapur,Odisha,Subarnapur,Orissa,Sonapur,Orissa,Sonapur,NA,Odisha,Subarnapur,83.82398238,20.92816143,196.52503680323377,493.6603812233484,155.44695823932432,597.7559694121569,not nodal
2124,3_21_393_0,3_21_393_0,Balangir,Odisha,Balangir,Orissa,Balangir,Orissa,Balangir,NA,Odisha,Balangir,83.18119307,20.59146674,223.35709941418975,431.3568461004547,169.4384377388052,526.9278230835214,not nodal
2126,3_21_395_0,3_21_395_0,Kalahandi,Odisha,Kalahandi,Orissa,Kalahandi,Orissa,Kalahandi,NA,Odisha,Kalahandi,83.10703358,19.86822871,179.7546974666676,443.37433831144153,112.8571555083684,517.5276221925241,not nodal
2127,3_21_396_0,3_21_396_0,Rayagada,Odisha,Rayagada,Orissa,Rayagada,Orissa,Rayagada,NA,Odisha,Rayagada,83.51343649,19.36584294,111.0309239328187,501.9950261831644,42.79871406520576,561.4797295055872,not nodal
2128,3_21_397_0,3_21_397_0,Nabarangapur,Odisha,Nabarangapur,Orissa,Nabarangapur,Orissa,Nabarangapur,NA,Odisha,Nabarangapur,82.3355493,19.57777943,207.98618602064815,378.62990358408035,140.03044158418592,437.3754991251251,not nodal
2129,3_21_398_0,3_21_398_0,Koraput,Odisha,Koraput,Orissa,Koraput,Orissa,Koraput,NA,Odisha,Koraput,82.7262276,18.80727056,117.35083342009953,449.5586434667706,48.20811680805525,480.1691897483577,not nodal
2130,3_21_399_0,3_21_399_0,Malkangiri,Odisha,Malkangiri,Orissa,Malkangiri,Orissa,Malkangiri,NA,Odisha,Malkangiri,81.9469391,18.25131332,115.50537968275725,368.7033222575948,53.92337223759142,399.1881540883838,not nodal
2201,3_22_400_0,3_22_400_0,Koriya,Chhattisgarh,Koriya,Chhatisgarh,Koria,Chhattisgarh,Koriya,NA,Chhattisgarh,Koriya,82.22904683,23.47596672,200.54414946735145,414.343653510036,245.60206819914706,401.9566594647325,not nodal
2202,3_22_401_0,3_22_401_0,Sarguja,Chhattisgarh,Surguja,Chhatisgarh,Surguja,Chhattisgarh,Surguja,NA,Chhattisgarh,Surguja,83.21807156,23.36001667,192.25263424357047,491.71223118932863,204.24298612540508,494.25544407196185,not nodal
2203,3_22_402_0,3_22_402_0,Jashpur,Chhattisgarh,Jashpur,Chhatisgarh,Jashpur,Chhattisgarh,Jashpur,NA,Chhattisgarh,Jashpur,83.86700978,22.80180245,217.09238526333812,526.9375443507188,222.36614262100605,583.2396263215215,not nodal
2204,3_22_403_0,3_22_403_0,Raigarh,Chhattisgarh,Raigarh,Chhatisgarh,Raigarh,Chhattisgarh,Raigarh,NA,Chhattisgarh,Raigarh,83.30488138,22.09427585,313.148074083384,449.5026814021902,289.0386874023459,579.085003612042,not nodal
2205,3_22_404_0,3_22_404_0,Korba,Chhattisgarh,Korba,Chhatisgarh,Korba,Chhattisgarh,Korba,NA,Chhattisgarh,Korba,82.61001026,22.53745528,301.22948155134253,395.7459734434124,314.90303514244783,497.94649614032835,not nodal
2206,3_22_405_0,3_22_405_0,Janjgir,Chhattisgarh,Janjgir - Champa,Chhatisgarh,Janjgir-Champa,Chhattisgarh,Janjgir-Champa,NA,Chhattisgarh,Janjgir - Champa,82.73205852,21.92997238,355.0339846747754,387.84043095268424,312.93422978964657,517.4355353484502,not nodal
2207,3_22_406_0,3_22_406_0,Bilas Pur,Chhattisgarh,Bilaspur,Chhatisgarh,Bilaspur,Chhattisgarh,Bilaspur,NA,Chhattisgarh,Bilaspur,81.95758566,22.34911557,328.9391474716793,325.7348841555367,367.58550198665114,466.35611908168084,not nodal
2208,3_22_407_0,3_22_407_0,Kawardha,Chhattisgarh,Kabeerdham,Chhatisgarh,Kawardha,Chhattisgarh,Kawardha,NA,Chhattisgarh,Kabeerdham,81.22252087,22.09648009,373.70897213334047,245.10204565468254,427.4867427869936,388.8599706397263,not nodal
2209,3_22_408_0,3_22_408_0,Rajnandgaon,Chhattisgarh,Rajnandgaon,Chhatisgarh,Rajnandgaon,Chhattisgarh,Rajnandgaon,NA,Chhattisgarh,Rajnandgaon,80.81543416,21.03583687,434.5115981768308,180.89398266122313,365.61666640429235,296.1645259510363,not nodal
2210,3_22_409_0,3_22_409_0,Durg,Chhattisgarh,Durg,Chhatisgarh,Durg,Chhattisgarh,Durg,NA,Chhattisgarh,Durg,81.35154911,21.20101881,413.73832644848443,235.95481488759472,343.41896118128216,354.7610866465012,not nodal
2211,3_22_410_0,3_22_410_0,Raipur,Chhattisgarh,Raipur,Chhatisgarh,Raipur,Chhattisgarh,Raipur,NA,Chhattisgarh,Raipur,82.17885356,21.07194791,337.69581152698646,322.0714105937619,277.07837617859,432.8181304419979,not nodal
2212,3_22_411_0,3_22_411_0,Mahasamund,Chhattisgarh,Mahasamund,Chhatisgarh,Mahasamund,Chhattisgarh,Mahasamund,NA,Chhattisgarh,Mahasamund,82.60656807,21.20965748,313.66344253789896,366.20645137741883,260.1973043626825,479.6290209051809,not nodal
2213,3_22_412_0,3_22_412_0,Dhamtari,Chhattisgarh,Dhamtari,Chhatisgarh,Dhamtari,Chhattisgarh,Dhamtari,NA,Chhattisgarh,Dhamtari,81.80524578,20.56279112,328.6320371449558,291.29861370609245,259.0905088414247,384.03424345641076,not nodal
2214,3_22_413_0,3_22_413_0,Kanker,Chhattisgarh,Uttar Bastar Kanker,Chhatisgarh,Kanker,Chhattisgarh,Kanker,NA,Chhattisgarh,Uttar Bastar Kanker,81.11815452,20.1423642,336.4692032154056,236.8053716936244,269.9943474701664,309.0863261514307,not nodal
2215,3_22_414_0,3_22_414_0,Bastar,Chhattisgarh,Bastar,Chhatisgarh,Bastar,Chhattisgarh,Bastar,Narayanpur district split from Bastar.,Chhattisgarh,Bastar,81.76892167,19.42021142,232.06805595384034,332.99548986027963,164.98591858459358,378.23736174376523,not nodal
2301,3_23_418_0,3_23_418_0,Sheopur,Madhya Pradesh,Sheopur,Madhya Pradesh,Sheopur,Madhya Pradesh,Sheopur,NA,Madhya Pradesh,Sheopur,77.00331442,25.75203987,174.88138728197197,58.49947567871114,108.45743451254258,101.1529470262199,not nodal
2302,3_23_419_0,3_23_419_0,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena,NA,Madhya Pradesh,Morena,77.86687545,26.40641958,88.32619312049255,12.492064230770334,158.65638500933304,53.05041333887126,not nodal
2304,3_23_421_0,3_23_421_0,Gwalior,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior,NA,Madhya Pradesh,Gwalior,78.14648684,26.0328472,119.57140934523579,21.883569768965113,201.13632944710164,46.726679787913184,not nodal
2305,3_23_422_0,3_23_422_0,Datia,Madhya Pradesh,Datia,Madhya Pradesh,Datia,Madhya Pradesh,Datia,NA,Madhya Pradesh,Datia,78.57740643,25.78219169,114.03750393683072,40.072739542479255,209.73737341543196,20.461864561476943,not nodal
2308,3_23_424_0,3_23_424_0,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,NA,Madhya Pradesh,Tikamgarh,78.94615556,24.99271594,159.1559614579164,57.51462491902583,268.0980203259321,52.93299068419683,not nodal
2309,3_23_425_0,3_23_425_0,Chhatarpur,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,NA,Madhya Pradesh,Chhatarpur,79.66648933,24.80437162,154.30182303143576,128.80492035160538,250.1698055443253,106.75169517436179,not nodal
2310,3_23_426_0,3_23_426_0,Panna,Madhya Pradesh,Panna,Madhya Pradesh,Panna,Madhya Pradesh,Panna,NA,Madhya Pradesh,Panna,80.18403248,24.42730941,174.80779193166828,195.3152293976617,260.3198746671498,173.34644088572384,not nodal
2312,3_23_428_0,3_23_428_0,Damoh,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh,NA,Madhya Pradesh,Damoh,79.52968823,23.81360833,265.44502612048586,199.02818683145114,352.91682894754047,196.1988418998658,not nodal
2313,3_23_429_0,3_23_429_0,Satna,Madhya Pradesh,Satna,Madhya Pradesh,Satna,Madhya Pradesh,Satna,NA,Madhya Pradesh,Satna,80.82860802,24.53535575,131.75352317686458,247.97378640541456,216.95274137431372,218.30876975175346,not nodal
2315,3_23_431_0,3_23_431_0,Umaria,Madhya Pradesh,Umaria,Madhya Pradesh,Umaria,Madhya Pradesh,Umaria,NA,Madhya Pradesh,Umaria,80.96776944,23.5621446,221.2314083174463,316.7059562562783,303.27800176797535,297.98907052112304,not nodal
2316,3_23_460_0,3_23_460_0,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Anuppur district split from Shahdol,Madhya Pradesh,Shahdol,81.47499396,23.63162727,200.87753118797914,353.6398056454061,270.2318130804081,330.2504669783045,not nodal
2317,3_23_462_0,3_23_462_0,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Singrauli district split from Sidhi,Madhya Pradesh,Sidhi,81.83854145,24.22143266,130.12147389530296,356.02159577352325,194.8464420005598,325.0150063936812,not nodal
2320,3_23_434_0,3_23_434_0,Ratlam,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,NA,Madhya Pradesh,Ratlam,75.08569547,23.50253954,153.08027773240565,158.8867898087722,26.965004777847106,48.28231582158222,not nodal
2321,3_23_435_0,3_23_435_0,Ujjain,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,NA,Madhya Pradesh,Ujjain,75.65861686,23.32712026,214.6823017723507,194.21492449886995,88.75950911296441,89.94960570937027,not nodal
2322,3_23_436_0,3_23_436_0,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,NA,Madhya Pradesh,Shajapur,76.33520989,23.58339148,272.79743319907396,180.91069169079466,141.5599317240652,91.99276017879266,not nodal
2323,3_23_437_0,3_23_437_0,Dewas,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas,NA,Madhya Pradesh,Dewas,76.45745354,22.74651002,315.9182632664934,272.9173467507652,189.76849357328246,181.82111422045384,not nodal
2325,3_23_438_0,3_23_438_0,Dhar,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar,NA,Madhya Pradesh,Dhar,75.10826745,22.49419471,196.10035037170098,269.1923985388888,72.29592163018553,150.9869049750143,not nodal
2326,3_23_439_0,3_23_439_0,Indore,Madhya Pradesh,Indore,Madhya Pradesh,Indore,Madhya Pradesh,Indore,NA,Madhya Pradesh,Indore,75.78364821,22.71374478,257.6702520200026,263.05049359484224,127.17670773234228,157.1740322027853,not nodal
2327,3_23_440_0,3_23_440_0,West Nimar,Madhya Pradesh,Khargone (West Nimar),Madhya Pradesh,West Nimar,Madhya Pradesh,W. Nimar,NA,Madhya Pradesh,Khargone (West Nimar),75.7653569,21.90871858,266.6753891559432,349.0025012433901,160.29321173842197,237.7905761592741,not nodal
2328,3_23_441_0,3_23_441_0,Barwani,Madhya Pradesh,Barwani,Madhya Pradesh,Barwani,Madhya Pradesh,(Khargoan) Barwani,NA,Madhya Pradesh,Barwani,75.00184629,21.79968921,190.364600981954,340.3387317466117,91.83313031210011,216.52410447173204,not nodal
2329,3_23_466_0,3_23_466_0,East Nimar,Madhya Pradesh,Khandwa (East Nimar),Madhya Pradesh,East Nimar,Madhya Pradesh,E. Nimar,Burhanpur district split from Khandwa (East Nimar),Madhya Pradesh,Khandwa (East Nimar),76.56852721,21.93843027,348.22220183892597,273.06022187132703,235.75567117776072,264.6067741474086,not nodal
2330,3_23_442_0,3_23_442_0,Rajgarh,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,NA,Madhya Pradesh,Rajgarh,76.73110457,23.8617774,307.5234699669487,153.213074017633,166.6203583857859,79.96051433900247,not nodal
2332,3_23_444_0,3_23_444_0,Bhopal,Madhya Pradesh,Bhopal,Madhya Pradesh,Bhopal,Madhya Pradesh,Bhopal,NA,Madhya Pradesh,Bhopal,77.39678996,23.47423117,381.2616426545726,193.31784204050695,246.38903467176013,146.328814405859,not nodal
2335,3_23_447_0,3_23_447_0,Betul,Madhya Pradesh,Betul,Madhya Pradesh,Betul,Madhya Pradesh,Betul,NA,Madhya Pradesh,Betul,77.86941458,21.88324593,482.36091448466084,148.26883874850282,362.1120044241783,202.55987206499609,not nodal
2336,3_23_448_0,3_23_448_0,Harda,Madhya Pradesh,Harda,Madhya Pradesh,Harda,Madhya Pradesh,Harda,NA,Madhya Pradesh,Harda,77.11670918,22.23352157,402.05790916763374,234.8452008971147,274.97673423978966,260.96108792480004,not nodal
2337,3_23_449_0,3_23_449_0,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,NA,Madhya Pradesh,Hoshangabad,77.9874581,22.5928503,440.8997856771208,195.22229740717242,341.48781944729666,259.8103991969201,not nodal
2338,3_23_450_0,3_23_450_0,Katni,Madhya Pradesh,Katni,Madhya Pradesh,Katni,Madhya Pradesh,Katni,NA,Madhya Pradesh,Katni,80.40438369,23.75805429,228.39338946943678,259.3155627477505,313.53670071221944,244.41343688713897,not nodal
2339,3_23_451_0,3_23_451_0,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,NA,Madhya Pradesh,Jabalpur,79.97141032,23.23436519,300.63171019452557,248.55454233658264,386.30142429620327,272.6210977000624,not nodal
2341,3_23_453_0,3_23_453_0,Dindori,Madhya Pradesh,Dindori,Madhya Pradesh,Dindori,Madhya Pradesh,Dindori,NA,Madhya Pradesh,Dindori,81.04999891,22.88899275,290.3891057761503,280.02619062921485,363.64636333459913,361.46347893732235,not nodal
2342,3_23_454_0,3_23_454_0,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,NA,Madhya Pradesh,Mandla,80.50439854,22.6416181,333.94976216061053,221.08308482486214,415.87636040897695,356.3996148501216,not nodal
2344,3_23_456_0,3_23_456_0,Seoni,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,NA,Madhya Pradesh,Seoni,79.68688421,22.31913588,403.6509938046,143.5264022308262,489.3468870743648,294.85911345555394,not nodal
2401,3_24_468_0,3_24_468_0,Kachchh,Gujarat,Kachchh,Gujarat,Kachchh,Gujarat,Kachchh,NA,Gujarat,Kachchh,69.93399804,23.62723303,279.6592324731769,68.77453865114127,467.74245110906196,189.7531106762872,not nodal
2403,3_24_470_0,3_24_470_0,Patan,Gujarat,Patan,Gujarat,Patan,Gujarat,Patan,NA,Gujarat,Patan,71.76906876,23.77268559,115.33208219964885,10.931446418403498,298.746138142103,121.77756838993811,not nodal
2404,3_24_471_0,3_24_471_0,Mahesana,Gujarat,Mahesana,Gujarat,Mahesana,Gujarat,Mahesana,NA,Gujarat,Mahesana,72.47040548,23.61135338,43.231477235910866,62.91412442355823,225.59512965695188,74.7105207357969,not nodal
2406,3_24_473_0,3_24_473_0,Gandhinagar,Gujarat,Gandhinagar,Gujarat,Gandhinagar,Gujarat,Gandhinagar,NA,Gujarat,Gandhinagar,72.69472941,23.25153684,6.242344398437497,106.55934709322557,189.55242523344506,28.791835295232953,not nodal
2407,3_24_474_0,3_24_474_0,Ahmedabad,Gujarat,Ahmadabad,Gujarat,Ahmadabad,Gujarat,Ahmedabad,NA,Gujarat,Ahmadabad,72.19810101,22.71531056,42.029768171315965,118.6949237186573,215.08319121970604,3.1580760139344397,not nodal
2408,3_24_475_0,3_24_475_0,Surendranagar,Gujarat,Surendranagar,Gujarat,Surendranagar,Gujarat,Surendranagar,NA,Gujarat,Surendranagar,71.53618999,22.79926927,108.09973659714082,61.41773195489662,281.85214718323607,34.580597040371906,not nodal
2409,3_24_476_0,3_24_476_0,Rajkot,Gujarat,Rajkot,Gujarat,Rajkot,Gujarat,Rajkot,NA,Gujarat,Rajkot,70.77474171,22.26575582,196.73381627159236,3.4569894555251763,333.6820663951474,15.454378870762888,not nodal
2410,3_24_477_0,3_24_477_0,Jamnagar,Gujarat,Jamnagar,Gujarat,Jamnagar,Gujarat,Jamnagar,NA,Gujarat,Jamnagar,69.9183118,22.25463502,281.90302720095735,66.19135534878424,415.7783308911722,53.44101225582324,not nodal
2412,3_24_479_0,3_24_479_0,Junagadh,Gujarat,Junagadh,Gujarat,Junagadh,Gujarat,Junagadh,NA,Gujarat,Junagadh,70.56625003,21.19882146,247.38485170676208,60.117075407105716,311.51028084562546,81.40687538168972,not nodal
2413,3_24_480_0,3_24_480_0,Amreli,Gujarat,Amreli,Gujarat,Amreli,Gujarat,Amreli,NA,Gujarat,Amreli,71.24607449,21.42361222,177.1053640691511,73.5869821077856,254.5741730328785,89.7023094198847,not nodal
2414,3_24_481_0,3_24_481_0,Bhavnagar,Gujarat,Bhavnagar,Gujarat,Bhavnagar,Gujarat,Bhavnagar,NA,Gujarat,Bhavnagar,71.86137438,21.67496431,117.83503400623466,115.02722531267311,205.22459489020324,92.18998267065435,not nodal
2415,3_24_482_0,3_24_482_0,Anand,Gujarat,Anand,Gujarat,Anand,Gujarat,Anand,NA,Gujarat,Anand,72.75466815,22.43002323,27.890476822876007,171.82913823748567,150.10770473027898,56.172682785839676,not nodal
2416,3_24_483_0,3_24_483_0,Kheda,Gujarat,Kheda,Gujarat,Kheda,Gujarat,Kheda,NA,Gujarat,Kheda,73.017063,22.87603072,26.174257723976584,156.97102362235282,143.3743295213915,22.92445383005099,not nodal
2419,3_24_486_0,3_24_486_0,Vadodara,Gujarat,Vadodara,Gujarat,Vadodara,Gujarat,Vadodara,NA,Gujarat,Vadodara,73.53260508,22.23594101,33.52400777647778,244.10816937023455,67.49864968371381,109.52799997937858,not nodal
2420,3_24_487_0,3_24_487_0,Narmada,Gujarat,Narmada,Gujarat,Narmada,Gujarat,Narmada,NA,Gujarat,Narmada,73.64819701,21.73628787,60.62046789415416,275.41014743143035,35.53978507707838,164.70532495438357,not nodal
2421,3_24_488_0,3_24_488_0,Bharuch,Gujarat,Bharuch,Gujarat,Bharuch,Gujarat,Bharuch,NA,Gujarat,Bharuch,72.91074977,21.80127062,12.941171276291911,200.8245372986089,109.21803412212385,125.98437352473577,not nodal
2422,3_24_492_0,3_24_492_0,Surat,Gujarat,Surat,Gujarat,Surat,Gujarat,Surat,Tapi district split from Surat,Gujarat,Surat,73.07831753,21.26664334,9.9908203933199,243.16273293653887,70.95420738778515,186.9437203960072,not nodal
2501,3_25_494_0,3_25_494_0,Diu,Daman & Diu,Diu,Daman & Diu,Diu,Daman & Diu,Diu,NA,Daman & Diu,Diu,70.93369567,20.72030296,209.52817354358274,120.3135181183749,256.7338160837249,145.97431830209132,not nodal
2502,3_25_495_0,3_25_495_0,Daman,Daman & Diu,Daman,Daman & Diu,Daman,Daman & Diu,Daman,NA,Daman & Diu,Daman,72.85945146,20.41414705,6.8429924017980825,275.3231712926981,56.921152525137245,262.9262953615574,not nodal
2601,3_26_496_0,3_26_496_0,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Dadra & Nagar Haveli,D & N Haveli,D & N  Haveli,NA,Dadra & Nagar Haveli,Dadra & Nagar Haveli,73.07666633,20.19588882,17.677473164861567,307.99818978778893,26.755697837085474,294.4982427392409,not nodal
2701,3_27_497_0,3_27_497_0,Nandurbar,Maharashtra,Nandurbar,Maharashtra,Nandurbar,Maharashtra,Nandurbar,NA,Maharashtra,Nandurbar,74.22440659,21.55055434,123.17782471279374,338.4729634199655,27.711038719009846,208.31956238079465,not nodal
2702,3_27_498_0,3_27_498_0,Dhule,Maharashtra,Dhule,Maharashtra,Dhule,Maharashtra,Dhule,NA,Maharashtra,Dhule,74.60293362,21.10927554,160.36350227483132,392.2068896202819,82.86938378906498,269.07309655142177,not nodal
2703,3_27_499_0,3_27_499_0,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,NA,Maharashtra,Jalgaon,75.49108714,20.93474406,250.14562884291723,333.2318508974665,175.99511208934615,294.11395685462094,not nodal
2705,3_27_501_0,3_27_501_0,Akola,Maharashtra,Akola,Maharashtra,Akola,Maharashtra,Akola,NA,Maharashtra,Akola,77.05729878,20.74639796,412.94753486852136,174.32965794549892,334.98295121325003,136.7949212349434,not nodal
2706,3_27_502_0,3_27_502_0,Washim,Maharashtra,Washim,Maharashtra,Washim,Maharashtra,Washim,NA,Maharashtra,Washim,77.21494509,20.23140327,397.6516361695571,139.55333256475745,372.8781605226999,100.30111950560605,not nodal
2707,3_27_503_0,3_27_503_0,Amarawti,Maharashtra,Amravati,Maharashtra,Amaravati,Maharashtra,Amravati,NA,Maharashtra,Amravati,77.56846918,21.18973163,464.51968723771176,150.64214902058265,364.3600131836572,137.7179576206946,not nodal
2708,3_27_504_0,3_27_504_0,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,NA,Maharashtra,Wardha,78.58527769,20.79772436,522.3907783918567,40.95991641865603,479.1217380412329,90.88020910958738,not nodal
2709,3_27_505_0,3_27_505_0,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,NA,Maharashtra,Nagpur,79.08369436,21.17881854,537.3929347823442,2.1421926400333233,495.04466446635695,155.14487704285781,not nodal
2710,3_27_506_0,3_27_506_0,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,NA,Maharashtra,Bhandara,79.75955675,21.11936904,499.65086552463714,70.82992499780018,444.0967904892038,202.46665207300242,not nodal
2711,3_27_507_0,3_27_507_0,Gondiya,Maharashtra,Gondiya,Maharashtra,Gondiya,Maharashtra,Gondiya,NA,Maharashtra,Gondiya,80.21107293,21.16035895,481.8980500446427,117.5480366403349,416.91454366137805,244.80683424929455,not nodal
2713,3_27_509_0,3_27_509_0,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur,NA,Maharashtra,Chandrapur,79.43966571,20.11939894,415.2281785715519,95.42506651193173,382.32789997394235,133.63601238590715,not nodal
2714,3_27_510_0,3_27_510_0,Yavatmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal,NA,Maharashtra,Yavatmal,78.16186633,20.08422159,474.2888090596167,39.30958754043764,467.180133035645,0,not nodal
2715,3_27_511_0,3_27_511_0,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,NA,Maharashtra,Nanded,77.61628927,19.1088467,395.8892431925044,75.12308458413835,408.4203613374363,58.42180167680842,not nodal
2716,3_27_512_0,3_27_512_0,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli,NA,Maharashtra,Hingoli,77.10006886,19.6414069,361.29763572665496,142.50367961823528,387.7870273045932,111.77098977510866,not nodal
2717,3_27_513_0,3_27_513_0,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,NA,Maharashtra,Parbhani,76.69369838,19.26865943,308.83011269388174,170.10725049357836,341.1483723503155,155.14593573778342,not nodal
2718,3_27_514_0,3_27_514_0,Jalna,Maharashtra,Jalna,Maharashtra,Jalna,Maharashtra,Jalna,NA,Maharashtra,Jalna,75.98324436,19.80622478,261.8594665000574,259.115498362392,272.3360666125722,228.39554748474248,not nodal
2720,3_27_516_0,3_27_516_0,Nasik,Maharashtra,Nashik,Maharashtra,Nashik,Maharashtra,Nashik,NA,Maharashtra,Nashik,74.07156175,20.25775545,116.83487286826139,390.3300609935195,67.42215257267918,331.9277829182528,not nodal
2721,3_27_517_0,3_27_517_0,Thane,Maharashtra,Thane,Maharashtra,Thane,Maharashtra,Thane,NA,Maharashtra,Thane,73.14806986,19.6006223,23.77993660717653,356.54418251861193,4.89611156338328,357.6388511258904,not nodal
2723,3_27_519_0,3_27_519_0,Mumbai,Maharashtra,Mumbai,Maharashtra,Mumbai,Maharashtra,Mumbai,NA,Maharashtra,Mumbai,72.83871926,18.98700571,3.3718498841394675,386.4157889251338,0,405.78345013649255,nodal
2725,3_27_521_0,3_27_521_0,Pune,Maharashtra,Pune,Maharashtra,Pune,Maharashtra,Pune,NA,Maharashtra,Pune,74.06766971,18.57043418,21.636810088897278,436.59594265683864,74.1760649870058,433.47149218702265,not nodal
2726,3_27_522_0,3_27_522_0,Ahmadnagar,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,NA,Maharashtra,Ahmadnagar,74.67620965,19.20475438,110.45636985945086,375.30045296077054,167.7146799122534,367.19893621674174,not nodal
2727,3_27_523_0,3_27_523_0,Bid,Maharashtra,Bid,Maharashtra,Bid,Maharashtra,Bid,NA,Maharashtra,Bid,75.84095736,18.94603701,213.07389316771895,250.2885505501149,247.97621141851639,245.54090983082162,not nodal
2729,3_27_525_0,3_27_525_0,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osamanabad,Maharashtra,Osmanabad,NA,Maharashtra,Osmanabad,76.036715,18.18807263,211.61692238277652,233.60351663080434,214.05896647512017,226.85171334159963,not nodal
2730,3_27_526_0,3_27_526_0,Solapur,Maharashtra,Solapur,Maharashtra,Solapur,Maharashtra,Solapur,NA,Maharashtra,Solapur,75.48183535,17.79038847,148.50979961365348,297.4077925656896,140.73522046955443,286.6046918976664,not nodal
2731,3_27_527_0,3_27_527_0,Satara,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara,NA,Maharashtra,Satara,74.17399319,17.66453851,15.220267766437003,420.86361724098356,21.98581071411734,425.54803944289466,not nodal
2732,3_27_528_0,3_27_528_0,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,NA,Maharashtra,Ratnagiri,73.45322905,17.27560774,70.64975183694192,485.27302692036335,65.31161349706255,503.450605857491,not nodal
2734,3_27_530_0,3_27_530_0,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,NA,Maharashtra,Kolhapur,74.15831643,16.47014442,19.846935476420892,401.29438230142256,60.26046264520273,431.3641735727878,not nodal
2801,3_28_532_0,3_28_532_0,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,NA,Andhra Pradesh,Adilabad,78.9790301,19.25379776,350.5466034155098,55.3861084090666,341.7067090825119,85.4962025540505,not nodal
2802,3_28_533_0,3_28_533_0,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,NA,Andhra Pradesh,Nizamabad,78.14229411,18.52210845,342.78619030825075,10.405527557518369,338.7086218204948,3.3129813680304037,not nodal
